GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
11,0.33911561482874675,0.751943173512621,0.9627772059825207,0.9941042899869754,0.9928147526980952,0.9921648095023009,0.9941939571116988,0.9931574382900947,0.9958700572302178,0.9931768578897068,0.995470138049091,0.9993537543818736,0.9935369708532514,0.994142218621414,0.9952310442866834,0.991340922197528,0.9970369573318791,0.9939803895510417,0.9924289446974709,0.992676113010793,0.9926574278271185,0.9917229489627345
12,0.3703729459125773,0.777503292255058,0.9691175353768207,0.9960254323979214,0.9944556283036372,0.9964468620177893,0.9949206510816277,0.9962865322530499,0.9980193816438978,0.9981079902249242,0.9981311949992822,0.9968909135103193,0.9968048766299967,0.9998953563231057,0.9977803593310252,0.9962527296595036,0.9971948558286965,0.9982796178136012,0.9976922167720462,0.9978435458309313,0.9980035969890735,0.9975231856577621
13,0.3132390323354259,0.7539806991400932,0.9674283254412175,0.9910095116630346,0.990048593318051,0.9948747552669949,0.9909040392863305,0.9904436368946217,0.9965239831878229,0.9955466522412001,0.9959231341729721,0.9959863805724967,0.9935838189646148,0.9957627193103452,0.9991691109273675,0.9923533344179774,0.9965165672760063,0.9968225501124142,0.9941639623560816,0.9943049159838866,0.9939044383479027,0.9938148947680246
14,0.35656313244484467,0.739457767528578,0.964000383380857,0.9960322907885335,0.993754286960133,0.9922744708225367,0.994699580746238,0.9980363110695213,0.9976334065760998,0.99563140022379,0.9980238033100632,0.9952624934241299,0.9998463007516325,0.9963889444553201,0.9949614371584715,0.9943616195734077,0.9970937238265206,0.9953289457157416,0.9972097988325885,0.9957568681935984,0.9961517280474593,0.9953864150842653
15,0.34396950643298985,0.7212107393662966,0.9573346121515267,0.9950786410404694,0.9950082822080379,0.9939416474342511,0.9959089183339462,0.9954419048073894,0.9983773864292707,0.9938490979780367,0.997557533234492,0.9978339050224628,0.9967428453402162,0.9957645085910065,0.9970467017774917,0.9931654323525041,0.9997741110357008,0.9961887964362062,0.9951656662848793,0.9948329188764496,0.9952343860108118,0.993959286014499
16,0.32943955109774775,0.7707273806483204,0.9657759915408404,0.9915293886581849,0.9896391349629692,0.9945680438335183,0.9918420353578817,0.9935922979634306,0.9959906294736954,0.9939693250495656,0.9954908109386437,0.9942605146302854,0.9937595858205535,0.9963321725305176,0.9950879628484428,0.9999152011400223,0.9946642614304488,0.9965766956212683,0.9969992712678301,0.9985327399257959,0.9976166716598763,0.9983951406369007
17,0.3323145127556629,0.7726347211917296,0.9708609654459057,0.9925606928686824,0.9918691025824689,0.9979437132049723,0.992145467921957,0.9932182129132378,0.9976652761589379,0.9967966978511884,0.9972331116626681,0.996613365052145,0.9950492414408957,0.9978107262883692,0.9988409045487138,0.9958786093676721,0.9973526172389674,0.9994869060220498,0.9972568184243845,0.9969482270374594,0.997484654011916,0.9976684540387037
18,0.3649510433856823,0.7672522207957081,0.9715765398298143,0.995133692676141,0.9918180514981998,0.994799192301118,0.9946748796485883,0.9971286504815141,0.9969823081616124,0.9950871712463825,0.9974449430915524,0.9953031732286778,0.99630626146643,0.9981083408796418,0.996460358363266,0.9977144787817473,0.996036716746772,0.998427192640873,0.9998917003599029,0.9987962433920302,0.9993907003168883,0.9995445723739268
19,0.35926180882264985,0.7521372456470011,0.9680471767546039,0.9949866222140795,0.9925670248450591,0.9947631324657288,0.995875593992568,0.9962606031943632,0.9974672626988738,0.9948588417689654,0.997782808816207,0.9960303693873427,0.9955988141041022,0.9984466392622273,0.9971108031399638,0.9989950254720327,0.9966507016900223,0.9982748535109387,0.9985686745418201,0.9999944239124736,0.9995127140088185,0.999181620612247
20,0.37108506888685455,0.7539908234326267,0.9689316988640085,0.9958528875509699,0.9928431462281425,0.9953931546911291,0.996113706561786,0.9972281894111853,0.9975994022426783,0.9946090292557398,0.9980894864301728,0.9962047286600267,0.9960811597396234,0.9985798300808184,0.9968283930073074,0.9981677291750461,0.9971695370629272,0.9988183135088978,0.9991536647736928,0.9995512897463732,0.999988879908746,0.9994442828430523
21,0.36061209213382256,0.7751244852580732,0.970630879735462,0.9943340467342877,0.991202944227771,0.9958913079832682,0.9937834701286186,0.9960496929804477,0.9968721020099283,0.9948590119487284,0.9970255652345305,0.9951916283487099,0.9952497249166388,0.9981399417068306,0.9965805973177201,0.9988142261825088,0.9958371528586912,0.9988024377155121,0.9993049003369587,0.9992870359849981,0.9996254653164548,0.9999883853768654
