GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
12,0.9811450241240225,0.9724204259870077,0.9842021180522292,0.9976166243481858,0.9937065094695589,0.9920270706336642,0.9892405003809841,0.984488600088693,0.9864776451467657,0.9867851573069453,0.9846318410347102,0.9860582838386636,0.9843894347760771,0.9992649536041415,0.99573836899291,0.7957187603205664,0.9939193706555067,0.12409192654908274,0.4314241945157646,0.9931761204581525,0.7341109312929412,0.9912427159329401,0.7364227559734359,0.9862274130058668,0.986487454777376,0.29678859162753285,0.2781314712411271
13,0.978447459906133,0.9662778126676382,0.9935383226648608,0.9898108735191081,0.9979773109004494,0.995426815969918,0.9963288487999776,0.994751529870578,0.9956281303907014,0.9961795215647486,0.9949956117552796,0.9957891508108803,0.9949542667221025,0.995588008540787,0.9994513237926214,0.7827927834274252,0.9862718669796093,0.15663315702486463,0.4824583547968449,0.9964758319825876,0.7667506426625139,0.9972527155680819,0.8054208148961712,0.9955461390062142,0.9960601974346915,0.26094494002722346,0.27389161500697456
14,0.5189955328783751,0.4680639214763001,0.6192977499215085,0.537305738678791,0.5813758585878877,0.5516164136855125,0.5981068791870666,0.6272549193331561,0.6158853566250904,0.6226150641784755,0.6268998065107977,0.6196937201608699,0.6280429125946991,0.5456112207436031,0.5512589389396165,0.4703604290727031,0.5470111819066537,0.2608866248893589,0.25790609599606545,0.5964319700121211,0.7778236900601293,0.6092177492703148,0.47218013252114543,0.621552753032101,0.6224205957110557,0.09877623905417188,0.09895765329454291
15,0.9824991160587837,0.9701509935590323,0.9891288402611109,0.9940238189055381,0.9950564444398357,0.9955908524853807,0.9946413357386614,0.9907565609189446,0.9918571020531165,0.9926799708896301,0.990596720631629,0.9918529677995988,0.9905298727414295,0.9979154713850368,0.9961868791892434,0.7855264697677278,0.9965026775428656,0.13854493317271235,0.4628041838632779,0.9954180731082609,0.7482900449207802,0.9952070351092329,0.7671561046821594,0.9922963828296294,0.9919593188876097,0.2938470640628137,0.27845137035105977
16,0.7050035675399963,0.6741342774227618,0.756426407737648,0.7314768802645644,0.7760982945394893,0.7590694052578731,0.7748550802526991,0.7931476504863567,0.786180940519147,0.7832946967823795,0.7882603156467421,0.7893462827524914,0.7933874325136797,0.7419095768779655,0.7960311923278821,0.6117057126854677,0.7612265271267383,0.2200350859953313,0.6101648834061421,0.7737007019984126,0.6128143658892626,0.7816325523980533,0.999986480679682,0.7906597875780057,0.7915500505888683,0.1560732377051338,0.28580018869696006
17,0.9760308064016257,0.955853632134612,0.9983746541705438,0.9801828731812928,0.9948185700913272,0.9935086099222122,0.9985634552078556,0.9999489533773352,0.9998310189547549,0.9995917944860981,0.9999575053432891,0.9998396259519543,0.9999829914466322,0.9891507736078843,0.992763200298613,0.79312492150361,0.9806393557285135,0.18903313405385896,0.49591756054011127,0.9952907443031086,0.7944252431590265,0.9974711046776326,0.795398368294624,0.999835764098646,0.9998784674101769,0.24402874541445835,0.24379644149972088
18,0.44696387730454973,0.41410507209669273,0.41342451254424223,0.4755856743498588,0.4015328479734152,0.4166506277915755,0.40877692508117863,0.3963889255083402,0.3979091341278227,0.39941146873410793,0.3965318396810188,0.3983206384007125,0.3950909741194792,0.45150155644661605,0.42095179266352467,0.4757406321837556,0.47669820817733893,0.023354722390402403,0.1297688063209427,0.4278545107064803,0.27598787759117077,0.4157664613124374,0.2749554832419001,0.40089918294351484,0.39823930293063303,0.5399585977082066,0.2765981511927152
19,0.984994366017653,0.9632193284462665,0.9922649362590009,0.9921681249245458,0.9958571673248161,0.992609147999833,0.9937672780942566,0.9922825135826798,0.9928537789920421,0.9931524178964283,0.9922706728973067,0.9927557506646492,0.9919475647980374,0.9946576872793221,0.994144340992015,0.7842215059568869,0.9915061597220226,0.15391168117662413,0.4947146801196346,0.9994633377858578,0.7652031624892781,0.9980694642492102,0.765592419444064,0.9923500846777847,0.9933965780278391,0.2735496063220663,0.2700863832937576
20,0.3274551802744229,0.28877900741144946,0.3258853660858665,0.3505913735706172,0.30927609429094566,0.3045396100597393,0.3086901013728848,0.3113611216319547,0.311034441728647,0.31262086091346875,0.31191163414915973,0.3091697895401593,0.3112071852300063,0.3353835941299682,0.3178479352546178,0.36963026744643435,0.3510686040768607,0.027077382650977325,0.09005209247749228,0.3297492192034046,0.37104910907925753,0.32213470791516147,0.2080183683805576,0.31283690255029967,0.3122260770134381,0.35717774833226557,0.17814720030830525
21,0.9811910305380489,0.9623070002977863,0.9954769435953846,0.990859468998866,0.9981683381889619,0.9954433695395543,0.9977701952876434,0.9966420587045293,0.9970091839581245,0.9975847249953408,0.9967161304091341,0.99724566462913,0.9965793471411425,0.9950998462421731,0.9967275139590255,0.7942371447067866,0.9892882781631496,0.16382474748311474,0.494123349981875,0.9994707548886271,0.7760017439812446,0.999810607179065,0.77952558990826,0.9969719773268629,0.9976272701902971,0.26439944778365077,0.26508440509451875
22,0.35165235692355534,0.325187136225946,0.3784261434722035,0.3911564865106555,0.377312842312458,0.3805025937953923,0.38997353645020705,0.3946636547617245,0.3883600488088627,0.38590890605110423,0.39218968784948927,0.39100454758396863,0.3930689155385801,0.38354205899862015,0.4016749397870238,0.4758460247156365,0.42035389409270135,0.09525386699587693,0.23265586417917178,0.3952547646014208,0.274269922279583,0.3954459039120974,0.47629521016752385,0.3942759740990606,0.39383378579037004,0.2780458630671566,0.27639875737794956
23,0.9783567517321493,0.9594635046499449,0.9979973065621545,0.9833160126403516,0.9956802040272413,0.9952990604550221,0.9993240500190361,0.9996856885567265,0.9997272890829273,0.9996808676436806,0.999643016136626,0.9997926716472902,0.9996565610244341,0.9914218874999466,0.9940277695442837,0.7981474705873864,0.9845500419200421,0.17831199662125313,0.49523744520379004,0.9964127625444461,0.7855062252814151,0.9982092249719742,0.7906569140674089,0.999855646982271,0.9997737674548461,0.25389822786757493,0.2512520486787369
24,0.9763963562766335,0.9567790664995828,0.9981756548677259,0.9810213042141078,0.994949761369388,0.9941273727037399,0.9989204610879531,0.9999140929238686,0.9998472689752902,0.9996885371449657,0.9998910664589993,0.9998872815160574,0.9999324104385604,0.9898761991135309,0.9930743974954784,0.7950104261713299,0.9819321687738883,0.18597668022209005,0.49247691943760485,0.9953397005091434,0.7899089444394433,0.9975430413323737,0.7934128195565674,0.9999761063968566,0.99985884950823,0.24707725310511655,0.245630103276227
25,0.24307630356332874,0.23186539331346442,0.20176105595076657,0.270221205543467,0.20729639924549387,0.21403664810812875,0.20443882619673096,0.19411894123307746,0.19552421709853776,0.19536223746547457,0.1928553886596416,0.19336709502545638,0.19159131219032982,0.24858177778966525,0.2217047927472123,0.221237482113858,0.30117642532234645,0.007990680599071612,0.040999222149743095,0.22319702269691422,0.11666629373093715,0.2124394451451952,0.11625766802551028,0.19822639910367992,0.19487512428998072,0.6938964834281947,0.14948001450045695
26,0.4677512111320119,0.45840917959464,0.41673927671694533,0.4950558643113693,0.41050051447289737,0.4271756724952571,0.41387553920158243,0.39614513699104964,0.40065674208936064,0.39931677361334034,0.3966958910445354,0.3987466167749923,0.3942859638836675,0.46075854145221523,0.4378265423512829,0.47531114072609004,0.5012850995837755,0.02346102332558335,0.12973761369606074,0.43282067654452405,0.2760996955667577,0.4187206282243476,0.275355040126886,0.40107438454160665,0.3990789883105133,0.5400644404156081,0.27651103277597244
