GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
11,0.35940767216824104,0.7479473055691024,0.9656527169198772,0.9972294998928731,0.9960473866248951,0.9944825585933745,0.993680256772404,0.999252197309791,0.9982476596028457,0.9963256206966657,0.9976778387755759,0.9999801799696995,0.9980259534769396,0.9977772222613543,0.9977995055044431,0.9982600829846032,0.9958719887575257,0.9985567542523719,0.9978374013386399,0.9977951255140434,0.9976730813402048,0.9978483591062699,0.9968735939226335
12,0.3542791405069174,0.7577080723265068,0.9662030558221805,0.9960456616378275,0.995077303787381,0.9946056535107876,0.9944542517568193,0.9975362797049411,0.9954538813755998,0.9952021145713179,0.995160600719043,0.99722893836351,0.9968819914718994,0.9999357157027045,0.9971378739201731,0.9964401558811316,0.994505015118644,0.9982498503774516,0.9956099504382127,0.9967415948057372,0.9958392041264128,0.9959519373039003,0.9951579829282644
13,0.3592393955093306,0.7455103495436831,0.9627985796711656,0.9962269523479648,0.9947885780385834,0.9927287333504754,0.992229880239605,0.998098626512214,0.9999948730622057,0.9959787745562735,0.998237034192059,0.9982147989692023,0.9962643543746926,0.9954773752230989,0.9954892934173937,0.9957634390586126,0.9939618093349438,0.9973574490994928,0.9969616989305127,0.9954908973302609,0.9955073468069108,0.995808801782456,0.9951498825318651
14,0.37353201443890377,0.774709349873848,0.9705552443909626,0.9959412981870043,0.9954090791049055,0.9965989261406601,0.9931102860695853,0.9978531979165939,0.9964347358459013,0.9977920400672994,0.9963174989402392,0.9980906246244075,0.9999905092424147,0.9969663421963043,0.9979195858094112,0.9969688962645973,0.9968309665444954,0.997200158942288,0.998019390522759,0.9985948459573398,0.9984489527947913,0.9985139997107613,0.9980772392201456
15,0.33533203777242676,0.7594466257245962,0.966398261553128,0.9934286255031591,0.9939168135477986,0.9966320481014856,0.9896865507488714,0.9980750832692896,0.9953507412901881,0.9969561306701635,0.9934839747296783,0.9977221272661246,0.9978173128962394,0.9971173559655727,0.9999971883193733,0.9954684421440047,0.9953676148226311,0.9978624046040858,0.9967577558356633,0.9987646203566836,0.9970245598744496,0.9966633026421702,0.9965932730012782
16,0.3389762996002303,0.7713615111672814,0.9675692994572852,0.9923533650642562,0.9915898661896108,0.9948718848371118,0.9891820902989776,0.9961371462726802,0.9940799083654739,0.994153535355875,0.9944356366451815,0.9959060252778988,0.9969938247959452,0.9946934425752962,0.9953298982475411,0.9943003299390347,0.9999957973375765,0.9947811879176042,0.9975101229626319,0.9970538330166243,0.9989816766989412,0.9981727307850881,0.9988566876350671
17,0.35241657628002554,0.7288981974162015,0.9608376677430751,0.9960963689133051,0.9961172547707778,0.9950516250513992,0.994371082565429,0.9989756031349394,0.9973299670673731,0.9948502946465849,0.9965378642656544,0.998355099973796,0.9970221123760359,0.998347562927141,0.9979213306365815,0.9973590967682097,0.9949111359970332,0.9999793035977123,0.9966552347050518,0.9974935770167546,0.9964905936046972,0.9968467213844462,0.9957527279992128
18,0.35295508475597,0.7712038287968,0.9699621622113398,0.993926436210289,0.9944606985514393,0.9979760419013259,0.9903995361621151,0.9978985786533419,0.9955334425583532,0.9968535596201066,0.9949593653601461,0.9979022202147121,0.998711359520153,0.9968762415272079,0.9988144538642162,0.9961880215073833,0.9970948464302731,0.9975768273264264,0.9983733581713388,0.99999856522874,0.9983133333617806,0.9987820498998043,0.9988023902268317
19,0.36362650991639595,0.761098614495003,0.970581443699611,0.9956061341183845,0.9935429586713159,0.9950630666594099,0.9921150546634827,0.9976016672002633,0.9971115982910683,0.9953107773404384,0.9977036734972632,0.9979540110743386,0.9980598544190528,0.9958114505462473,0.9968372438342441,0.9970202775585713,0.9975284245843832,0.9966906670821928,0.9999971485724958,0.9983736654996349,0.9985999604538411,0.9991486153857311,0.9992740500158266
20,0.3609968517712143,0.7535420642181793,0.9696045813751152,0.9951839677029886,0.993709129165796,0.9949075497065244,0.9926894522309723,0.9974418597755237,0.9955186734779844,0.9948196596943689,0.9964808028377932,0.9977770019215189,0.9985873640674265,0.9963043909087104,0.997096893665163,0.9976084734066342,0.9990306404681251,0.9965391737948833,0.998576447775111,0.998303243095873,0.9999974641144235,0.9995567916633508,0.999242359279174
21,0.3720855552668698,0.7566210090546611,0.9708064940136432,0.995903679854931,0.9938301539956094,0.9955225806954291,0.9929655860734771,0.9974984369088582,0.9959682718168328,0.9946333792983622,0.997349891793402,0.997988951474176,0.9986689656056136,0.9963641913507896,0.996825252181612,0.9978828374563714,0.9982694280136112,0.9969551320886255,0.9991814722744782,0.9988181927682721,0.999553506774697,0.9999984539611654,0.9995486325705821
22,0.358813686784001,0.7779629277633429,0.9722806748507051,0.9942627013404399,0.9926233842263117,0.9960833406728394,0.9903314140710263,0.9968320069778799,0.9952329412307869,0.995008083571823,0.9961406864822331,0.9970086613274567,0.9982115954955524,0.9953464823975228,0.9966477658560055,0.9958946441727419,0.9988543170918547,0.9957217197723331,0.9992693987556209,0.9988216696855904,0.9992462336232871,0.9995102237260071,0.9999993120679409
