GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
14,0.05608642158351692,0.9753806252302027,0.9338796888984322,0.19240135326748753,0.15251762910849148,0.6160149516152914,0.9830047603263383,0.9931050099038391,0.9955082584103402,0.7898199061416439,0.9957869724480172,0.7902986778607374,0.6117154970627169,0.9949005493016612,0.9981589767151279,0.8031680007987334,0.9977494460941436,0.9956185933962499,0.9975374466386249,0.9981500814233536,0.9967766267072272,0.6220847214130191,0.9959625820376315,0.7917238709491393,0.8036695350122403,0.7914063551215295,0.9964079591661468,0.6371490722533004,0.9961024196127017,0.4917635139177338
15,0.04861636762446524,0.9790399332779618,0.9441326654327229,0.17741727818708122,0.1390138736277962,0.5964381395449289,0.9859368904119136,0.9941959309081978,0.9960624806993035,0.7861822041965919,0.9921420381228091,0.7862599988830695,0.625427146057415,0.9978319439078528,0.998199675370284,0.7903576455240637,0.9975757833367588,0.9997263161932922,0.9987353091888079,0.998657940915916,0.9987638105124815,0.6293621997623448,0.9993841396090338,0.7859535640862462,0.7911835684290138,0.7860475339643369,0.99952500963379,0.6210117282733513,0.9995508801428227,0.49298577474744926
16,0.027385635036718065,0.8272700020249453,0.6377787127187965,0.12993887486750272,0.09848849214194053,0.4037588303490646,0.7613219090845796,0.799455555047467,0.7874803096980828,0.6203886506523949,0.7591845696470753,0.6205443177592589,0.4809224187441454,0.7911889157364612,0.8007619684522298,0.9998033623091739,0.7614347591482112,0.7934127355445351,0.8016927529423666,0.8000653470475764,0.7974538975209067,0.7908568354515022,0.7909203965377033,0.6126961166469689,0.9990377120190942,0.6209784081007176,0.7964660324569165,0.7895820482334446,0.7966187552921941,0.6240739464381133
17,0.05185581138079837,0.9794351655570743,0.9416108396283317,0.1872029266976297,0.14740375851986395,0.5958633682992925,0.9868511058734343,0.9931628918118053,0.9958450883196577,0.8020456864474504,0.9946484495873922,0.8021129477875589,0.639878668708078,0.9994686499645147,0.9987029336007007,0.7869114795128753,0.9980284449513085,0.9995840479939375,0.9991018565059296,0.9991209306372018,0.9984653969812095,0.6282485799172226,0.9995344905713637,0.8023422412552336,0.7877074915016593,0.8023038386507534,0.9995343551125714,0.6312367759823898,0.9993973300621599,0.5024104618021131
18,0.04788898336946212,0.9804043723374489,0.9433490824592975,0.17750204392135233,0.13856648704690697,0.5926665210186068,0.9875786392004245,0.9937972235926616,0.9968820944637152,0.7886300774140159,0.9924997629850979,0.7886429703298257,0.6192938519695651,0.9980186674539036,0.9985974186568308,0.7940432655485056,0.9978897251319968,0.999924203524023,0.9990317610499186,0.9989645194917359,0.9987872697010136,0.6243053748003908,0.999644208942979,0.7884654025068664,0.7950310351109066,0.7886588676503741,0.9997581452269817,0.6259162180135761,0.9997818668735087,0.4905119743490322
19,0.05400656506895756,0.9778608225714789,0.9430977167109715,0.18955538159759236,0.14961525505939216,0.6045095396423492,0.9842324503115969,0.9948210344548756,0.99700659080028,0.786547665589355,0.9963577336323277,0.7869892850327588,0.6267705348334761,0.9978304852065697,0.9996706208399776,0.7829136499940752,0.9994777128570133,0.9989644441611796,0.999641996828795,0.999460770674186,0.9994463358571051,0.6240622182014588,0.9990691962597755,0.7878033611131073,0.7834315060793553,0.7875209982654295,0.999322409048976,0.61604337577518,0.9992849835485056,0.48956321801417674
20,0.05303288319180717,0.9799638337691335,0.943047548067797,0.19002335208771232,0.15049311990638686,0.5972594677126215,0.9864933244086092,0.9947869257283957,0.9973487864598172,0.8087453883757492,0.9957429364285141,0.8090641098699469,0.6329709505524811,0.997967932932391,0.9998597721401484,0.7923256466866666,0.9994036299152326,0.9991291939589256,0.9997483897595449,0.9996744451854749,0.999066545836335,0.6202767154340583,0.9992834923439283,0.809758456187997,0.7930284114560516,0.8096424153127817,0.9994059460384501,0.6412011859417056,0.999158551637484,0.5005012985658872
21,0.050082172519575315,0.9747974335174777,0.9460910876524095,0.1889397120377976,0.1451868981345185,0.6197455627768861,0.9844534193465297,0.9924753153751762,0.996931944846025,0.7603948693608286,0.9934808032244787,0.7608986883121092,0.6020029114470435,0.9966801872603243,0.997989894873744,0.7872865156408191,0.9975344122609692,0.9980103315142049,0.9984936090387225,0.9978116257211921,0.9993839136937454,0.6228282623391079,0.9985155471460426,0.7614801181420906,0.7871428040957495,0.7612580892503218,0.9982125655290504,0.5986874203634338,0.9984283266861204,0.47259714199030584
22,0.05079451112826911,0.9799324281184033,0.9427684970114139,0.18648664853904062,0.1470653193846364,0.5980997831105673,0.9865539454693465,0.9943456287558629,0.9971401024148439,0.7998538198778838,0.9947289926458605,0.8001193034333071,0.6314349024908062,0.99833646560015,0.9996816165797278,0.8015915513220997,0.9987317236592284,0.9995107230501022,0.9998981531192671,0.9995939665770135,0.9994888086001363,0.6329797164778933,0.9996899522058137,0.800539239315466,0.8021240583941015,0.8005450375136838,0.9997485796341802,0.6411020723890298,0.9996295081197535,0.5048916654162917
23,0.05330755865468607,0.7201180925624341,0.7336672767582196,0.12523436488759057,0.08311583124667551,0.5201324619574298,0.7316658248183812,0.7827784001289283,0.7463816373765509,0.5929187025469521,0.8023924522612876,0.6006943069058923,0.7626510003573453,0.7992509249948099,0.7873857605475004,0.6270555063671442,0.7760314496243901,0.7883355015441392,0.7961607846689007,0.8002550120717682,0.8001779432236041,0.7852807165853034,0.78964157490607,0.6023070310626508,0.6097552474263773,0.5972973074659178,0.7967511953622999,0.46676451119258083,0.7979779052396708,0.5977058876023845
24,0.02654353382779371,0.8298004151462863,0.6376161127765808,0.12191198913360199,0.09378531857953096,0.39172174323977155,0.7625051889852683,0.8004442703465103,0.7882606872863637,0.6164478621362671,0.7591200538163003,0.6163974783348706,0.4711408459697102,0.7922796603309721,0.8014121204674725,0.999280173759836,0.7619714928742952,0.7948001506581006,0.8020525554648974,0.8006385997742343,0.7976413563544189,0.7811415871714971,0.7917106600813542,0.6081904534171858,0.9999322265995989,0.6166421022690762,0.7976128246151141,0.7837169788732808,0.797827893165768,0.611022434234335
25,0.026736346368499548,0.8298883830627104,0.6376308963018706,0.12116168100238914,0.09351388423219388,0.3907755735312792,0.762517205282234,0.8005293782028774,0.788044773801019,0.6200455145693422,0.7591090036581716,0.6200321802131069,0.47856747852115,0.7922480965026616,0.801413863223282,0.9993324328739525,0.7619321508900506,0.7947867228051855,0.802056353172459,0.800727116710128,0.7976188492362873,0.7887507598602336,0.7916637147650007,0.6117695039839162,0.9998439284274854,0.6202516482662462,0.7976459022827065,0.7883752894910278,0.7978125911566325,0.6206930185486542
26,0.028929968489204767,0.7126584138027557,0.565789877817707,0.13904911769424141,0.10560841777165454,0.24398575773036915,0.6567959848599816,0.640403637129764,0.6241544831770548,0.7849244096143467,0.606054571660895,0.7849288208297265,0.5941697304245344,0.6352955812880395,0.6403966918335199,0.7896712235005745,0.6111725817724326,0.6325550472309752,0.6413186556347088,0.642751317725827,0.6204029093079263,0.5892710914776123,0.6336594882679005,0.7744689657788323,0.784524924648672,0.785297385841039,0.6328877657235408,0.9998880035125671,0.6243330402259017,0.7721914469940221
27,0.025863655213542332,0.5420029495521085,0.38082980618137313,0.09039313801120859,0.10993853923964074,0.15525473069141688,0.5347298480155472,0.4706087244940742,0.475420006354942,0.6156905285777003,0.48582824461250584,0.6008872455971255,0.44490129930237304,0.5082235887556253,0.49656094346288004,0.3464928489332287,0.49462872536130237,0.4990736309376576,0.4951869108280797,0.496128058223414,0.47572794043191696,0.25560819915483596,0.5016399675257122,0.5997604801033236,0.3586724017073018,0.6053673925001791,0.49969410644378104,0.4432507307222867,0.49469768887797405,0.3195184277323837
28,0.049235679579225644,0.9809484058424934,0.9435543923048229,0.1797934397443418,0.141317764615234,0.590660380876822,0.9873065620221334,0.9937177758549396,0.9971522032113966,0.7929079056574673,0.9932653173966046,0.7930840940497068,0.6306093955453783,0.9982684500304074,0.999063464077363,0.7972900634730408,0.9982071763925353,0.9998966003554652,0.9994861603983347,0.9993814398919977,0.9993274869157787,0.6344771948825987,0.9997756451575671,0.7931732493366784,0.7979778718356941,0.7932462049567536,0.9999265018035846,0.6319147709309636,0.9998757596835441,0.5014030830708597
29,0.0223192715564852,0.7594617717336172,0.6395146667775974,0.11352092442058645,0.08274365186454492,0.3950274728084046,0.8091652327274641,0.7550038699617293,0.7649967292875963,0.6162555676345995,0.7812204545474132,0.6078667538088274,0.46821161188990557,0.7968848101015085,0.7834501988742474,0.5982444888733587,0.7764545500684272,0.7930345099357814,0.7859657106945867,0.7844577976183873,0.7693830934370675,0.4708197094651828,0.794767629627044,0.6047711048246369,0.6107346509309913,0.6110962109476916,0.7930813454445553,0.46910322866671145,0.797778488658367,0.3623812605040435
