NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_T_CELL_SELECTION	GOBP_T_CELL_SELECTION	Details ...	40	0.7184496	1.6053469	0.0057361377	0.2555847	0.973	374	tags=52%, list=7%, signal=56%	
GOBP_T_CELL_DIFFERENTIATION	GOBP_T_CELL_DIFFERENTIATION	Details ...	166	0.5791706	1.5997293	0.0	0.26148322	0.985	470	tags=33%, list=9%, signal=35%	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	Details ...	76	0.64727294	1.5983189	0.0	0.24715176	0.989	681	tags=50%, list=14%, signal=57%	
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	Details ...	57	0.66012585	1.591159	0.010909091	0.26126862	0.991	494	tags=47%, list=10%, signal=52%	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	Details ...	15	0.85934573	1.5841017	0.0	0.27616596	0.994	455	tags=60%, list=9%, signal=66%	
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE	Details ...	33	0.7252446	1.5809665	0.0114068445	0.27503973	0.995	660	tags=58%, list=13%, signal=66%	
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	Details ...	27	0.7415585	1.5776197	0.009469697	0.27481198	0.996	501	tags=33%, list=10%, signal=37%	
GOBP_T_CELL_MIGRATION	GOBP_T_CELL_MIGRATION	Details ...	48	0.6836835	1.5737592	0.0018281536	0.27644733	0.997	625	tags=42%, list=13%, signal=47%	
GOBP_POSITIVE_T_CELL_SELECTION	GOBP_POSITIVE_T_CELL_SELECTION	Details ...	31	0.7433288	1.5708401	0.0056603774	0.27381578	0.997	374	tags=58%, list=7%, signal=62%	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION	Details ...	18	0.81775165	1.5694182	0.0036968577	0.26681194	0.998	600	tags=33%, list=12%, signal=38%	
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	GOBP_ALPHA_BETA_T_CELL_PROLIFERATION		28	0.74956787	1.5678401	0.0071301246	0.260756	0.998	547	tags=46%, list=11%, signal=52%	
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE		54	0.65639514	1.5607488	0.0018552876	0.27933756	1.0	660	tags=50%, list=13%, signal=57%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS		33	0.70741874	1.5513402	0.013565891	0.30822495	1.0	778	tags=39%, list=16%, signal=46%	
GOBP_CELL_MATRIX_ADHESION	GOBP_CELL_MATRIX_ADHESION		127	0.5722544	1.5430604	0.0	0.33489653	1.0	512	tags=13%, list=10%, signal=15%	
GOBP_T_CELL_CHEMOTAXIS	GOBP_T_CELL_CHEMOTAXIS		17	0.7843988	1.5328777	0.011049724	0.37515143	1.0	600	tags=41%, list=12%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION		17	0.7964713	1.5255113	0.007155635	0.4013435	1.0	246	tags=35%, list=5%, signal=37%	
GOBP_EOSINOPHIL_MIGRATION	GOBP_EOSINOPHIL_MIGRATION		23	0.7485331	1.5244426	0.014336918	0.3921128	1.0	600	tags=26%, list=12%, signal=30%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION		21	0.7559238	1.5225098	0.011090573	0.38904363	1.0	145	tags=29%, list=3%, signal=29%	
GOBP_REGULATION_OF_T_CELL_ACTIVATION	GOBP_REGULATION_OF_T_CELL_ACTIVATION		204	0.54247373	1.5217168	0.0	0.37985134	1.0	518	tags=31%, list=10%, signal=34%	
GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT		17	0.7918053	1.5170553	0.012867647	0.392375	1.0	196	tags=12%, list=4%, signal=12%	
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE		24	0.73271734	1.5164797	0.017142856	0.38272366	1.0	650	tags=50%, list=13%, signal=57%	
GOBP_LYMPHOCYTE_CHEMOTAXIS	GOBP_LYMPHOCYTE_CHEMOTAXIS		29	0.71353096	1.5149381	0.02247191	0.37791765	1.0	600	tags=34%, list=12%, signal=39%	
GOBP_RESPONSE_TO_STEROL	GOBP_RESPONSE_TO_STEROL		20	0.75935376	1.5100412	0.02268431	0.39270815	1.0	600	tags=45%, list=12%, signal=51%	
GOBP_REGULATION_OF_DNA_BINDING	GOBP_REGULATION_OF_DNA_BINDING		19	0.76952994	1.5004966	0.018867925	0.43209672	1.0	242	tags=21%, list=5%, signal=22%	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		24	0.7458425	1.5003326	0.011320755	0.42064282	1.0	444	tags=54%, list=9%, signal=59%	
GOBP_CELL_SUBSTRATE_ADHESION	GOBP_CELL_SUBSTRATE_ADHESION		195	0.5331426	1.4989263	0.0018181818	0.41580245	1.0	606	tags=14%, list=12%, signal=16%	
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	GOBP_GAMMA_DELTA_T_CELL_ACTIVATION		19	0.77715516	1.4954234	0.01369863	0.42277166	1.0	263	tags=58%, list=5%, signal=61%	
GOBP_ENDODERM_FORMATION	GOBP_ENDODERM_FORMATION		32	0.6989118	1.4855853	0.01908397	0.46720967	1.0	678	tags=22%, list=14%, signal=25%	
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE		34	0.68112373	1.483707	0.02534113	0.4670912	1.0	635	tags=47%, list=13%, signal=54%	
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION		74	0.60007346	1.4829323	0.009487666	0.4595218	1.0	657	tags=45%, list=13%, signal=51%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION		20	0.7602135	1.4772431	0.01598579	0.48339453	1.0	625	tags=40%, list=13%, signal=46%	
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS		17	0.7635261	1.4764767	0.017175572	0.47675848	1.0	157	tags=29%, list=3%, signal=30%	
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION		30	0.6879073	1.4729879	0.01590106	0.486282	1.0	778	tags=33%, list=16%, signal=39%	
GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT	GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT		16	0.7675512	1.4678926	0.033333335	0.50518167	1.0	374	tags=56%, list=7%, signal=61%	
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION		72	0.5931217	1.4667566	0.020715632	0.5012761	1.0	769	tags=22%, list=15%, signal=26%	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		18	0.7408449	1.464116	0.032075472	0.50622565	1.0	650	tags=56%, list=13%, signal=64%	
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT	GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT		44	0.64167047	1.4636664	0.016666668	0.49801823	1.0	1077	tags=36%, list=22%, signal=46%	
GOBP_REGULATION_OF_CELL_FATE_COMMITMENT	GOBP_REGULATION_OF_CELL_FATE_COMMITMENT		17	0.77339375	1.4633117	0.027613413	0.48969495	1.0	374	tags=29%, list=7%, signal=32%	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		62	0.60517937	1.4620023	0.015873017	0.48648894	1.0	681	tags=50%, list=14%, signal=57%	
GOBP_ENDODERM_DEVELOPMENT	GOBP_ENDODERM_DEVELOPMENT		38	0.6521397	1.4587522	0.044280443	0.49492016	1.0	678	tags=21%, list=14%, signal=24%	
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT		20	0.74311	1.4546925	0.032015067	0.5078092	1.0	681	tags=65%, list=14%, signal=75%	
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL	GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL		15	0.77635235	1.4506189	0.025408348	0.52127236	1.0	714	tags=53%, list=14%, signal=62%	
GOBP_LEUKOCYTE_CELL_CELL_ADHESION	GOBP_LEUKOCYTE_CELL_CELL_ADHESION		222	0.50423735	1.4474677	0.005504587	0.5306945	1.0	659	tags=34%, list=13%, signal=37%	
GOBP_T_CELL_CYTOKINE_PRODUCTION	GOBP_T_CELL_CYTOKINE_PRODUCTION		23	0.71513295	1.446194	0.02578269	0.52843225	1.0	721	tags=57%, list=14%, signal=66%	
GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES		29	0.6695181	1.4441117	0.035185184	0.5307835	1.0	333	tags=17%, list=7%, signal=18%	
GOBP_BLASTOCYST_DEVELOPMENT	GOBP_BLASTOCYST_DEVELOPMENT		32	0.66135377	1.4440852	0.03492647	0.52144164	1.0	461	tags=25%, list=9%, signal=27%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		40	0.6417362	1.4437673	0.035785288	0.51385146	1.0	444	tags=45%, list=9%, signal=49%	
GOBP_THYMIC_T_CELL_SELECTION	GOBP_THYMIC_T_CELL_SELECTION		18	0.74596065	1.442686	0.03816794	0.5108804	1.0	246	tags=50%, list=5%, signal=52%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION		24	0.71149164	1.4416742	0.032319393	0.50768876	1.0	681	tags=50%, list=14%, signal=58%	
GOBP_RESPONSE_TO_VITAMIN_D	GOBP_RESPONSE_TO_VITAMIN_D		21	0.7291999	1.4404855	0.030710172	0.50509363	1.0	603	tags=29%, list=12%, signal=32%	
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING		15	0.75813204	1.4396067	0.029574862	0.5013386	1.0	477	tags=27%, list=10%, signal=29%	
GOBP_T_HELPER_17_CELL_DIFFERENTIATION	GOBP_T_HELPER_17_CELL_DIFFERENTIATION		23	0.71397364	1.4381099	0.04204753	0.5007967	1.0	660	tags=65%, list=13%, signal=75%	
GOBP_LOCALIZATION_WITHIN_MEMBRANE	GOBP_LOCALIZATION_WITHIN_MEMBRANE		178	0.5134467	1.4367635	0.0036363637	0.49943057	1.0	490	tags=14%, list=10%, signal=15%	
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION		32	0.66441524	1.4364518	0.051233396	0.4932521	1.0	272	tags=19%, list=5%, signal=20%	
GOBP_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS		16	0.77134323	1.4344201	0.03314917	0.49645942	1.0	501	tags=44%, list=10%, signal=48%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION		25	0.69560057	1.4342188	0.04477612	0.48992527	1.0	778	tags=36%, list=16%, signal=42%	
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION		82	0.56902015	1.4339916	0.01607143	0.48367333	1.0	678	tags=20%, list=14%, signal=22%	
GOBP_POSITIVE_CHEMOTAXIS	GOBP_POSITIVE_CHEMOTAXIS		41	0.61995363	1.427398	0.038617887	0.50988233	1.0	605	tags=15%, list=12%, signal=17%	
GOBP_VIRAL_GENOME_REPLICATION	GOBP_VIRAL_GENOME_REPLICATION		38	0.63911945	1.4267095	0.03731343	0.50624746	1.0	778	tags=29%, list=16%, signal=34%	
GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION		48	0.62054694	1.41969	0.037567083	0.5371211	1.0	547	tags=48%, list=11%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN		15	0.7436409	1.4180276	0.05903399	0.5386181	1.0	22	tags=20%, list=0%, signal=20%	
GOBP_EOSINOPHIL_CHEMOTAXIS	GOBP_EOSINOPHIL_CHEMOTAXIS		20	0.7015348	1.4178469	0.056179777	0.53204274	1.0	600	tags=20%, list=12%, signal=23%	
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		19	0.719041	1.4119054	0.040892195	0.55604833	1.0	321	tags=26%, list=6%, signal=28%	
GOBP_NEGATIVE_REGULATION_OF_BINDING	GOBP_NEGATIVE_REGULATION_OF_BINDING		23	0.688881	1.4112079	0.054844607	0.552035	1.0	1138	tags=43%, list=23%, signal=56%	
GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY		26	0.6843924	1.4103234	0.04761905	0.5493574	1.0	444	tags=58%, list=9%, signal=63%	
GOBP_TYPE_II_INTERFERON_PRODUCTION	GOBP_TYPE_II_INTERFERON_PRODUCTION		71	0.57223666	1.4094503	0.024621213	0.5467879	1.0	547	tags=39%, list=11%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION		61	0.5804573	1.4075269	0.03860294	0.550125	1.0	557	tags=33%, list=11%, signal=36%	
GOBP_T_CELL_LINEAGE_COMMITMENT	GOBP_T_CELL_LINEAGE_COMMITMENT		22	0.68708354	1.4060813	0.05970149	0.5512191	1.0	681	tags=59%, list=14%, signal=68%	
GOBP_CELLULAR_RESPONSE_TO_STEROL	GOBP_CELLULAR_RESPONSE_TO_STEROL		15	0.74866956	1.4034867	0.060658578	0.55839145	1.0	439	tags=33%, list=9%, signal=36%	
GOBP_REGULATION_OF_PROTEIN_BINDING	GOBP_REGULATION_OF_PROTEIN_BINDING		22	0.69981325	1.4020392	0.05724508	0.55889785	1.0	1138	tags=45%, list=23%, signal=59%	
GOBP_TOLERANCE_INDUCTION	GOBP_TOLERANCE_INDUCTION		18	0.73266745	1.401739	0.057943925	0.55357426	1.0	349	tags=44%, list=7%, signal=48%	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		15	0.75196004	1.3934288	0.07129799	0.5915293	1.0	650	tags=60%, list=13%, signal=69%	
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION		26	0.6639527	1.3914901	0.054054055	0.59477115	1.0	508	tags=42%, list=10%, signal=47%	
GOBP_REGULATION_OF_MYELINATION	GOBP_REGULATION_OF_MYELINATION		21	0.69403714	1.3914301	0.07392996	0.58789253	1.0	256	tags=14%, list=5%, signal=15%	
GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION		15	0.728971	1.3897897	0.078431375	0.5899762	1.0	650	tags=60%, list=13%, signal=69%	
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE		26	0.65636	1.3897755	0.05451128	0.58317506	1.0	635	tags=46%, list=13%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS		19	0.71075416	1.385634	0.06963249	0.59781057	1.0	269	tags=11%, list=5%, signal=11%	
GOBP_CELLULAR_RESPONSE_TO_VITAMIN	GOBP_CELLULAR_RESPONSE_TO_VITAMIN		16	0.7317592	1.3843164	0.07103825	0.5983568	1.0	603	tags=19%, list=12%, signal=21%	
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT	GOBP_CELLULAR_RESPONSE_TO_NUTRIENT		22	0.6969963	1.383832	0.06764168	0.5940572	1.0	603	tags=18%, list=12%, signal=21%	
GOBP_CELLULAR_DEFENSE_RESPONSE	GOBP_CELLULAR_DEFENSE_RESPONSE		30	0.66098905	1.3809385	0.05940594	0.60298485	1.0	614	tags=47%, list=12%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION		25	0.6686502	1.3791304	0.08170515	0.60631114	1.0	625	tags=40%, list=13%, signal=45%	
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION		17	0.7299887	1.3722863	0.075925924	0.6378435	1.0	650	tags=53%, list=13%, signal=61%	
GOBP_CELLULAR_EXTRAVASATION	GOBP_CELLULAR_EXTRAVASATION		45	0.60024697	1.3632754	0.06769826	0.68183124	1.0	622	tags=31%, list=12%, signal=35%	
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT		137	0.5063395	1.3608134	0.029143898	0.6882727	1.0	972	tags=24%, list=19%, signal=29%	
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION		263	0.46901134	1.3602809	0.0036630037	0.6839172	1.0	606	tags=22%, list=12%, signal=23%	
GOBP_ADAPTIVE_IMMUNE_RESPONSE	GOBP_ADAPTIVE_IMMUNE_RESPONSE		276	0.4622134	1.3557911	0.0054644807	0.70265967	1.0	521	tags=33%, list=10%, signal=35%	
GOBP_CELL_KILLING	GOBP_CELL_KILLING		142	0.4998002	1.354538	0.020754717	0.7026233	1.0	508	tags=30%, list=10%, signal=32%	
GOBP_POSITIVE_REGULATION_OF_TRANSLATION	GOBP_POSITIVE_REGULATION_OF_TRANSLATION		19	0.69060034	1.3544265	0.0942029	0.6961274	1.0	79	tags=16%, list=2%, signal=16%	
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS		15	0.72599375	1.352834	0.10507246	0.6974932	1.0	600	tags=47%, list=12%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION		147	0.49524873	1.3494021	0.020637898	0.709815	1.0	557	tags=29%, list=11%, signal=32%	
GOBP_MEMBRANE_RAFT_ORGANIZATION	GOBP_MEMBRANE_RAFT_ORGANIZATION		15	0.7101048	1.3402344	0.09461967	0.75527376	1.0	355	tags=27%, list=7%, signal=29%	
GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION		16	0.70546114	1.3377321	0.119180635	0.7626042	1.0	948	tags=38%, list=19%, signal=46%	
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY		89	0.520078	1.336697	0.04494382	0.76089823	1.0	508	tags=39%, list=10%, signal=43%	
GOBP_GRANULOCYTE_MIGRATION	GOBP_GRANULOCYTE_MIGRATION		93	0.5196923	1.3335116	0.055452865	0.7729643	1.0	654	tags=24%, list=13%, signal=27%	
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION		111	0.50739145	1.3322408	0.029469548	0.772701	1.0	769	tags=17%, list=15%, signal=20%	
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY		26	0.6377887	1.3311021	0.08925319	0.7721301	1.0	329	tags=27%, list=7%, signal=29%	
GOBP_REGULATION_OF_CELL_ADHESION	GOBP_REGULATION_OF_CELL_ADHESION		419	0.44508815	1.3306365	0.0	0.7675039	1.0	672	tags=22%, list=13%, signal=24%	
GOBP_CHONDROCYTE_PROLIFERATION	GOBP_CHONDROCYTE_PROLIFERATION		16	0.7020035	1.3295442	0.09533074	0.7665558	1.0	727	tags=25%, list=15%, signal=29%	
GOBP_MONONUCLEAR_CELL_MIGRATION	GOBP_MONONUCLEAR_CELL_MIGRATION		141	0.49284282	1.3287638	0.023722628	0.764247	1.0	625	tags=28%, list=13%, signal=31%	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION		17	0.69666034	1.3281239	0.124535315	0.7611788	1.0	678	tags=24%, list=14%, signal=27%	
GOBP_INTERLEUKIN_4_PRODUCTION	GOBP_INTERLEUKIN_4_PRODUCTION		24	0.65739167	1.3260517	0.10169491	0.7661637	1.0	242	tags=29%, list=5%, signal=31%	
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY		26	0.64503926	1.3260062	0.10227273	0.7595038	1.0	1035	tags=35%, list=21%, signal=43%	
GOBP_LABYRINTHINE_LAYER_DEVELOPMENT	GOBP_LABYRINTHINE_LAYER_DEVELOPMENT		22	0.65617126	1.3259906	0.102888085	0.7528264	1.0	774	tags=27%, list=15%, signal=32%	
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION		44	0.5802835	1.3245928	0.079457365	0.75443274	1.0	625	tags=36%, list=13%, signal=41%	
GOBP_ACTIVATED_T_CELL_PROLIFERATION	GOBP_ACTIVATED_T_CELL_PROLIFERATION		25	0.6369566	1.3236761	0.11449016	0.75304496	1.0	547	tags=36%, list=11%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION		177	0.47347867	1.323552	0.02330097	0.74731785	1.0	518	tags=24%, list=10%, signal=26%	
GOBP_GRANULOCYTE_CHEMOTAXIS	GOBP_GRANULOCYTE_CHEMOTAXIS		82	0.52716625	1.3233978	0.046904314	0.7418256	1.0	606	tags=22%, list=12%, signal=25%	
GOBP_LYMPHOCYTE_COSTIMULATION	GOBP_LYMPHOCYTE_COSTIMULATION		34	0.5881358	1.3209025	0.09811321	0.74932647	1.0	152	tags=29%, list=3%, signal=30%	
