sample,cluster,ROGUE,n_cells,K,celltype,top_NES
GSM4138135,1,0.8196961982687238,83,3,Mono_CD14_ID1,2.2976299708461276
GSM4138141,3,0.7663112038363845,75,3,DC_pDC,1.34227043674028
GSM4138119,2,0.4291820697270833,74,3,Mac_CXCL9,1.3058427979691687
GSM4138111,3,0.7015017329838105,72,3,DC_pDC,1.34227043674028
GSM4138133,1,0.7165583249614078,63,3,Mono_CD14_ID1,2.2976299708461276
GSM4138155,3,0.6006847716327195,56,3,DC_pDC,1.34227043674028
GSM4138157,1,0.7427007331400941,53,3,Mono_CD14_ID1,2.2976299708461276
GSM4138123,3,0.7621059905834507,50,3,DC_pDC,1.34227043674028
GSM4138143,3,0.7625937197589693,47,3,DC_pDC,1.34227043674028
GSM4138145,3,0.7809003903388194,47,3,DC_pDC,1.34227043674028
GSM4138115,1,0.7434756404063232,46,3,Mono_CD14_ID1,2.2976299708461276
GSM4138113,2,0.5175561234062724,46,3,Mac_CXCL9,1.3058427979691687
GSM4138159,1,0.7088759611991897,46,3,Mono_CD14_ID1,2.2976299708461276
GSM4138119,1,0.8043296519608476,43,3,Mono_CD14_ID1,2.2976299708461276
GSM4138153,2,0.5577221188149228,38,3,Mac_CXCL9,1.3058427979691687
GSM4138113,3,0.6948370691947664,38,3,DC_pDC,1.34227043674028
GSM4138121,1,0.7627656853178983,37,3,Mono_CD14_ID1,2.2976299708461276
GSM4138127,3,0.796862152296404,33,3,DC_pDC,1.34227043674028
GSM4138147,3,0.7755449615425429,32,3,DC_pDC,1.34227043674028
GSM4138129,3,0.8295061014432237,28,3,DC_pDC,1.34227043674028
GSM4138149,2,0.6803326055465198,28,3,Mac_CXCL9,1.3058427979691687
GSM4138112,3,0.9237606894906528,25,3,DC_pDC,1.34227043674028
GSM4138123,1,0.8538362155207686,24,3,Mono_CD14_ID1,2.2976299708461276
GSM4138153,1,0.7445305507583012,24,3,Mono_CD14_ID1,2.2976299708461276
GSM4138139,3,0.8731414548771773,24,3,DC_pDC,1.34227043674028
GSM4138160,3,0.9330947094262356,23,3,DC_pDC,1.34227043674028
GSM4138133,3,0.9302309656056432,22,3,DC_pDC,1.34227043674028
GSM4138110,3,0.9037155870768936,21,3,DC_pDC,1.34227043674028
GSM4138115,3,0.766183142021633,21,3,DC_pDC,1.34227043674028
GSM4138122,3,0.9316163617394202,20,3,DC_pDC,1.34227043674028
GSM4138128,3,0.9316163617394202,20,3,DC_pDC,1.34227043674028
GSM4138168,3,0.8594731152159931,20,3,DC_pDC,1.34227043674028
GSM4138170,2,0.7399567709243502,19,3,Mac_CXCL9,1.3058427979691687
GSM4138135,3,0.8786148019607563,19,3,DC_pDC,1.34227043674028
GSM4138162,3,0.957084277467433,17,3,DC_pDC,1.34227043674028
GSM4138130,3,0.9596062877736368,17,3,DC_pDC,1.34227043674028
GSM4138157,3,0.8849035526924534,17,3,DC_pDC,1.34227043674028
GSM4138172,1,0.81569240214195,17,3,Mono_CD14_ID1,2.2976299708461276
GSM4138163,3,0.966903494800651,16,3,DC_pDC,1.34227043674028
GSM4138147,2,0.7269323139026699,16,3,Mac_CXCL9,1.3058427979691687
GSM4138151,3,0.9021435436579618,16,3,DC_pDC,1.34227043674028
GSM4138172,2,0.8405975632208184,16,3,Mac_CXCL9,1.3058427979691687
GSM4138121,3,0.7310205754975929,16,3,DC_pDC,1.34227043674028
GSM4138134,3,0.9734765783553796,15,3,DC_pDC,1.34227043674028
GSM4138117,3,0.8189792468364641,15,3,DC_pDC,1.34227043674028
GSM4138134,1,0.8009349220054187,1213,4,Mono_CD14_ID1,2.307140337299911
GSM4138156,1,0.776355232063089,919,4,Mono_CD14_ID1,2.307140337299911
GSM4138126,1,0.8173354905137313,758,4,Mono_CD14_ID1,2.307140337299911
GSM4138116,1,0.859371379109354,703,4,Mono_CD14_ID1,2.307140337299911
GSM4138140,1,0.7679126546651347,700,4,Mono_CD14_ID1,2.307140337299911
GSM4138142,1,0.7867247532501151,689,4,Mono_CD14_ID1,2.307140337299911
GSM4138132,1,0.7870556449345798,643,4,Mono_CD14_ID1,2.307140337299911
GSM4138136,1,0.7652558660213421,641,4,Mono_CD14_ID1,2.307140337299911
GSM4138110,1,0.765934054063788,628,4,Mono_CD14_ID1,2.307140337299911
GSM4138120,1,0.7597617078099183,609,4,Mono_CD14_ID1,2.307140337299911
GSM4138130,1,0.747308068155535,585,4,Mono_CD14_ID1,2.307140337299911
GSM4138138,1,0.7448671491841459,576,4,Mono_CD14_ID1,2.307140337299911
GSM4138123,2,0.500378482095175,562,4,Mac_CXCL9,1.3409065287561508
GSM4138122,1,0.7481240749046454,543,4,Mono_CD14_ID1,2.307140337299911
GSM4138128,1,0.7481240749046454,543,4,Mono_CD14_ID1,2.307140337299911
GSM4138135,2,0.5344885562979644,521,4,Mac_CXCL9,1.3409065287561508
GSM4138160,1,0.783443093597136,485,4,Mono_CD14_ID1,2.307140337299911
GSM4138162,1,0.7470047792507324,485,4,Mono_CD14_ID1,2.307140337299911
GSM4138137,2,0.5735492746712822,469,4,Mac_CXCL9,1.3409065287561508
GSM4138166,1,0.749060945816818,467,4,Mono_CD14_ID1,2.307140337299911
GSM4138146,1,0.77662844271595,461,4,Mono_CD14_ID1,2.307140337299911
GSM4138152,1,0.7554541147667851,461,4,Mono_CD14_ID1,2.307140337299911
GSM4138165,1,0.8134654228660645,437,4,Mono_CD14_ID1,2.307140337299911
GSM4138131,2,0.5424915523091147,436,4,Mac_CXCL9,1.3409065287561508
GSM4138163,1,0.8050522566964953,424,4,Mono_CD14_ID1,2.307140337299911
GSM4138125,2,0.5252430943231535,383,4,Mac_CXCL9,1.3409065287561508
GSM4138112,1,0.7604982223829433,354,4,Mono_CD14_ID1,2.307140337299911
GSM4138114,1,0.7178172776629057,352,4,Mono_CD14_ID1,2.307140337299911
GSM4138154,1,0.7541586415490623,352,4,Mono_CD14_ID1,2.307140337299911
GSM4138139,2,0.516033903346526,349,4,Mac_CXCL9,1.3409065287561508
GSM4138124,1,0.8158878144435411,341,4,Mono_CD14_ID1,2.307140337299911
GSM4138167,1,0.7376511976956837,340,4,Mono_CD14_ID1,2.307140337299911
GSM4138155,2,0.3981400388129588,319,4,Mac_CXCL9,1.3409065287561508
GSM4138144,1,0.7270185312203947,298,4,Mono_CD14_ID1,2.307140337299911
GSM4138141,1,0.7783078465015263,294,4,Mono_CD14_ID1,2.307140337299911
GSM4138118,1,0.7912998378884278,292,4,Mono_CD14_ID1,2.307140337299911
GSM4138145,1,0.6928100373456544,279,4,Mono_CD14_ID1,2.307140337299911
GSM4138158,1,0.7227740645903773,275,4,Mono_CD14_ID1,2.307140337299911
GSM4138133,2,0.487504360723892,250,4,Mac_CXCL9,1.3409065287561508
GSM4138141,2,0.4872773558488564,245,4,Mac_CXCL9,1.3409065287561508
GSM4138135,4,0.6686307448233706,206,4,Mac_IL1B,1.35887232401585
GSM4138143,2,0.4743651815410001,196,4,Mac_CXCL9,1.3409065287561508
GSM4138150,1,0.7954643602335368,190,4,Mono_CD14_ID1,2.307140337299911
GSM4138155,1,0.6813488033858319,189,4,Mono_CD14_ID1,2.307140337299911
GSM4138111,2,0.4307774813867923,179,4,Mac_CXCL9,1.3409065287561508
GSM4138117,2,0.5311684466643775,178,4,Mac_CXCL9,1.3409065287561508
GSM4138148,1,0.7293031733137194,177,4,Mono_CD14_ID1,2.307140337299911
GSM4138145,2,0.5281231498938485,172,4,Mac_CXCL9,1.3409065287561508
GSM4138127,2,0.5143393581624768,165,4,Mac_CXCL9,1.3409065287561508
GSM4138164,1,0.6632213173363477,155,4,Mono_CD14_ID1,2.307140337299911
GSM4138127,1,0.7895596759921703,148,4,Mono_CD14_ID1,2.307140337299911
GSM4138143,1,0.6827522342321024,147,4,Mono_CD14_ID1,2.307140337299911
GSM4138161,2,0.4237506351494259,147,4,Mac_CXCL9,1.3409065287561508
GSM4138117,1,0.6667216213715954,145,4,Mono_CD14_ID1,2.307140337299911
GSM4138139,1,0.7490706529024409,142,4,Mono_CD14_ID1,2.307140337299911
GSM4138155,4,0.5459688584238918,137,4,Mac_IL1B,1.35887232401585
GSM4138139,4,0.7351670575850319,137,4,Mac_IL1B,1.35887232401585
GSM4138161,1,0.684015479696749,137,4,Mono_CD14_ID1,2.307140337299911
GSM4138129,2,0.5838931862389369,133,4,Mac_CXCL9,1.3409065287561508
GSM4138125,1,0.7225873981375035,130,4,Mono_CD14_ID1,2.307140337299911
GSM4138137,4,0.6816024215485127,129,4,Mac_IL1B,1.35887232401585
GSM4138111,1,0.6395296150056685,127,4,Mono_CD14_ID1,2.307140337299911
GSM4138115,2,0.5135703594363081,122,4,Mac_CXCL9,1.3409065287561508
GSM4138131,1,0.7462973695624316,117,4,Mono_CD14_ID1,2.307140337299911
GSM4138127,4,0.6942803519290281,117,4,Mac_IL1B,1.35887232401585
GSM4138137,1,0.7873159087864403,114,4,Mono_CD14_ID1,2.307140337299911
GSM4138135,1,0.8121810570489645,114,4,Mono_CD14_ID1,2.307140337299911
GSM4138161,3,0.6642839320753771,113,4,DC_pDC,1.3477762324216638
GSM4138131,3,0.7751312577185597,111,4,DC_pDC,1.3477762324216638
GSM4138113,1,0.7003047774956004,92,4,Mono_CD14_ID1,2.307140337299911
GSM4138157,2,0.5320188089379908,91,4,Mac_CXCL9,1.3409065287561508
GSM4138129,1,0.7924706521254149,89,4,Mono_CD14_ID1,2.307140337299911
GSM4138131,4,0.6575559532164301,88,4,Mac_IL1B,1.35887232401585
GSM4138121,4,0.5960238926984958,85,4,Mac_IL1B,1.35887232401585
GSM4138159,2,0.4959893473508339,75,4,Mac_CXCL9,1.3409065287561508
GSM4138141,3,0.7691440720988321,74,4,DC_pDC,1.3477762324216638
GSM4138111,3,0.7306837910795208,71,4,DC_pDC,1.3477762324216638
GSM4138119,2,0.4185144711399631,60,4,Mac_CXCL9,1.3409065287561508
GSM4138121,2,0.4653456973579384,57,4,Mac_CXCL9,1.3409065287561508
GSM4138155,3,0.6419443112744279,52,4,DC_pDC,1.3477762324216638
GSM4138157,1,0.7778253780529961,51,4,Mono_CD14_ID1,2.307140337299911
GSM4138159,1,0.7874202611865803,50,4,Mono_CD14_ID1,2.307140337299911
GSM4138119,1,0.683425063965852,50,4,Mono_CD14_ID1,2.307140337299911
GSM4138123,3,0.7621059905834507,50,4,DC_pDC,1.3477762324216638
GSM4138143,3,0.739744480552004,48,4,DC_pDC,1.3477762324216638
GSM4138113,2,0.5299349861317875,47,4,Mac_CXCL9,1.3409065287561508
GSM4138133,1,0.8744697339766898,46,4,Mono_CD14_ID1,2.307140337299911
GSM4138145,3,0.8115984452625263,46,4,DC_pDC,1.3477762324216638
GSM4138161,4,0.7080783228409984,46,4,Mac_IL1B,1.35887232401585
GSM4138121,1,0.707031928190198,43,4,Mono_CD14_ID1,2.307140337299911
GSM4138153,2,0.5420869654576385,43,4,Mac_CXCL9,1.3409065287561508
GSM4138113,3,0.6948370691947664,38,4,DC_pDC,1.3477762324216638
GSM4138145,4,0.8278727297671292,37,4,Mac_IL1B,1.35887232401585
GSM4138123,4,0.7826696090062183,32,4,Mac_IL1B,1.35887232401585
GSM4138147,3,0.7755449615425429,32,4,DC_pDC,1.3477762324216638
GSM4138127,3,0.8089294266832927,32,4,DC_pDC,1.3477762324216638
GSM4138149,2,0.6664351992858935,28,4,Mac_CXCL9,1.3409065287561508
GSM4138115,1,0.8507749685059746,28,4,Mono_CD14_ID1,2.307140337299911
GSM4138129,4,0.7879952699313671,27,4,Mac_IL1B,1.35887232401585
GSM4138123,1,0.8252550589842411,27,4,Mono_CD14_ID1,2.307140337299911
GSM4138112,3,0.9237606894906528,25,4,DC_pDC,1.3477762324216638
GSM4138129,3,0.902722853392227,25,4,DC_pDC,1.3477762324216638
GSM4138160,3,0.9330947094262356,23,4,DC_pDC,1.3477762324216638
GSM4138139,3,0.8799495661933338,23,4,DC_pDC,1.3477762324216638
GSM4138133,3,0.9302309656056432,22,4,DC_pDC,1.3477762324216638
GSM4138110,3,0.9037155870768936,21,4,DC_pDC,1.3477762324216638
GSM4138170,2,0.7233183896557878,20,4,Mac_CXCL9,1.3409065287561508
GSM4138128,3,0.9316163617394202,20,4,DC_pDC,1.3477762324216638
GSM4138115,3,0.7754522290610413,20,4,DC_pDC,1.3477762324216638
GSM4138168,3,0.8594731152159931,20,4,DC_pDC,1.3477762324216638
GSM4138122,3,0.9316163617394202,20,4,DC_pDC,1.3477762324216638
GSM4138141,4,0.863234365572386,19,4,Mac_IL1B,1.35887232401585
GSM4138153,1,0.823227593935746,19,4,Mono_CD14_ID1,2.307140337299911
GSM4138147,2,0.6643402369371318,19,4,Mac_CXCL9,1.3409065287561508
GSM4138171,2,0.7734139694849662,18,4,Mac_CXCL9,1.3409065287561508
GSM4138135,3,0.9006052738554986,18,4,DC_pDC,1.3477762324216638
GSM4138172,2,0.7786185846781718,18,4,Mac_CXCL9,1.3409065287561508
GSM4138157,3,0.8849035526924534,17,4,DC_pDC,1.3477762324216638
GSM4138162,3,0.957084277467433,17,4,DC_pDC,1.3477762324216638
GSM4138157,4,0.8695267711307134,17,4,Mac_IL1B,1.35887232401585
GSM4138130,3,0.9596062877736368,17,4,DC_pDC,1.3477762324216638
GSM4138163,3,0.966903494800651,16,4,DC_pDC,1.3477762324216638
GSM4138172,1,0.83687657495442,15,4,Mono_CD14_ID1,2.307140337299911
GSM4138134,3,0.9734765783553796,15,4,DC_pDC,1.3477762324216638
GSM4138121,3,0.7365567779078448,15,4,DC_pDC,1.3477762324216638
GSM4138151,3,0.9039811549183868,15,4,DC_pDC,1.3477762324216638
GSM4138134,1,0.8009349220054187,1213,5,Mono_CD14_ID1,2.308379126529838
GSM4138156,1,0.776355232063089,919,5,Mono_CD14_ID1,2.308379126529838
GSM4138126,1,0.8173354905137313,758,5,Mono_CD14_ID1,2.308379126529838
GSM4138116,1,0.859371379109354,703,5,Mono_CD14_ID1,2.308379126529838
GSM4138140,1,0.7679126546651347,700,5,Mono_CD14_ID1,2.308379126529838
GSM4138142,1,0.7867247532501151,689,5,Mono_CD14_ID1,2.308379126529838
GSM4138132,1,0.7870556449345798,643,5,Mono_CD14_ID1,2.308379126529838
GSM4138136,1,0.7652558660213421,641,5,Mono_CD14_ID1,2.308379126529838
GSM4138110,1,0.765934054063788,628,5,Mono_CD14_ID1,2.308379126529838
GSM4138120,1,0.7597617078099183,609,5,Mono_CD14_ID1,2.308379126529838
GSM4138130,1,0.747308068155535,585,5,Mono_CD14_ID1,2.308379126529838
GSM4138138,1,0.7448671491841459,576,5,Mono_CD14_ID1,2.308379126529838
GSM4138123,2,0.5069929253338512,550,5,Mac_CXCL9,1.334929204562302
GSM4138122,1,0.7481539949767005,544,5,Mono_CD14_ID1,2.308379126529838
GSM4138128,1,0.7481539949767005,544,5,Mono_CD14_ID1,2.308379126529838
GSM4138135,2,0.5608213082977449,493,5,Mac_CXCL9,1.334929204562302
GSM4138162,1,0.7470047792507324,485,5,Mono_CD14_ID1,2.308379126529838
GSM4138160,1,0.783443093597136,485,5,Mono_CD14_ID1,2.308379126529838
GSM4138166,1,0.749060945816818,467,5,Mono_CD14_ID1,2.308379126529838
GSM4138146,1,0.77662844271595,461,5,Mono_CD14_ID1,2.308379126529838
GSM4138152,1,0.7554541147667851,461,5,Mono_CD14_ID1,2.308379126529838
GSM4138137,2,0.5829815326556347,460,5,Mac_CXCL9,1.334929204562302
GSM4138165,1,0.8134654228660645,437,5,Mono_CD14_ID1,2.308379126529838
GSM4138163,1,0.8050522566964953,424,5,Mono_CD14_ID1,2.308379126529838
GSM4138131,2,0.5481370807633487,409,5,Mac_CXCL9,1.334929204562302
GSM4138125,2,0.5222436591220427,379,5,Mac_CXCL9,1.334929204562302
GSM4138112,1,0.7604982223829433,354,5,Mono_CD14_ID1,2.308379126529838
GSM4138114,1,0.7178172776629057,352,5,Mono_CD14_ID1,2.308379126529838
GSM4138154,1,0.7541586415490623,352,5,Mono_CD14_ID1,2.308379126529838
GSM4138167,1,0.7376511976956837,340,5,Mono_CD14_ID1,2.308379126529838
GSM4138124,1,0.8168114355048526,340,5,Mono_CD14_ID1,2.308379126529838
GSM4138155,2,0.4020248243037008,300,5,Mac_CXCL9,1.334929204562302
GSM4138144,1,0.7270185312203947,298,5,Mono_CD14_ID1,2.308379126529838
GSM4138141,1,0.7783078465015263,294,5,Mono_CD14_ID1,2.308379126529838
GSM4138118,1,0.7912998378884278,292,5,Mono_CD14_ID1,2.308379126529838
GSM4138139,2,0.5276131496352204,286,5,Mac_CXCL9,1.334929204562302
GSM4138145,1,0.6788800962690202,283,5,Mono_CD14_ID1,2.308379126529838
GSM4138158,1,0.7196611437429762,276,5,Mono_CD14_ID1,2.308379126529838
GSM4138133,2,0.4922403170512914,239,5,Mac_CXCL9,1.334929204562302
GSM4138141,2,0.4906956718220719,235,5,Mac_CXCL9,1.334929204562302
GSM4138135,4,0.6655154574608457,209,5,Mac_IL1B,1.360238756347714
GSM4138155,1,0.6716669527302973,190,5,Mono_CD14_ID1,2.308379126529838
GSM4138150,1,0.7954643602335368,190,5,Mono_CD14_ID1,2.308379126529838
GSM4138148,1,0.7293031733137194,177,5,Mono_CD14_ID1,2.308379126529838
GSM4138145,2,0.5290554800118505,166,5,Mac_CXCL9,1.334929204562302
GSM4138127,2,0.516510980142954,164,5,Mac_CXCL9,1.334929204562302
GSM4138143,2,0.4718331542130923,159,5,Mac_CXCL9,1.334929204562302
GSM4138117,2,0.551369393548389,157,5,Mac_CXCL9,1.334929204562302
GSM4138164,1,0.6632213173363477,155,5,Mono_CD14_ID1,2.308379126529838
GSM4138143,1,0.6767165608052454,153,5,Mono_CD14_ID1,2.308379126529838
GSM4138117,1,0.6547635452584017,150,5,Mono_CD14_ID1,2.308379126529838
GSM4138127,1,0.7882837975125394,148,5,Mono_CD14_ID1,2.308379126529838
GSM4138139,1,0.7440298487074075,145,5,Mono_CD14_ID1,2.308379126529838
GSM4138161,1,0.6811064532424085,140,5,Mono_CD14_ID1,2.308379126529838
GSM4138111,2,0.4492827510733103,139,5,Mac_CXCL9,1.334929204562302
GSM4138139,4,0.7351670575850319,137,5,Mac_IL1B,1.360238756347714
GSM4138111,1,0.6289742677346245,137,5,Mono_CD14_ID1,2.308379126529838
GSM4138161,2,0.423598730151052,136,5,Mac_CXCL9,1.334929204562302
GSM4138155,4,0.5524766676612429,136,5,Mac_IL1B,1.360238756347714
GSM4138137,4,0.6816725440262829,131,5,Mac_IL1B,1.360238756347714
GSM4138125,1,0.7225873981375035,130,5,Mono_CD14_ID1,2.308379126529838
GSM4138129,2,0.5904608682118773,122,5,Mac_CXCL9,1.334929204562302
GSM4138131,1,0.7377180551419839,121,5,Mono_CD14_ID1,2.308379126529838
GSM4138135,1,0.8227733245122055,118,5,Mono_CD14_ID1,2.308379126529838
GSM4138127,4,0.6942803519290281,117,5,Mac_IL1B,1.360238756347714
GSM4138137,1,0.7874088187076314,115,5,Mono_CD14_ID1,2.308379126529838
GSM4138161,3,0.6642839320753771,113,5,DC_pDC,1.3392428913948986
GSM4138131,3,0.770009426012463,112,5,DC_pDC,1.3392428913948986
GSM4138115,2,0.5176269431078434,110,5,Mac_CXCL9,1.334929204562302
GSM4138113,1,0.6936200981745061,93,5,Mono_CD14_ID1,2.308379126529838
GSM4138131,4,0.6533071891703248,91,5,Mac_IL1B,1.360238756347714
GSM4138129,1,0.7924706521254149,89,5,Mono_CD14_ID1,2.308379126529838
GSM4138121,4,0.5960238926984958,85,5,Mac_IL1B,1.360238756347714
GSM4138157,2,0.5455031481891356,80,5,Mac_CXCL9,1.334929204562302
GSM4138159,2,0.4981508656353188,74,5,Mac_CXCL9,1.334929204562302
GSM4138141,3,0.7691440720988321,74,5,DC_pDC,1.3392428913948986
GSM4138111,3,0.7306837910795208,71,5,DC_pDC,1.3392428913948986
GSM4138139,5,0.8957384433307878,60,5,Mast,1.2548338661059304
GSM4138121,2,0.4653456973579384,57,5,Mac_CXCL9,1.334929204562302
GSM4138155,3,0.6419443112744279,52,5,DC_pDC,1.3392428913948986
GSM4138157,1,0.7760360169834343,52,5,Mono_CD14_ID1,2.308379126529838
GSM4138119,2,0.4443364169296169,52,5,Mac_CXCL9,1.334929204562302
GSM4138123,3,0.7621059905834507,50,5,DC_pDC,1.3392428913948986
GSM4138119,1,0.683425063965852,50,5,Mono_CD14_ID1,2.308379126529838
GSM4138159,1,0.7874202611865803,50,5,Mono_CD14_ID1,2.308379126529838
GSM4138133,1,0.8446542431203785,48,5,Mono_CD14_ID1,2.308379126529838
GSM4138143,3,0.739744480552004,48,5,DC_pDC,1.3392428913948986
GSM4138145,3,0.8115984452625263,46,5,DC_pDC,1.3392428913948986
GSM4138161,4,0.7080783228409984,46,5,Mac_IL1B,1.360238756347714
GSM4138121,1,0.707031928190198,43,5,Mono_CD14_ID1,2.308379126529838
GSM4138113,2,0.535797206037002,42,5,Mac_CXCL9,1.334929204562302
GSM4138113,3,0.6948370691947664,38,5,DC_pDC,1.3392428913948986
GSM4138145,4,0.8278727297671292,37,5,Mac_IL1B,1.360238756347714
GSM4138153,2,0.5410862180268877,36,5,Mac_CXCL9,1.334929204562302
GSM4138127,3,0.796862152296404,33,5,DC_pDC,1.3392428913948986
GSM4138123,4,0.7826696090062183,32,5,Mac_IL1B,1.360238756347714
GSM4138147,3,0.7755449615425429,32,5,DC_pDC,1.3392428913948986
GSM4138143,5,0.8950298348571784,31,5,Mast,1.2548338661059304
GSM4138111,5,0.7832546385021528,30,5,Mast,1.2548338661059304
GSM4138115,1,0.8255615434489147,30,5,Mono_CD14_ID1,2.308379126529838
GSM4138123,1,0.8252550589842411,27,5,Mono_CD14_ID1,2.308379126529838
GSM4138129,4,0.7879952699313671,27,5,Mac_IL1B,1.360238756347714
GSM4138112,3,0.9237606894906528,25,5,DC_pDC,1.3392428913948986
GSM4138129,3,0.902722853392227,25,5,DC_pDC,1.3392428913948986
GSM4138139,3,0.8799495661933338,23,5,DC_pDC,1.3392428913948986
