NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	22		Rejected!	
GOBP_REGULATION_OF_HORMONE_LEVELS	565	220		
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	37	16		
GOBP_REGULATION_OF_HORMONE_SECRETION	273	96		
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	48	29		
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	16		Rejected!	
GOBP_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	17		Rejected!	
GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	18		Rejected!	
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	219	88		
GOBP_REGULATION_OF_HYPERSENSITIVITY	11		Rejected!	
GOBP_REGULATION_OF_ICOSANOID_SECRETION	19		Rejected!	
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	421	220		
GOBP_REGULATION_OF_IMMUNE_RESPONSE	1043	447		
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1699		Rejected!	
GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	81	34		
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	22		Rejected!	
GOBP_REGULATION_OF_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	53		Rejected!	
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	451	197		
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	49	23		
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_WOUNDING	13		Rejected!	
GOBP_REGULATION_OF_INHIBITORY_SYNAPSE_ASSEMBLY	5		Rejected!	
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE	497	185		
GOBP_REGULATION_OF_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	26		Rejected!	
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	78	27		
GOBP_REGULATION_OF_INSULIN_SECRETION	179	60		
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	17		Rejected!	
GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	24		Rejected!	
GOBP_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GOBP_REGULATION_OF_INTERLEUKIN_4_MEDIATED_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	14		Rejected!	
GOBP_REGULATION_OF_INTESTINAL_ABSORPTION	15		Rejected!	
GOBP_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	9		Rejected!	
GOBP_REGULATION_OF_INTESTINAL_LIPID_ABSORPTION	12		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	38		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT	13		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_MRNA_LOCALIZATION	5		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	151	49		
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	83		Rejected!	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	274	78		
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	194	49		
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	37		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	41		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	19		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	7		Rejected!	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	8		Rejected!	
GOBP_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	16		Rejected!	
GOBP_REGULATION_OF_IRON_ION_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_REGULATION_OF_IRON_ION_TRANSPORT	8		Rejected!	
GOBP_REGULATION_OF_ISOTYPE_SWITCHING	38		Rejected!	
GOBP_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGE_ISOTYPES	7		Rejected!	
GOBP_REGULATION_OF_JNK_CASCADE	148	54		
GOBP_REGULATION_OF_JUN_KINASE_ACTIVITY	23		Rejected!	
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION	41	18		
GOBP_REGULATION_OF_KERATINOCYTE_MIGRATION	14		Rejected!	
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	49	25		
GOBP_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS	22		Rejected!	
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS	145	53		
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	37	17		
GOBP_REGULATION_OF_KIDNEY_SIZE	6		Rejected!	
GOBP_REGULATION_OF_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM	5		Rejected!	
GOBP_REGULATION_OF_KINASE_ACTIVITY	273	101		
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	40		Rejected!	
GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS	11		Rejected!	
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	52	15		
GOBP_REGULATION_OF_LENS_FIBER_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_ARTERIAL_ENDOTHELIAL_CELL	5		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	39	19		
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	98	61		
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	126	82		
GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION	46	27		
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	345	172		
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	263	144		
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	233	142		
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION	284	158		
GOBP_REGULATION_OF_LEUKOCYTE_TETHERING_OR_ROLLING	16		Rejected!	
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	201	78		
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS	65	26		
GOBP_REGULATION_OF_LIPID_LOCALIZATION	185	79		
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	352	128		
GOBP_REGULATION_OF_LIPID_STORAGE	51	29		
GOBP_REGULATION_OF_LIPID_TRANSPORT	157	60		
GOBP_REGULATION_OF_LIPOPHAGY	5		Rejected!	
GOBP_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	31	17		
GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	38		Rejected!	
GOBP_REGULATION_OF_LIPOPROTEIN_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_LOCOMOTION	1185		Rejected!	
GOBP_REGULATION_OF_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR	6		Rejected!	
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	6		Rejected!	
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL	8		Rejected!	
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	26		Rejected!	
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	15		Rejected!	
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	45	19		
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	24		Rejected!	
GOBP_REGULATION_OF_LUNG_BLOOD_PRESSURE	5		Rejected!	
GOBP_REGULATION_OF_LUTEINIZING_HORMONE_SECRETION	6		Rejected!	
GOBP_REGULATION_OF_LYMPHANGIOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	530	266		
GOBP_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	64	39		
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	25	15		
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	228	116		
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	202	109		
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	72	44		
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH	32		Rejected!	
GOBP_REGULATION_OF_LYSOSOME_ORGANIZATION	13		Rejected!	
GOBP_REGULATION_OF_LYSOSOME_SIZE	9		Rejected!	
GOBP_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	9		Rejected!	
GOBP_REGULATION_OF_MACROAUTOPHAGY	195	30		
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	62	32		
GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	30	20		
GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	27		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_FUSION	5		Rejected!	
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	48	29		
GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION	7		Rejected!	
GOBP_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION	9		Rejected!	
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	16		Rejected!	
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	70	31		
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION	19		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	5		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION	29	16		
GOBP_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	13		Rejected!	
GOBP_REGULATION_OF_MDA_5_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	38		Rejected!	
GOBP_REGULATION_OF_MEIOSIS_I	6		Rejected!	
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	70	23		
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION	14		Rejected!	
GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	35		Rejected!	
GOBP_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION	53	19		
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	8		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	6		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_HYPERPOLARIZATION	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_INVAGINATION	15		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION	66	23		
GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS	22		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	75	21		
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	474	157		
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	28	19		
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION	41	16		
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	12		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	9		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_TUBULATION	5		Rejected!	
GOBP_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	35	21		
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_REGULATION_OF_MESENCHYMAL_STEM_CELL_PROLIFERATION	10		Rejected!	
GOBP_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_MESODERMAL_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_MESODERMAL_CELL_FATE_SPECIFICATION	6		Rejected!	
GOBP_REGULATION_OF_MESODERM_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_MESONEPHROS_DEVELOPMENT	5		Rejected!	
GOBP_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_METANEPHROS_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_METAPHASE_PLATE_CONGRESSION	15		Rejected!	
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	20		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_BASED_MOVEMENT	61		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	278	62		
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	171	42		
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	38		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_NUCLEATION	19		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	67	16		
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	104	28		
GOBP_REGULATION_OF_MICROVILLUS_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_LENGTH	7		Rejected!	
GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION	13		Rejected!	
GOBP_REGULATION_OF_MIRNA_CATABOLIC_PROCESS	11		Rejected!	
GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS	92	39		
GOBP_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	7		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	22		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	6		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_FISSION	31		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_FUSION	15		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION	35		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	59	16		
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	49		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	78	26		
GOBP_REGULATION_OF_MITOCHONDRIAL_MRNA_STABILITY	7		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	25		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSCRIPTION	9		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION	26		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	118	28		
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	528	134		
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	358	87		
GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION	9		Rejected!	
GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS	16		Rejected!	
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	120	48		
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	7		Rejected!	
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	57	22		
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	25		Rejected!	
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	7		Rejected!	
GOBP_REGULATION_OF_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE	15		Rejected!	
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE	20		Rejected!	
GOBP_REGULATION_OF_MOLECULAR_FUNCTION	1023	345		
GOBP_REGULATION_OF_MONOATOMIC_ANION_TRANSPORT	15		Rejected!	
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	321	114		
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	452	160		
GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS	32	22		
GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION	20		Rejected!	
GOBP_REGULATION_OF_MONOCYTE_EXTRAVASATION	7		Rejected!	
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	150	90		
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	69	37		
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	55	30		
GOBP_REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS	15		Rejected!	
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	10		Rejected!	
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	293	30		
GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS	10		Rejected!	
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	407	38		
GOBP_REGULATION_OF_MRNA_PROCESSING	134		Rejected!	
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	112		Rejected!	
GOBP_REGULATION_OF_MUCUS_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1513		Rejected!	
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	68	15		
GOBP_REGULATION_OF_MUSCLE_ADAPTATION	99	32		
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	170	62		
GOBP_REGULATION_OF_MUSCLE_CONTRACTION	179	64		
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY	76	24		
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT	45	17		
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	262	92		
GOBP_REGULATION_OF_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_REGULATION_OF_MYELINATION	48	21		
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	34	17		
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	228	94		
GOBP_REGULATION_OF_MYELOID_DENDRITIC_CELL_ACTIVATION	6		Rejected!	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	132	64		
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	58	33		
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION	77	27		
GOBP_REGULATION_OF_MYOBLAST_FUSION	21		Rejected!	
GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION	27		Rejected!	
GOBP_REGULATION_OF_MYOFIBROBLAST_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	49	16		
GOBP_REGULATION_OF_NADP_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	45	24		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DEGRANULATION	5		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION	15		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	10		Rejected!	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	59	40		
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	14		Rejected!	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	458	177		
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	124	45		
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	96	40		
GOBP_REGULATION_OF_NEUROBLAST_PROLIFERATION	47	16		
GOBP_REGULATION_OF_NEUROFIBRILLARY_TANGLE_ASSEMBLY	7		Rejected!	
GOBP_REGULATION_OF_NEUROGENESIS	374	142		
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	42	26		
GOBP_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	12		Rejected!	
GOBP_REGULATION_OF_NEURONAL_ACTION_POTENTIAL	5		Rejected!	
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	61	18		
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	264	94		
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	199	69		
GOBP_REGULATION_OF_NEURON_MATURATION	9		Rejected!	
GOBP_REGULATION_OF_NEURON_MIGRATION	53	19		
GOBP_REGULATION_OF_NEURON_PROJECTION_ARBORIZATION	15		Rejected!	
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	447	160		
GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION	33		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	19		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	19		Rejected!	
GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION	90	25		
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	108	31		
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	20		Rejected!	
GOBP_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_ACTIVATION	12		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	33	21		
GOBP_REGULATION_OF_NEUTROPHIL_DEGRANULATION	7		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_EXTRAVASATION	8		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_MEDIATED_CYTOTOXICITY	6		Rejected!	
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION	45	25		
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	10		Rejected!	
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	69	33		
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_ACTIVATION	12		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_NK_T_CELL_PROLIFERATION	7		Rejected!	
GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	111	44		
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	26		Rejected!	
GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY	12		Rejected!	
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	105	38		
GOBP_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	14		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_DIVISION	148	59		
GOBP_REGULATION_OF_NUCLEAR_RECEPTOR_MEDIATED_GLUCOCORTICOID_SIGNALING_PATHWAY	9		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	23		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	14		Rejected!	
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	15		Rejected!	
GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	19		Rejected!	
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	120	37		
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	10		Rejected!	
