K,celltype,n_GEPs,n_samples,median_ROGUE,max_ROGUE,total_cells
23,mregDC_LAMP3,2,11,0.8955322967630677,0.9508347199820468,428
24,DC_pDC,1,28,0.9470038193946246,0.9903020421816136,934
24,Mac_CXCL9,1,23,0.7400699289712003,0.8829178329239127,3017
24,Mac_SPP1,2,5,0.8927441607859452,0.9594561110487346,223
24,Mast,1,7,0.9499099441330964,0.9843483876594742,195
24,Mono_CD16,1,59,0.8659271931397147,0.9523197543188398,19968
24,Mono_TIL,1,7,0.8259098363631335,0.9423019743069824,402
24,cDC2_CD1C,1,9,0.7414209362372959,0.8893816664178912,326
24,mregDC_LAMP3,2,10,0.8509545936016549,0.96175139439349,344
25,DC_pDC,3,58,0.8906422055817839,1.0,13740
25,Mac_IL1B,1,16,0.8074488168918588,0.9263407285993104,1340
25,Mac_SPP1,3,5,0.9001518637907078,0.9887064314091404,170
25,Mast,1,7,0.94695658041952,0.9843483876594742,196
25,Mono_TIL,1,36,0.89566981920558,1.0,2648
25,cDC2_CD1C,1,3,0.8411528628118855,0.8654959951928964,144
25,mregDC_LAMP3,2,55,0.9201321405751592,0.992483230500309,6830
26,DC_pDC,5,62,0.8950859825949985,1.0,24573
26,Mac_SPP1,2,4,0.8814824362994695,0.9608300621145012,83
26,Mast,1,6,0.8893183382375024,0.9431458014838096,198
26,Mono_CD14_ID1,1,5,0.769734724412539,1.0,213
26,cDC2_CD1C,1,7,0.9058059726617878,0.9265575670650968,170
27,DC_pDC,3,58,0.8221706683468977,0.9548768998749452,17233
27,Mast,1,6,0.910030315675445,0.9536975701437346,192
27,cDC1_CLEC9A,2,48,0.9468891759803411,0.9910216505926984,6427
27,cDC2_CD1C,3,21,0.8239448083949379,0.9885917360400324,971
28,DC_pDC,3,17,0.9253883367533471,0.9762515962780992,678
28,Mast,1,5,0.9481207650499452,0.9669093528677932,148
28,Mono_CD16,1,62,0.8624486519664838,0.952463858652414,24311
28,mregDC_LAMP3,1,13,0.863973947726944,0.9452122655265768,429
29,DC_pDC,4,32,0.9245942326328168,0.9953152872436472,1513
29,Mac_SPP1,1,3,0.926110575200574,0.9429862097585656,55
29,Mast,1,6,0.9432991198135852,0.9632808291710414,183
29,cDC1_CLEC9A,1,58,0.8554363048491581,0.9572554279053604,14322
29,cDC2_CD1C,1,17,0.9270601525783552,1.0,509
29,mregDC_LAMP3,2,54,0.921963059051419,1.0,8020
30,DC_pDC,4,59,0.8527988299879647,1.0,23935
30,Mast,2,6,0.9666907200837448,0.9716635014425338,152
30,Mono_CD14_THBS1,1,6,0.8732558810314848,0.9426417599631964,123
30,cDC2_CD1C,1,25,0.8574860609243001,1.0,950
31,DC_pDC,3,55,0.8953052584084559,0.9674615757787564,14005
31,Mac_SPP1,2,9,0.8151893783808769,0.9356415215516618,484
31,Mast,1,6,0.9251525497058048,0.9536975701437346,184
31,cDC2_CD1C,2,56,0.8686670200074551,0.99198007860105,10842
32,DC_pDC,3,63,0.8552392618974339,0.9528775929942138,25726
32,Mac_SPP1,1,2,0.9055385025528139,0.9324288797499636,43
32,Mast,2,4,0.9607794654356676,0.9832419495046332,108
33,DC_pDC,2,61,0.8587794215801837,0.9704604631335024,22422
33,Mac_SPP1,3,3,0.9487072052094104,0.977671336496867,67
33,Mast,1,5,0.9450560710112998,0.9764555466004128,145
33,cDC2_CD1C,2,49,0.9468432006122034,1.0,2772
33,mregDC_LAMP3,1,2,0.8904309273330315,0.9098840317593276,35
34,DC_pDC,4,60,0.8991157036681878,1.0,20880
34,Mac_IL1B,1,16,0.7889504835425806,0.9319494412772014,1616
34,Mac_SPP1,3,7,0.8832603363583311,0.9488126543014338,319
34,Mast,2,4,0.959846998349218,0.9715585308842066,118
34,cDC2_CD1C,1,47,0.9598961790376443,0.9885672220300984,2321
35,DC_pDC,2,59,0.8326605686411161,0.9464155807612824,16347
35,Mac_IL1B,3,11,0.8303229654758304,0.9441418331240388,1285
35,Mac_SPP1,4,5,0.8176644575953571,0.9433796166244371,302
35,Mast,2,5,0.9586804905760711,0.9670115304619458,136
35,cDC2_CD1C,5,53,0.9471579942851792,1.0,6720
