sample,cluster,ROGUE,n_cells,K,celltype,top_NES
GSM4138150,3,0.9915696333029078,17,29,mregDC_LAMP3,1.545535137604407
GSM4138143,10,0.9529073507084036,17,29,DC_pDC,1.0486708475017
GSM4138158,8,0.99455470074831,16,29,DC_pDC,1.0662289737244135
GSM4138147,1,0.934493315638274,16,29,cDC1_CLEC9A,2.0667567835148977
GSM4138117,3,0.9554046003610646,16,29,mregDC_LAMP3,1.545535137604407
GSM4138126,11,1.0,16,29,cDC2_CD1C,1.0253307127483406
GSM4138140,11,0.9911600156829432,16,29,cDC2_CD1C,1.0253307127483406
GSM4138149,1,0.9572554279053604,15,29,cDC1_CLEC9A,2.0667567835148977
GSM4138161,13,0.9492882588164452,15,29,DC_pDC,1.0370050762275609
GSM4138135,6,0.926110575200574,15,29,Mac_SPP1,1.605560333162214
GSM4138143,11,0.9605208925743414,15,29,cDC2_CD1C,1.0253307127483406
GSM4138165,10,0.952449157010607,15,29,DC_pDC,1.0486708475017
GSM4138139,11,0.9439910665068536,15,29,cDC2_CD1C,1.0253307127483406
GSM4138159,11,0.9260129856698036,15,29,cDC2_CD1C,1.0253307127483406
GSM4138134,1,0.934326376486612,1145,30,DC_pDC,2.394938565130762
GSM4138156,1,0.8874114808129201,888,30,DC_pDC,2.394938565130762
GSM4138126,1,0.9528894346195136,708,30,DC_pDC,2.394938565130762
GSM4138116,1,0.9181860378310092,684,30,DC_pDC,2.394938565130762
GSM4138140,1,0.9153657669194428,661,30,DC_pDC,2.394938565130762
GSM4138142,1,0.8924724250894425,655,30,DC_pDC,2.394938565130762
GSM4138135,1,0.6848632067260267,649,30,DC_pDC,2.394938565130762
GSM4138120,1,0.8333197777893063,608,30,DC_pDC,2.394938565130762
GSM4138136,1,0.904388513465219,605,30,DC_pDC,2.394938565130762
GSM4138132,1,0.923316070739337,604,30,DC_pDC,2.394938565130762
GSM4138110,1,0.91899728128166,589,30,DC_pDC,2.394938565130762
GSM4138123,1,0.6518201116832512,566,30,DC_pDC,2.394938565130762
GSM4138130,1,0.914958690209563,554,30,DC_pDC,2.394938565130762
GSM4138138,1,0.8911121502783088,541,30,DC_pDC,2.394938565130762
GSM4138155,1,0.547965418608495,525,30,DC_pDC,2.394938565130762
GSM4138137,1,0.7184325704076351,523,30,DC_pDC,2.394938565130762
GSM4138128,1,0.8847725293419921,516,30,DC_pDC,2.394938565130762
GSM4138122,1,0.8847725293419921,516,30,DC_pDC,2.394938565130762
GSM4138125,1,0.6796774091823832,483,30,DC_pDC,2.394938565130762
GSM4138160,1,0.9026181965773936,478,30,DC_pDC,2.394938565130762
GSM4138162,1,0.8891854291584664,478,30,DC_pDC,2.394938565130762
GSM4138131,1,0.6846530352318402,469,30,DC_pDC,2.394938565130762
GSM4138141,1,0.6972851893378909,453,30,DC_pDC,2.394938565130762
GSM4138139,1,0.6600891185269447,452,30,DC_pDC,2.394938565130762
GSM4138152,1,0.858032245131666,449,30,DC_pDC,2.394938565130762
GSM4138146,1,0.8749429812172823,446,30,DC_pDC,2.394938565130762
GSM4138166,1,0.8749908398278052,444,30,DC_pDC,2.394938565130762
GSM4138165,1,0.881157182035151,419,30,DC_pDC,2.394938565130762
GSM4138163,1,0.9103140581088872,418,30,DC_pDC,2.394938565130762
GSM4138145,1,0.6982747435173507,398,30,DC_pDC,2.394938565130762
GSM4138154,1,0.8284972830772078,356,30,DC_pDC,2.394938565130762
GSM4138112,1,0.8671732922950671,344,30,DC_pDC,2.394938565130762
GSM4138114,1,0.8708946382403724,338,30,DC_pDC,2.394938565130762
GSM4138167,1,0.8908071917262034,324,30,DC_pDC,2.394938565130762
GSM4138124,1,0.9277007656974458,323,30,DC_pDC,2.394938565130762
GSM4138127,1,0.6840597171148937,301,30,DC_pDC,2.394938565130762
GSM4138117,1,0.6687752945659209,296,30,DC_pDC,2.394938565130762
GSM4138118,1,0.8701384488297516,289,30,DC_pDC,2.394938565130762
GSM4138144,1,0.8468645319742418,287,30,DC_pDC,2.394938565130762
GSM4138143,1,0.656745333608262,278,30,DC_pDC,2.394938565130762
GSM4138161,1,0.6367316496217752,274,30,DC_pDC,2.394938565130762
GSM4138158,1,0.8998893520999008,261,30,DC_pDC,2.394938565130762
GSM4138111,1,0.6990868569830745,228,30,DC_pDC,2.394938565130762
GSM4138129,1,0.7121941514703537,206,30,DC_pDC,2.394938565130762
GSM4138133,1,0.7245567765770504,199,30,DC_pDC,2.394938565130762
GSM4138150,1,0.892238741190912,181,30,DC_pDC,2.394938565130762
GSM4138148,1,0.8333892732371743,169,30,DC_pDC,2.394938565130762
GSM4138164,1,0.8569860284719066,148,30,DC_pDC,2.394938565130762
GSM4138131,6,0.6867071946526742,143,30,DC_pDC,1.059749003374456
GSM4138121,1,0.6208893839979819,134,30,DC_pDC,2.394938565130762
GSM4138141,6,0.6904640059265652,106,30,DC_pDC,1.059749003374456
GSM4138115,1,0.7429125021300127,104,30,DC_pDC,2.394938565130762
GSM4138113,1,0.7454505113750536,104,30,DC_pDC,2.394938565130762
GSM4138157,1,0.7213344537094664,103,30,DC_pDC,2.394938565130762
GSM4138159,1,0.7118560819602738,99,30,DC_pDC,2.394938565130762
GSM4138119,1,0.6243317076122856,96,30,DC_pDC,2.394938565130762
GSM4138139,2,0.7248864812934827,95,30,cDC2_CD1C,2.4014639075673028
GSM4138135,2,0.7294819486253541,95,30,cDC2_CD1C,2.4014639075673028
GSM4138161,6,0.7444716097472561,94,30,DC_pDC,1.059749003374456
GSM4138145,6,0.7545789624854964,82,30,DC_pDC,1.059749003374456
GSM4138137,2,0.7532496854817572,76,30,cDC2_CD1C,2.4014639075673028
GSM4138127,2,0.7184249306946303,69,30,cDC2_CD1C,2.4014639075673028
GSM4138111,6,0.7354280529018877,68,30,DC_pDC,1.059749003374456
GSM4138155,6,0.6783955119897008,67,30,DC_pDC,1.059749003374456
GSM4138131,2,0.7009119357822009,65,30,cDC2_CD1C,2.4014639075673028
GSM4138127,6,0.7582837132282729,54,30,DC_pDC,1.059749003374456
GSM4138143,6,0.8073921139243629,54,30,DC_pDC,1.059749003374456
GSM4138133,2,0.7665529597443128,45,30,cDC2_CD1C,2.4014639075673028
GSM4138134,2,0.984334177864736,44,30,cDC2_CD1C,2.4014639075673028
GSM4138155,2,0.6250141120290356,43,30,cDC2_CD1C,2.4014639075673028
GSM4138137,8,0.8109046875246395,41,30,DC_pDC,1.0220167653562295
GSM4138113,6,0.8437553749230399,41,30,DC_pDC,1.059749003374456
GSM4138123,6,0.8025248578411097,38,30,DC_pDC,1.059749003374456
GSM4138139,5,0.9670828028444728,38,30,Mast,1.3676423080619988
GSM4138157,6,0.8164486204638781,36,30,DC_pDC,1.059749003374456
GSM4138147,6,0.8106748919315458,36,30,DC_pDC,1.059749003374456
GSM4138137,6,0.8289767166637675,35,30,DC_pDC,1.059749003374456
GSM4138121,6,0.6890794506755933,35,30,DC_pDC,1.059749003374456
GSM4138133,6,0.8134804421214021,34,30,DC_pDC,1.059749003374456
GSM4138153,6,0.6682742963285172,33,30,DC_pDC,1.059749003374456
GSM4138111,2,0.7257567873007341,33,30,cDC2_CD1C,2.4014639075673028
GSM4138145,2,0.8574860609243001,32,30,cDC2_CD1C,2.4014639075673028
GSM4138137,12,0.8020100086284208,31,30,Mono_CD14_THBS1,1.006163011462616
GSM4138139,6,0.784376599884995,31,30,DC_pDC,1.059749003374456
GSM4138135,8,0.8424749956870496,31,30,DC_pDC,1.0220167653562295
GSM4138141,2,0.8182787661550849,31,30,cDC2_CD1C,2.4014639075673028
GSM4138129,6,0.8337920885463268,30,30,DC_pDC,1.059749003374456
GSM4138140,2,0.9962436436869776,29,30,cDC2_CD1C,2.4014639075673028
GSM4138153,1,0.8363274605914809,29,30,DC_pDC,2.394938565130762
GSM4138123,2,0.7992122955828862,28,30,cDC2_CD1C,2.4014639075673028
GSM4138131,8,0.858586149143,28,30,DC_pDC,1.0220167653562295
GSM4138161,2,0.7926972715467248,28,30,cDC2_CD1C,2.4014639075673028
GSM4138110,2,0.99359001905607,28,30,cDC2_CD1C,2.4014639075673028
GSM4138138,2,0.9787428535937056,28,30,cDC2_CD1C,2.4014639075673028
GSM4138142,2,0.9865483107688656,26,30,cDC2_CD1C,2.4014639075673028
GSM4138135,6,0.8837662404532617,26,30,DC_pDC,1.059749003374456
GSM4138115,6,0.8667357334357838,26,30,DC_pDC,1.059749003374456
GSM4138126,2,0.9812608531999316,25,30,cDC2_CD1C,2.4014639075673028
GSM4138155,8,0.7952060248115607,25,30,DC_pDC,1.0220167653562295
GSM4138135,12,0.8851670978350126,25,30,Mono_CD14_THBS1,1.006163011462616
GSM4138122,6,0.946928796880652,24,30,DC_pDC,1.059749003374456
GSM4138128,6,0.946928796880652,24,30,DC_pDC,1.059749003374456
GSM4138136,2,0.9912205810524116,23,30,cDC2_CD1C,2.4014639075673028
GSM4138143,5,0.9645149878809612,23,30,Mast,1.3676423080619988
GSM4138125,2,0.8848708786107022,22,30,cDC2_CD1C,2.4014639075673028
GSM4138161,15,0.9076549466484906,22,30,DC_pDC,1.006420840650618
GSM4138110,6,0.9648773781607316,21,30,DC_pDC,1.059749003374456
GSM4138139,7,0.9716635014425338,21,30,Mast,1.1243186260026252
GSM4138151,6,0.9540529900956553,21,30,DC_pDC,1.059749003374456
GSM4138156,6,0.9446743336613448,20,30,DC_pDC,1.059749003374456
GSM4138172,1,0.8486116315040229,19,30,DC_pDC,2.394938565130762
GSM4138134,6,0.9864063447033256,19,30,DC_pDC,1.059749003374456
GSM4138132,2,1.0,19,30,cDC2_CD1C,2.4014639075673028
GSM4138135,5,0.9554320278898272,19,30,Mast,1.3676423080619988
GSM4138121,2,0.8524085500439857,18,30,cDC2_CD1C,2.4014639075673028
GSM4138116,2,0.9950990964099916,18,30,cDC2_CD1C,2.4014639075673028
GSM4138131,12,0.8714571189308659,18,30,Mono_CD14_THBS1,1.006163011462616
GSM4138133,12,0.8709419131900118,18,30,Mono_CD14_THBS1,1.006163011462616
GSM4138130,8,0.9712642107344558,18,30,DC_pDC,1.0220167653562295
GSM4138111,5,0.9666907200837448,18,30,Mast,1.3676423080619988
GSM4138159,6,0.8896267708774556,18,30,DC_pDC,1.059749003374456
GSM4138131,5,0.9698296203761932,17,30,Mast,1.3676423080619988
GSM4138126,6,0.9819088054189916,17,30,DC_pDC,1.059749003374456
GSM4138112,8,0.9766805103886048,16,30,DC_pDC,1.0220167653562295
GSM4138171,6,0.9318960060653868,16,30,DC_pDC,1.059749003374456
GSM4138155,5,0.938964637099672,16,30,Mast,1.3676423080619988
GSM4138152,6,0.9381670841909304,16,30,DC_pDC,1.059749003374456
GSM4138141,12,0.8750546431321036,16,30,Mono_CD14_THBS1,1.006163011462616
GSM4138134,8,0.9884836124116556,15,30,DC_pDC,1.0220167653562295
GSM4138115,12,0.9426417599631964,15,30,Mono_CD14_THBS1,1.006163011462616
GSM4138147,1,0.8883693887678663,15,30,DC_pDC,2.394938565130762
GSM4138132,6,1.0,15,30,DC_pDC,1.059749003374456
GSM4138156,2,0.9897978472407508,15,30,cDC2_CD1C,2.4014639075673028
GSM4138127,8,0.9770023816955496,15,30,DC_pDC,1.0220167653562295
GSM4138112,6,0.9410711802424876,15,30,DC_pDC,1.059749003374456
GSM4138130,2,1.0,15,30,cDC2_CD1C,2.4014639075673028
GSM4138134,2,0.9408052029969192,645,31,DC_pDC,1.4455094126434005
GSM4138156,2,0.9056064211614702,500,31,DC_pDC,1.4455094126434005
GSM4138123,3,0.6592656155797775,371,31,cDC2_CD1C,1.3664288374098756
GSM4138116,2,0.940276197357358,362,31,DC_pDC,1.4455094126434005
GSM4138132,2,0.9369684694261072,341,31,DC_pDC,1.4455094126434005
GSM4138120,2,0.8808579552048554,340,31,DC_pDC,1.4455094126434005
GSM4138131,3,0.6855763014591851,335,31,cDC2_CD1C,1.3664288374098756
GSM4138135,2,0.7087302504113652,332,31,DC_pDC,1.4455094126434005
GSM4138140,2,0.9334808598390268,309,31,DC_pDC,1.4455094126434005
GSM4138145,3,0.703250089492675,309,31,cDC2_CD1C,1.3664288374098756
GSM4138142,2,0.9153927062517014,303,31,DC_pDC,1.4455094126434005
GSM4138137,2,0.7316371849801248,287,31,DC_pDC,1.4455094126434005
GSM4138138,2,0.9136642007196172,266,31,DC_pDC,1.4455094126434005
GSM4138136,2,0.941757481900068,266,31,DC_pDC,1.4455094126434005
GSM4138128,3,0.8786967199774878,263,31,cDC2_CD1C,1.3664288374098756
GSM4138122,3,0.8786967199774878,263,31,cDC2_CD1C,1.3664288374098756
GSM4138155,3,0.5993749562355036,261,31,cDC2_CD1C,1.3664288374098756
GSM4138152,3,0.8476776185059424,260,31,cDC2_CD1C,1.3664288374098756
GSM4138126,5,0.9674615757787564,255,31,DC_pDC,1.295292843185346
GSM4138141,3,0.6939219459561629,254,31,cDC2_CD1C,1.3664288374098756
GSM4138126,2,0.9652465969983762,252,31,DC_pDC,1.4455094126434005
GSM4138134,3,0.9301365618833888,245,31,cDC2_CD1C,1.3664288374098756
GSM4138110,3,0.8912886533437179,227,31,cDC2_CD1C,1.3664288374098756
GSM4138162,3,0.8817421154286378,227,31,cDC2_CD1C,1.3664288374098756
GSM4138134,5,0.9133620746722526,219,31,DC_pDC,1.295292843185346
GSM4138130,2,0.9318905477644802,217,31,DC_pDC,1.4455094126434005
GSM4138140,3,0.8921128839660539,209,31,cDC2_CD1C,1.3664288374098756
GSM4138139,3,0.6650916079340095,209,31,cDC2_CD1C,1.3664288374098756
GSM4138110,2,0.9582727716151394,208,31,DC_pDC,1.4455094126434005
GSM4138120,3,0.813387891142938,208,31,cDC2_CD1C,1.3664288374098756
GSM4138141,2,0.7006131506962479,206,31,DC_pDC,1.4455094126434005
GSM4138136,3,0.87607627915526,203,31,cDC2_CD1C,1.3664288374098756
GSM4138163,3,0.8874710454521667,200,31,cDC2_CD1C,1.3664288374098756
GSM4138161,3,0.6223600641680834,197,31,cDC2_CD1C,1.3664288374098756
GSM4138156,3,0.864666976671137,196,31,cDC2_CD1C,1.3664288374098756
GSM4138160,2,0.923554652350812,196,31,DC_pDC,1.4455094126434005
GSM4138126,3,0.9225530035085566,190,31,cDC2_CD1C,1.3664288374098756
GSM4138142,3,0.8741691654484425,188,31,cDC2_CD1C,1.3664288374098756
GSM4138154,2,0.9129085047515916,187,31,DC_pDC,1.4455094126434005
GSM4138156,5,0.8937242364339746,185,31,DC_pDC,1.295292843185346
GSM4138130,5,0.8895475643321312,180,31,DC_pDC,1.295292843185346
GSM4138135,3,0.6723636491740208,180,31,cDC2_CD1C,1.3664288374098756
GSM4138111,3,0.7085792826918971,174,31,cDC2_CD1C,1.3664288374098756
GSM4138166,2,0.9069427414911572,173,31,DC_pDC,1.4455094126434005
GSM4138138,3,0.886279431063833,173,31,cDC2_CD1C,1.3664288374098756
GSM4138165,2,0.9036744393029436,171,31,DC_pDC,1.4455094126434005
GSM4138131,2,0.7290618299946999,171,31,DC_pDC,1.4455094126434005
GSM4138160,3,0.8771644519380477,170,31,cDC2_CD1C,1.3664288374098756
GSM4138166,3,0.8474543297998729,167,31,cDC2_CD1C,1.3664288374098756
GSM4138137,3,0.7364045708156437,162,31,cDC2_CD1C,1.3664288374098756
GSM4138146,2,0.9123079130927624,161,31,DC_pDC,1.4455094126434005
GSM4138125,4,0.7112666701041133,159,31,Mac_SPP1,2.5671907800681386
GSM4138123,2,0.6436609646382685,156,31,DC_pDC,1.4455094126434005
GSM4138130,3,0.9121683333851968,155,31,cDC2_CD1C,1.3664288374098756
GSM4138144,3,0.8258581375796767,154,31,cDC2_CD1C,1.3664288374098756
GSM4138143,3,0.7018741864047744,154,31,cDC2_CD1C,1.3664288374098756
GSM4138116,3,0.8726670633437731,154,31,cDC2_CD1C,1.3664288374098756
GSM4138118,3,0.8608612170023788,152,31,cDC2_CD1C,1.3664288374098756
GSM4138133,2,0.7401566421329013,150,31,DC_pDC,1.4455094126434005
GSM4138146,3,0.8495688545167245,149,31,cDC2_CD1C,1.3664288374098756
GSM4138165,5,0.8733760068806192,148,31,DC_pDC,1.295292843185346
GSM4138132,5,0.9455067071787808,145,31,DC_pDC,1.295292843185346
GSM4138127,3,0.7220988393462918,143,31,cDC2_CD1C,1.3664288374098756
GSM4138155,5,0.6204911251526977,143,31,DC_pDC,1.295292843185346
GSM4138110,5,0.9115257090316452,142,31,DC_pDC,1.295292843185346
GSM4138114,3,0.8541333780439058,141,31,cDC2_CD1C,1.3664288374098756
GSM4138154,3,0.781516935340846,140,31,cDC2_CD1C,1.3664288374098756
GSM4138112,2,0.9132801832236714,139,31,DC_pDC,1.4455094126434005
GSM4138125,3,0.7055868497502638,139,31,cDC2_CD1C,1.3664288374098756
GSM4138139,2,0.7309535354474773,139,31,DC_pDC,1.4455094126434005
GSM4138135,5,0.7169885349760488,139,31,DC_pDC,1.295292843185346
GSM4138131,5,0.6940369144627694,137,31,DC_pDC,1.295292843185346
GSM4138125,2,0.737995713796015,137,31,DC_pDC,1.4455094126434005
GSM4138167,2,0.9384020479116042,135,31,DC_pDC,1.4455094126434005
GSM4138155,2,0.5763126199066578,135,31,DC_pDC,1.4455094126434005
GSM4138142,5,0.9282827130114366,134,31,DC_pDC,1.295292843185346
GSM4138162,2,0.943897881117091,131,31,DC_pDC,1.4455094126434005
GSM4138122,5,0.8902521675230517,129,31,DC_pDC,1.295292843185346
GSM4138128,5,0.8902521675230517,129,31,DC_pDC,1.295292843185346
GSM4138122,2,0.9379725783785384,128,31,DC_pDC,1.4455094126434005
GSM4138128,2,0.9379725783785384,128,31,DC_pDC,1.4455094126434005
GSM4138117,3,0.7150578677343209,128,31,cDC2_CD1C,1.3664288374098756
GSM4138140,5,0.9474883865114152,127,31,DC_pDC,1.295292843185346
GSM4138152,2,0.9204071234060602,126,31,DC_pDC,1.4455094126434005
GSM4138137,5,0.7255539901275736,124,31,DC_pDC,1.295292843185346
GSM4138124,2,0.9636547689574692,121,31,DC_pDC,1.4455094126434005
GSM4138146,5,0.8797263771063366,121,31,DC_pDC,1.295292843185346
GSM4138116,5,0.9589566010271884,120,31,DC_pDC,1.295292843185346
GSM4138127,2,0.7632232287761951,115,31,DC_pDC,1.4455094126434005
GSM4138145,2,0.7201698190337873,111,31,DC_pDC,1.4455094126434005
GSM4138112,5,0.8379255726423475,111,31,DC_pDC,1.295292843185346
GSM4138158,2,0.9457144731891212,110,31,DC_pDC,1.4455094126434005
GSM4138112,3,0.8462298244608666,108,31,cDC2_CD1C,1.3664288374098756
GSM4138132,3,0.94658200554492,107,31,cDC2_CD1C,1.3664288374098756
GSM4138166,5,0.9343507607082496,106,31,DC_pDC,1.295292843185346
GSM4138124,3,0.9218152144361405,106,31,cDC2_CD1C,1.3664288374098756
GSM4138162,5,0.8886602846129759,104,31,DC_pDC,1.295292843185346
GSM4138136,5,0.944533337037372,102,31,DC_pDC,1.295292843185346
GSM4138117,2,0.7150043912260294,102,31,DC_pDC,1.4455094126434005
GSM4138163,2,0.946522180324006,101,31,DC_pDC,1.4455094126434005
GSM4138158,3,0.8855332744652977,101,31,cDC2_CD1C,1.3664288374098756
GSM4138143,2,0.6872275866128571,100,31,DC_pDC,1.4455094126434005
GSM4138134,1,0.9612920590673856,98,31,cDC2_CD1C,2.398934623180487
GSM4138135,1,0.7205606839849685,98,31,cDC2_CD1C,2.398934623180487
GSM4138160,5,0.8410267168047929,98,31,DC_pDC,1.295292843185346
GSM4138114,5,0.8757026809674866,98,31,DC_pDC,1.295292843185346
GSM4138163,5,0.8979349705304379,97,31,DC_pDC,1.295292843185346
GSM4138138,5,0.934486828284558,97,31,DC_pDC,1.295292843185346
GSM4138139,1,0.7418562805004423,97,31,cDC2_CD1C,2.398934623180487
GSM4138114,2,0.921064744657085,96,31,DC_pDC,1.4455094126434005
GSM4138167,5,0.9308238281259662,96,31,DC_pDC,1.295292843185346
GSM4138118,2,0.9251361446313072,95,31,DC_pDC,1.4455094126434005
GSM4138165,3,0.8584034689479366,95,31,cDC2_CD1C,1.3664288374098756
GSM4138141,5,0.8050693851350902,92,31,DC_pDC,1.295292843185346
GSM4138144,2,0.9265996208522967,91,31,DC_pDC,1.4455094126434005
GSM4138115,2,0.7164652330333399,90,31,DC_pDC,1.4455094126434005
GSM4138161,2,0.7006739588217898,88,31,DC_pDC,1.4455094126434005
GSM4138167,3,0.8768053147228498,88,31,cDC2_CD1C,1.3664288374098756
GSM4138129,2,0.7554968903177551,83,31,DC_pDC,1.4455094126434005
GSM4138129,3,0.7340626923001403,83,31,cDC2_CD1C,1.3664288374098756
GSM4138124,5,0.9223287719282842,83,31,DC_pDC,1.295292843185346
GSM4138121,3,0.5985554333341896,81,31,cDC2_CD1C,1.3664288374098756
GSM4138137,1,0.7510934709761907,80,31,cDC2_CD1C,2.398934623180487
GSM4138143,5,0.7926945399766967,80,31,DC_pDC,1.295292843185346
GSM4138119,3,0.6024238362761167,78,31,cDC2_CD1C,1.3664288374098756
GSM4138127,1,0.7599462897926267,76,31,cDC2_CD1C,2.398934623180487
GSM4138127,5,0.751519207172263,75,31,DC_pDC,1.295292843185346
GSM4138131,1,0.6875471549485725,75,31,cDC2_CD1C,2.398934623180487
GSM4138155,4,0.6295735810715896,72,31,Mac_SPP1,2.5671907800681386
GSM4138161,5,0.7093930197433622,71,31,DC_pDC,1.295292843185346
GSM4138150,3,0.875649421364869,70,31,cDC2_CD1C,1.3664288374098756
GSM4138139,4,0.7333840357120383,69,31,Mac_SPP1,2.5671907800681386
GSM4138150,2,0.944076998560856,68,31,DC_pDC,1.4455094126434005
GSM4138133,3,0.781718340972299,67,31,cDC2_CD1C,1.3664288374098756
GSM4138123,1,0.6635932243203772,67,31,cDC2_CD1C,2.398934623180487
GSM4138116,1,0.9427514328751948,66,31,cDC2_CD1C,2.398934623180487
GSM4138110,1,0.9689414186805848,65,31,cDC2_CD1C,2.398934623180487
GSM4138148,3,0.8198085951707168,65,31,cDC2_CD1C,1.3664288374098756
GSM4138159,2,0.758014671335297,64,31,DC_pDC,1.4455094126434005
GSM4138111,5,0.7824216483581921,63,31,DC_pDC,1.295292843185346
GSM4138136,1,0.9751614747712728,63,31,cDC2_CD1C,2.398934623180487
GSM4138113,3,0.7667974881067523,62,31,cDC2_CD1C,1.3664288374098756
GSM4138157,2,0.7604833854027551,61,31,DC_pDC,1.4455094126434005
GSM4138117,5,0.7820172768843645,61,31,DC_pDC,1.295292843185346
GSM4138139,7,0.9414305856696902,61,31,Mast,2.1809938014025874
GSM4138139,5,0.7743755662502582,60,31,DC_pDC,1.295292843185346
GSM4138157,3,0.7221648245367419,60,31,cDC2_CD1C,1.3664288374098756
GSM4138148,2,0.9389207467004752,58,31,DC_pDC,1.4455094126434005
GSM4138142,1,0.9558429732424572,57,31,cDC2_CD1C,2.398934623180487
GSM4138126,1,0.9559641799584218,57,31,cDC2_CD1C,2.398934623180487
GSM4138152,5,0.918189320917106,57,31,DC_pDC,1.295292843185346
GSM4138121,2,0.6738630177140529,53,31,DC_pDC,1.4455094126434005
GSM4138140,1,0.9806867129644604,53,31,cDC2_CD1C,2.398934623180487
GSM4138111,2,0.7146585485477279,53,31,DC_pDC,1.4455094126434005
GSM4138156,1,0.9372998592993094,52,31,cDC2_CD1C,2.398934623180487
GSM4138164,2,0.8855187027448568,52,31,DC_pDC,1.4455094126434005
GSM4138148,5,0.897302813925879,51,31,DC_pDC,1.295292843185346
GSM4138164,3,0.8406474371001037,50,31,cDC2_CD1C,1.3664288374098756
GSM4138129,5,0.7477888985179644,50,31,DC_pDC,1.295292843185346
GSM4138141,1,0.758887469158782,50,31,cDC2_CD1C,2.398934623180487
GSM4138145,1,0.8037684186317248,49,31,cDC2_CD1C,2.398934623180487
GSM4138115,3,0.7788847140901959,49,31,cDC2_CD1C,1.3664288374098756
GSM4138135,4,0.8083330072265645,49,31,Mac_SPP1,2.5671907800681386
GSM4138133,1,0.7451618164568037,49,31,cDC2_CD1C,2.398934623180487
GSM4138113,5,0.8253795549956686,47,31,DC_pDC,1.295292843185346
GSM4138132,1,0.9751599008348816,47,31,cDC2_CD1C,2.398934623180487
GSM4138158,5,0.965932420889036,47,31,DC_pDC,1.295292843185346
GSM4138159,3,0.7675785474264276,46,31,cDC2_CD1C,1.3664288374098756
GSM4138150,5,0.9095576436747788,46,31,DC_pDC,1.295292843185346
GSM4138164,5,0.917744074336648,45,31,DC_pDC,1.295292843185346
GSM4138113,2,0.7674572037637348,45,31,DC_pDC,1.4455094126434005
GSM4138111,1,0.7322093714659184,44,31,cDC2_CD1C,2.398934623180487
GSM4138155,1,0.6961469288976583,44,31,cDC2_CD1C,2.398934623180487
GSM4138137,4,0.7947421946316936,44,31,Mac_SPP1,2.5671907800681386
GSM4138138,1,0.9713239990674072,44,31,cDC2_CD1C,2.398934623180487
GSM4138130,1,0.9541306622008998,43,31,cDC2_CD1C,2.398934623180487
GSM4138153,3,0.7127237016420822,43,31,cDC2_CD1C,1.3664288374098756
GSM4138123,5,0.6935208058878084,43,31,DC_pDC,1.295292843185346
GSM4138125,5,0.8961997093835724,42,31,DC_pDC,1.295292843185346
GSM4138145,5,0.8567232661869191,41,31,DC_pDC,1.295292843185346
GSM4138162,1,0.961385036013123,39,31,cDC2_CD1C,2.398934623180487
GSM4138120,5,0.8937114012445652,39,31,DC_pDC,1.295292843185346
GSM4138146,1,0.9400738265289188,37,31,cDC2_CD1C,2.398934623180487
GSM4138128,1,0.9664555114631028,36,31,cDC2_CD1C,2.398934623180487
GSM4138118,5,0.9634413442440558,36,31,DC_pDC,1.295292843185346
GSM4138122,1,0.9664555114631028,36,31,cDC2_CD1C,2.398934623180487
GSM4138160,1,0.9751443764742302,36,31,cDC2_CD1C,2.398934623180487
GSM4138163,1,0.9697163422432536,36,31,cDC2_CD1C,2.398934623180487
GSM4138161,1,0.7638266248461462,35,31,cDC2_CD1C,2.398934623180487
GSM4138125,1,0.7855818961876009,33,31,cDC2_CD1C,2.398934623180487
GSM4138161,15,0.8944108074333393,32,31,DC_pDC,1.0079393717726433
GSM4138117,1,0.8016733820885178,32,31,cDC2_CD1C,2.398934623180487
GSM4138133,5,0.8565688178985776,32,31,DC_pDC,1.295292843185346
GSM4138144,5,0.9555968661655214,32,31,DC_pDC,1.295292843185346
GSM4138143,7,0.9499099441330964,31,31,Mast,2.1809938014025874
GSM4138157,5,0.8267283638680161,30,31,DC_pDC,1.295292843185346
GSM4138120,1,0.947156857975517,28,31,cDC2_CD1C,2.398934623180487
GSM4138124,1,0.9903641812285612,28,31,cDC2_CD1C,2.398934623180487
GSM4138111,7,0.8606534545202665,27,31,Mast,2.1809938014025874
GSM4138165,1,0.9591021746537732,27,31,cDC2_CD1C,2.398934623180487
GSM4138121,5,0.7555707941009643,26,31,DC_pDC,1.295292843185346
GSM4138147,5,0.92246387753569,26,31,DC_pDC,1.295292843185346
GSM4138135,7,0.9088745137419194,26,31,Mast,2.1809938014025874
GSM4138152,1,0.970696297495215,25,31,cDC2_CD1C,2.398934623180487
GSM4138114,1,0.99198007860105,25,31,cDC2_CD1C,2.398934623180487
GSM4138144,1,0.9662568683085996,23,31,cDC2_CD1C,2.398934623180487
GSM4138154,5,0.9076934715711504,23,31,DC_pDC,1.295292843185346
GSM4138167,1,0.9628490436403306,23,31,cDC2_CD1C,2.398934623180487
GSM4138166,1,0.9734924729883162,23,31,cDC2_CD1C,2.398934623180487
GSM4138127,6,0.8220457495351893,22,31,Mac_SPP1,2.4244605530365524
GSM4138112,1,0.9654028637442772,21,31,cDC2_CD1C,2.398934623180487
GSM4138158,1,0.987035616552036,21,31,cDC2_CD1C,2.398934623180487
GSM4138155,7,0.8940613767781529,20,31,Mast,2.1809938014025874
