K,GEP,program_id,gep_col,top1_celltype,top_celltypes,celltype_gap
27,GEP6,K27_GEP6,6,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (98%), Fibroblasts/Stromal (75%), Tumor/Epithelials (20%), Endothelials (3%)",0.5548478414720454
27,GEP7,K27_GEP7,7,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (98%), Fibroblasts/Stromal (69%), Tumor/Epithelials (25%), Endothelials (4%)",0.43312101910828027
27,GEP8,K27_GEP8,8,Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells,"Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells (65%), CD8+Tcells (33%), Tumor/Epithelials (25%), CD4+Tcells (8%)",0.07997169143665958
27,GEP9,K27_GEP9,9,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (97%), Tumor/Epithelials (54%), Fibroblasts/Stromal (27%), Endothelials (15%)",0.27176220806794055
27,GEP10,K27_GEP10,10,Tumor/Epithelials,"Tumor/Epithelials (95%), Fibroblasts/Stromal (3%), Endothelials (1%)",0.9129511677282378
27,GEP11,K27_GEP11,11,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (90%), Tumor/Epithelials (57%), Plasma_XBP1 (22%), Fibroblasts/Stromal (11%)",0.3474876150035386
27,GEP12,K27_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (85%), Fibroblasts/Stromal (8%), Endothelials (3%)",0.7629157820240623
27,GEP13,K27_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (95%), Tumor/Epithelials (50%), Fibroblasts/Stromal (41%), Endothelials (4%)",0.0898796886058032
27,GEP14,K27_GEP14,14,Tumor/Epithelials,"Tumor/Epithelials (86%), Fibroblasts/Stromal (7%), Bcells_CD19 (3%)",0.7869780608634112
27,GEP15,K27_GEP15,15,Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal (80%), Tumor/Epithelials (42%), Endothelials (25%), Fibroblasts/Stromal (13%)",0.16631280962491152
27,GEP16,K27_GEP16,16,Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells,"Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells (67%), Tumor/Epithelials (45%), CD4+Tcells (13%), CD8+Tcells (9%)",0.32554847841472045
27,GEP17,K27_GEP17,17,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (83%), Tumor/Epithelials (44%), Plasma_XBP1 (29%), Fibroblasts/Stromal (11%)",0.15145081387119608
27,GEP18,K27_GEP18,18,Tumor/Epithelials,"Tumor/Epithelials (79%), Fibroblasts/Stromal (11%), Bcells_CD19 (3%)",0.6815286624203821
27,GEP19,K27_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (89%), Tumor/Epithelials (70%), Fibroblasts/Stromal (14%), Bcells_CD19 (4%)",0.5598018400566172
27,GEP20,K27_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (63%), Tumor/Epithelials (42%), Fibroblasts/Stromal (12%), Bcells_CD19 (9%)",0.3050247699929229
27,GEP21,K27_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (69%), Tumor/Epithelials (48%), Fibroblasts/Stromal (12%), Bcells_CD19 (9%)",0.35739561217268223
27,GEP22,K27_GEP22,22,Tumor/Epithelials,"Tumor/Epithelials (74%), Fibroblasts/Stromal (11%), Bcells_CD19 (4%)",0.6326963906581741
27,GEP23,K27_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (72%), Tumor/Epithelials (43%), Fibroblasts/Stromal (20%), Plasma_XBP1 (8%)",0.23213021939136586
27,GEP24,K27_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (78%), Tumor/Epithelials (56%), Fibroblasts/Stromal (14%), Bcells_CD19 (7%)",0.4196744515215853
27,GEP25,K27_GEP25,25,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (63%), Fibroblasts/Stromal (16%), Bcells_CD19 (6%)",0.4769992922859164
27,GEP26,K27_GEP26,26,Tumor/Epithelials,"Tumor/Epithelials (69%), Fibroblasts/Stromal (8%), Bcells_CD19 (7%)",0.6086341118188252
27,GEP27,K27_GEP27,27,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (62%), Tumor/Epithelials (33%), Plasma_XBP1 (16%), Fibroblasts/Stromal (14%)",0.17126680820948337
28,GEP1,K28_GEP1,1,Mixed: CD4+Tcells/Tregs/Tumor/Epithelials,"Mixed: CD4+Tcells/Tregs/Tumor/Epithelials (80%), CD4+Tcells (41%), Tregs (21%), Tumor/Epithelials (18%)",0.20028308563340408
28,GEP2,K28_GEP2,2,Bcells_CD19,"Bcells_CD19 (87%), Tumor/Epithelials (6%), Fibroblasts/Stromal (2%)",0.8145789101203115
28,GEP3,K28_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (1%), Fibroblasts/Stromal (1%)",0.9773531493276716
28,GEP4,K28_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (96%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.937721160651097
28,GEP5,K28_GEP5,5,Plasma_XBP1,"Plasma_XBP1 (78%), Tumor/Epithelials (13%), Bcells_CD19 (4%)",0.6503892427459306
28,GEP6,K28_GEP6,6,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (74%), Tumor/Epithelials (39%), Fibroblasts/Stromal (19%), Mac_C1Q_ZEB2 (16%)",0.19462137296532203
28,GEP7,K28_GEP7,7,Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells,"Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells (65%), CD8+Tcells (33%), Tumor/Epithelials (25%), CD4+Tcells (8%)",0.07997169143665958
28,GEP8,K28_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (98%), Fibroblasts/Stromal (75%), Tumor/Epithelials (20%), Endothelials (2%)",0.5527246992215146
28,GEP9,K28_GEP9,9,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (95%), Tumor/Epithelials (45%), Fibroblasts/Stromal (25%), Endothelials (25%)",0.1960368011323425
28,GEP10,K28_GEP10,10,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (96%), Tumor/Epithelials (48%), Fibroblasts/Stromal (32%), Endothelials (16%)",0.15923566878980894
28,GEP11,K28_GEP11,11,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (91%), Tumor/Epithelials (50%), Plasma_XBP1 (31%), Fibroblasts/Stromal (11%)",0.19037508846426043
28,GEP12,K28_GEP12,12,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (62%), Tumor/Epithelials (32%), Endothelials (2%)",0.3036093418259024
28,GEP13,K28_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (86%), Fibroblasts/Stromal (7%), Endothelials (2%)",0.7905166312809625
28,GEP14,K28_GEP14,14,Tumor/Epithelials,"Tumor/Epithelials (93%), Fibroblasts/Stromal (5%), Bcells_CD19 (1%)",0.881104033970276
28,GEP15,K28_GEP15,15,Tumor/Epithelials,"Tumor/Epithelials (85%), Fibroblasts/Stromal (7%), Bcells_CD19 (3%)",0.775654635527247
28,GEP16,K28_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (96%), Tumor/Epithelials (62%), Fibroblasts/Stromal (33%), Bcells_CD19 (2%)",0.28803963198867655
28,GEP17,K28_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (42%), Fibroblasts/Stromal (38%), Bcells_CD19 (5%)",0.034677990092002786
28,GEP18,K28_GEP18,18,Tumor/Epithelials,"Tumor/Epithelials (81%), Fibroblasts/Stromal (9%), Bcells_CD19 (4%)",0.7254069355980184
28,GEP19,K28_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (64%), Fibroblasts/Stromal (15%), Bcells_CD19 (7%)",0.4833687190375089
28,GEP20,K28_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (86%), Tumor/Epithelials (56%), Fibroblasts/Stromal (17%), Plasma_XBP1 (13%)",0.3814578910120311
28,GEP21,K28_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (91%), Tumor/Epithelials (72%), Fibroblasts/Stromal (16%), Bcells_CD19 (3%)",0.5583864118895966
28,GEP22,K28_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (76%), Tumor/Epithelials (42%), Fibroblasts/Stromal (29%), Plasma_XBP1 (6%)",0.12951167728237795
28,GEP23,K28_GEP23,23,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (73%), Tumor/Epithelials (57%), Plasma_XBP1 (8%), Fibroblasts/Stromal (8%)",0.4911535739561217
28,GEP24,K28_GEP24,24,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (76%), Tumor/Epithelials (40%), Plasma_XBP1 (21%), Fibroblasts/Stromal (16%)",0.1910828025477707
28,GEP25,K28_GEP25,25,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (71%), Tumor/Epithelials (51%), Fibroblasts/Stromal (11%), Bcells_CD19 (9%)",0.4041047416843595
28,GEP26,K28_GEP26,26,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (76%), Tumor/Epithelials (51%), Fibroblasts/Stromal (18%), Bcells_CD19 (7%)",0.3220099079971691
28,GEP27,K28_GEP27,27,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (76%), Tumor/Epithelials (57%), Fibroblasts/Stromal (12%), Bcells_CD19 (7%)",0.4458598726114649
28,GEP28,K28_GEP28,28,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (63%), Tumor/Epithelials (35%), Plasma_XBP1 (15%), Fibroblasts/Stromal (13%)",0.19603680113234254
29,GEP1,K29_GEP1,1,Mixed: CD4+Tcells/Tregs/Tumor/Epithelials,"Mixed: CD4+Tcells/Tregs/Tumor/Epithelials (80%), CD4+Tcells (41%), Tregs (21%), Tumor/Epithelials (18%)",0.20028308563340408
29,GEP2,K29_GEP2,2,Bcells_CD19,"Bcells_CD19 (87%), Tumor/Epithelials (6%), Fibroblasts/Stromal (2%)",0.8145789101203115
29,GEP3,K29_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (1%), Fibroblasts/Stromal (1%)",0.9773531493276716
29,GEP4,K29_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (96%), Plasma_XBP1 (76%), Tumor/Epithelials (17%), Fibroblasts/Stromal (3%)",0.5987261146496816
29,GEP5,K29_GEP5,5,Tumor/Epithelials,"Tumor/Epithelials (96%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.937721160651097
29,GEP6,K29_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (94%), Fibroblasts/Stromal (3%), Endothelials (1%)",0.9094125973106865
29,GEP7,K29_GEP7,7,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (74%), Tumor/Epithelials (39%), Fibroblasts/Stromal (19%), Mac_C1Q_ZEB2 (16%)",0.19391365888181175
29,GEP8,K29_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (98%), Fibroblasts/Stromal (76%), Tumor/Epithelials (19%), Endothelials (3%)",0.5612172682236377
29,GEP9,K29_GEP9,9,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (70%), Tumor/Epithelials (24%), Endothelials (3%)",0.4621372965322009
29,GEP10,K29_GEP10,10,Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells,"Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells (65%), CD8+Tcells (33%), Tumor/Epithelials (25%), CD4+Tcells (8%)",0.07997169143665958
29,GEP11,K29_GEP11,11,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (94%), Tumor/Epithelials (45%), Fibroblasts/Stromal (25%), Endothelials (25%)",0.19391365888181178
29,GEP12,K29_GEP12,12,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (97%), Tumor/Epithelials (48%), Fibroblasts/Stromal (32%), Endothelials (16%)",0.15994338287331922
29,GEP13,K29_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (80%), Fibroblasts/Stromal (13%), Bcells_CD19 (3%)",0.6659589525831564
29,GEP14,K29_GEP14,14,Tumor/Epithelials,"Tumor/Epithelials (83%), Fibroblasts/Stromal (9%), Bcells_CD19 (3%)",0.7423920736022647
29,GEP15,K29_GEP15,15,Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19,"Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19 (73%), Tumor/Epithelials (33%), Plasma_XBP1 (29%), Bcells_CD19 (11%)",0.03892427459306441
29,GEP16,K29_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mast (81%), Tumor/Epithelials (65%), Fibroblasts/Stromal (10%), Mast (6%)",0.5477707006369427
29,GEP17,K29_GEP17,17,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19 (88%), Fibroblasts/Stromal (53%), Tumor/Epithelials (32%), Bcells_CD19 (3%)",0.21231422505307856
29,GEP18,K29_GEP18,18,Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19,"Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19 (74%), Plasma_XBP1 (35%), Tumor/Epithelials (29%), Bcells_CD19 (10%)",0.0573248407643312
29,GEP19,K29_GEP19,19,Tumor/Epithelials,"Tumor/Epithelials (81%), Fibroblasts/Stromal (8%), Bcells_CD19 (4%)",0.7282377919320595
29,GEP20,K29_GEP20,20,Tumor/Epithelials,"Tumor/Epithelials (71%), Fibroblasts/Stromal (10%), Bcells_CD19 (6%)",0.6114649681528662
29,GEP21,K29_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (82%), Tumor/Epithelials (58%), Fibroblasts/Stromal (17%), Bcells_CD19 (7%)",0.40976645435244163
29,GEP22,K29_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (90%), Tumor/Epithelials (72%), Fibroblasts/Stromal (15%), Bcells_CD19 (3%)",0.5640481245576787
29,GEP23,K29_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (79%), Tumor/Epithelials (55%), Fibroblasts/Stromal (13%), Plasma_XBP1 (10%)",0.418966737438075
29,GEP24,K29_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (77%), Tumor/Epithelials (48%), Fibroblasts/Stromal (19%), Bcells_CD19 (10%)",0.2929936305732484
29,GEP25,K29_GEP25,25,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (70%), Tumor/Epithelials (47%), Fibroblasts/Stromal (13%), Bcells_CD19 (10%)",0.3446567586694975
29,GEP26,K29_GEP26,26,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (62%), Fibroblasts/Stromal (18%), Bcells_CD19 (6%)",0.4409058740268932
29,GEP27,K29_GEP27,27,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (73%), Tumor/Epithelials (45%), Fibroblasts/Stromal (15%), Plasma_XBP1 (13%)",0.29511677282377924
29,GEP28,K29_GEP28,28,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (60%), Tumor/Epithelials (35%), Bcells_CD19 (13%), Plasma_XBP1 (11%)",0.2222222222222222
29,GEP29,K29_GEP29,29,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (71%), Tumor/Epithelials (48%), Plasma_XBP1 (12%), Fibroblasts/Stromal (11%)",0.36659589525831565
30,GEP1,K30_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (0%)",0.9667374380750178
30,GEP2,K30_GEP2,2,Mixed: CD4+Tcells/Tregs/Tumor/Epithelials,"Mixed: CD4+Tcells/Tregs/Tumor/Epithelials (77%), CD4+Tcells (39%), Tregs (20%), Tumor/Epithelials (18%)",0.18400566171266808
30,GEP3,K30_GEP3,3,Bcells_CD19,"Bcells_CD19 (87%), Tumor/Epithelials (6%), Fibroblasts/Stromal (2%)",0.8131634819532908
30,GEP4,K30_GEP4,4,Fibroblasts/Stromal,"Fibroblasts/Stromal (77%), Tumor/Epithelials (17%), Endothelials (5%)",0.6086341118188252
30,GEP5,K30_GEP5,5,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (98%), Fibroblasts/Stromal (38%), Tumor/Epithelials (34%), Endothelials (26%)",0.03467799009200284
30,GEP6,K30_GEP6,6,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (74%), Tumor/Epithelials (35%), Fibroblasts/Stromal (23%), Mac_C1Q_ZEB2 (16%)",0.11464968152866242
30,GEP7,K30_GEP7,7,Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells,"Mixed: CD8+Tcells/Tumor/Epithelials/CD4+Tcells (66%), CD8+Tcells (33%), Tumor/Epithelials (25%), CD4+Tcells (7%)",0.07572540693559798
30,GEP8,K30_GEP8,8,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (92%), Tumor/Epithelials (61%), Plasma_XBP1 (20%), Fibroblasts/Stromal (11%)",0.4140127388535032
30,GEP9,K30_GEP9,9,Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells,"Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells (74%), Tumor/Epithelials (54%), CD4+Tcells (12%), CD8+Tcells (9%)",0.4196744515215853
30,GEP10,K30_GEP10,10,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (91%), Plasma_XBP1 (69%), Tumor/Epithelials (13%), Fibroblasts/Stromal (9%)",0.556970983722576
30,GEP11,K30_GEP11,11,Tumor/Epithelials,"Tumor/Epithelials (77%), Fibroblasts/Stromal (12%), Endothelials (6%)",0.6510969568294409
30,GEP12,K30_GEP12,12,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (79%), Plasma_XBP1 (35%), Tumor/Epithelials (33%), Fibroblasts/Stromal (11%)",0.02264685067232841
30,GEP13,K30_GEP13,13,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (82%), Plasma_XBP1 (43%), Tumor/Epithelials (33%), Fibroblasts/Stromal (7%)",0.09907997169143667
30,GEP14,K30_GEP14,14,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (62%), Tumor/Epithelials (27%), Endothelials (7%)",0.3517338995046001
30,GEP15,K30_GEP15,15,Tumor/Epithelials,"Tumor/Epithelials (81%), Fibroblasts/Stromal (8%), Bcells_CD19 (5%)",0.7331917905166313
30,GEP16,K30_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (77%), Tumor/Epithelials (60%), Fibroblasts/Stromal (9%), Endothelials (7%)",0.5130927105449399
30,GEP17,K30_GEP17,17,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (9%), Endothelials (3%)",0.7317763623496107
30,GEP18,K30_GEP18,18,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (67%), Tumor/Epithelials (32%), Plasma_XBP1 (19%), Fibroblasts/Stromal (16%)",0.1259731068648266
30,GEP19,K30_GEP19,19,Tumor/Epithelials,"Tumor/Epithelials (76%), Fibroblasts/Stromal (12%), Bcells_CD19 (4%)",0.6411889596602973
30,GEP20,K30_GEP20,20,Tumor/Epithelials,"Tumor/Epithelials (77%), Fibroblasts/Stromal (12%), Endothelials (3%)",0.6440198159943383
30,GEP21,K30_GEP21,21,Tumor/Epithelials,"Tumor/Epithelials (76%), Fibroblasts/Stromal (7%), Bcells_CD19 (6%)",0.6914366595895258
30,GEP22,K30_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (90%), Tumor/Epithelials (70%), Fibroblasts/Stromal (16%), Bcells_CD19 (3%)",0.5442321302193913
30,GEP23,K30_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (76%), Tumor/Epithelials (47%), Fibroblasts/Stromal (23%), Bcells_CD19 (6%)",0.24769992922859163
30,GEP24,K30_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (64%), Fibroblasts/Stromal (17%), Bcells_CD19 (5%)",0.4692144373673036
30,GEP25,K30_GEP25,25,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (84%), Tumor/Epithelials (62%), Fibroblasts/Stromal (16%), Bcells_CD19 (6%)",0.4564755838641189
30,GEP26,K30_GEP26,26,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (76%), Tumor/Epithelials (54%), Plasma_XBP1 (13%), Fibroblasts/Stromal (8%)",0.40764331210191085
30,GEP27,K30_GEP27,27,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (71%), Tumor/Epithelials (48%), Plasma_XBP1 (12%), Fibroblasts/Stromal (10%)",0.36588818117480537
30,GEP28,K30_GEP28,28,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (78%), Tumor/Epithelials (47%), Fibroblasts/Stromal (23%), Bcells_CD19 (8%)",0.24274593064401984
30,GEP29,K30_GEP29,29,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (67%), Tumor/Epithelials (42%), Bcells_CD19 (13%), Plasma_XBP1 (12%)",0.28308563340410475
30,GEP30,K30_GEP30,30,Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19,"Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19 (75%), Tumor/Epithelials (58%), Plasma_XBP1 (8%), Bcells_CD19 (8%)",0.4961075725406936
