sample,K,gep,label,label_kind,whole_gep_ROGUE,whole_gep_n_cells,matched_n_cells,matched_frac,matched_ROGUE,contamination_delta
GSM4138120,13,1,Monocyte_family,family,0.898753974517315,511,490,0.958904109589041,0.9151799252438134,0.01642595072649844
GSM4138142,13,1,Monocyte_family,family,0.955448638690628,484,471,0.9731404958677686,0.9601353859053413,0.004686747214713294
GSM4138110,13,1,Monocyte_family,family,0.9638236131614044,460,457,0.9934782608695653,0.9665736922576369,0.002750079096232483
GSM4138140,13,1,Monocyte_family,family,0.9703429100826296,454,445,0.9801762114537445,0.9826955329522793,0.012352622869649665
GSM4138132,13,1,Monocyte_family,family,0.9728299710645985,419,414,0.9880668257756563,0.984274087268081,0.011444116203482513
GSM4138160,13,1,Monocyte_family,family,0.9393514338278183,413,399,0.9661016949152542,0.9660572021377315,0.026705768309913225
GSM4138134,13,2,Mono_CD16,specific,0.9555696063592363,402,132,0.3283582089552239,0.9695591587489021,0.013989552389665816
GSM4138123,13,4,Macrophage_family,family,0.7463504049327119,396,395,0.9974747474747475,0.7467313919430397,0.000380987010327849
GSM4138136,13,1,Monocyte_family,family,0.9621497611893006,384,372,0.96875,0.9754965207181238,0.013346759528823138
GSM4138138,13,1,Monocyte_family,family,0.9755994958497483,371,364,0.9811320754716981,0.9833285092484977,0.007729013398749429
GSM4138163,13,1,Monocyte_family,family,0.9561525632636788,345,336,0.9739130434782609,0.9634874805255598,0.007334917261880958
GSM4138125,13,8,Macrophage_family,family,0.7527579460283387,335,333,0.9940298507462687,0.7522833856843432,-0.0004745603439955115
GSM4138122,13,2,Mono_CD16,specific,0.9057210148164985,326,139,0.4263803680981595,0.9776116977859656,0.0718906829694671
GSM4138128,13,2,Mono_CD16,specific,0.9057210148164985,326,139,0.4263803680981595,0.9776116977859656,0.0718906829694671
GSM4138162,13,1,Monocyte_family,family,0.9671788597668937,317,309,0.9747634069400631,0.9748724164748763,0.007693556707982663
GSM4138135,13,4,Macrophage_family,family,0.7700675452133179,307,304,0.990228013029316,0.7739741962325709,0.003906651019253027
GSM4138130,13,1,Monocyte_family,family,0.9565651612784047,300,289,0.9633333333333334,0.9818551737723974,0.025290012493992653
GSM4138152,13,1,Monocyte_family,family,0.9410014769400854,297,283,0.9528619528619529,0.9503377362165849,0.009336259276499503
GSM4138154,13,1,Monocyte_family,family,0.9049546515737832,289,269,0.9307958477508651,0.9463368326881778,0.04138218111439462
GSM4138146,13,2,Mono_CD16,specific,0.9289540883838,289,200,0.6920415224913494,0.9622686828921565,0.0333145945083565
GSM4138130,13,2,Mono_CD16,specific,0.936200783979712,281,116,0.4128113879003559,0.9812775037239836,0.04507671974427163
GSM4138165,13,1,Monocyte_family,family,0.9526684012866887,267,257,0.9625468164794008,0.9802228306394676,0.027554429352778853
GSM4138118,13,1,Monocyte_family,family,0.9268749896654669,266,258,0.9699248120300752,0.931955169104729,0.005080179439262089
GSM4138156,13,2,Mono_CD16,specific,0.945417572940716,256,150,0.5859375,0.9674540600296433,0.022036487088927248
GSM4138166,13,1,Monocyte_family,family,0.9606912844772857,249,238,0.9558232931726908,0.9806735065347532,0.01998222205746747
GSM4138136,13,2,Mono_CD16,specific,0.9251646870637454,246,110,0.44715447154471544,0.978914746972955,0.05375005990920956
GSM4138140,13,2,Mono_CD16,specific,0.9368059644640493,235,77,0.3276595744680851,0.9699730019986887,0.033167037534639454
GSM4138114,13,1,Monocyte_family,family,0.9509721115013868,230,218,0.9478260869565217,0.984044049078469,0.033071937577082156
GSM4138137,13,4,Macrophage_family,family,0.8221053806186662,230,229,0.9956521739130435,0.8239848553365872,0.001879474717920937
GSM4138124,13,1,Monocyte_family,family,0.9824067830841741,229,229,1.0,0.9824067830841741,0.0
GSM4138158,13,1,Monocyte_family,family,0.9634719548477954,218,210,0.963302752293578,0.975597513475783,0.012125558627987698
GSM4138132,13,2,Mono_CD16,specific,0.9513213706100166,215,58,0.26976744186046514,0.9814133723188372,0.030092001708820537
GSM4138128,13,1,Monocyte_family,family,0.976940898473096,211,198,0.9383886255924171,0.991519105114178,0.014578206641082003
GSM4138167,13,1,Monocyte_family,family,0.9824092598299118,211,209,0.990521327014218,0.9858036482210235,0.0033943883911117245
GSM4138122,13,1,Monocyte_family,family,0.976940898473096,211,198,0.9383886255924171,0.991519105114178,0.014578206641082003
GSM4138141,13,1,Monocyte_family,family,0.9060730523630909,208,194,0.9326923076923077,0.9304315582450421,0.02435850588195121
GSM4138166,13,2,Mono_CD16,specific,0.9254198895181686,203,117,0.5763546798029556,0.9621941145544404,0.03677422503627181
GSM4138138,13,2,Mono_CD16,specific,0.9511591255886162,200,112,0.56,0.9668810029523296,0.015721877363713443
GSM4138142,13,2,Mono_CD16,specific,0.947239917708687,197,108,0.5482233502538071,0.9665257719433304,0.019285854234643462
GSM4138155,13,3,DC_family,family,0.7089471511192971,190,149,0.7842105263157895,0.7350172381248784,0.026070087005581333
GSM4138145,13,3,DC_family,family,0.7529662578269433,189,179,0.9470899470899471,0.7473263065049742,-0.005639951321969039
GSM4138145,13,1,Monocyte_family,family,0.8545983959082528,186,142,0.7634408602150538,0.9169610463031658,0.062362650394912955
GSM4138112,13,1,Monocyte_family,family,0.9587812895740635,184,177,0.9619565217391305,0.9902895971005428,0.03150830752647926
GSM4138112,13,2,Mono_CD16,specific,0.914159614990162,165,95,0.5757575757575758,0.9618001923997429,0.04764057740958094
GSM4138155,13,1,Monocyte_family,family,0.8369994000149978,164,146,0.8902439024390244,0.8548762380929362,0.017876838077938384
GSM4138165,13,2,Mono_CD16,specific,0.8988516692762344,162,93,0.5740740740740741,0.9446544771791544,0.04580280790292002
GSM4138146,13,1,Monocyte_family,family,0.9473344042730055,161,152,0.9440993788819876,0.9721716283164202,0.024837224043414707
GSM4138110,13,2,Mono_CD16,specific,0.9222028464616959,161,78,0.484472049689441,0.97761328954427,0.055410443082574035
GSM4138144,13,1,Monocyte_family,family,0.9496769213849405,160,142,0.8875,0.9678892069388371,0.018212285553896534
GSM4138162,13,2,Mono_CD16,specific,0.9108781535887733,146,63,0.4315068493150685,0.9689990847188696,0.05812093113009631
GSM4138152,13,2,Mono_CD16,specific,0.9219681967952902,145,89,0.6137931034482759,0.9413199538988823,0.01935175710359216
GSM4138127,13,1,Monocyte_family,family,0.9294991787948099,128,109,0.8515625,0.9383876875074729,0.008888508712663001
GSM4138117,13,1,Monocyte_family,family,0.8461506283902052,127,88,0.6929133858267716,0.9109291143230678,0.06477848593286262
GSM4138150,13,1,Monocyte_family,family,0.9531692135789532,124,119,0.9596774193548387,0.9703727444940512,0.017203530915097964
GSM4138139,13,1,Monocyte_family,family,0.8893222366632249,118,77,0.652542372881356,0.9257743753905173,0.03645213872729247
GSM4138135,13,1,Monocyte_family,family,0.9236183656612719,118,57,0.4830508474576271,0.9772061406952075,0.053587775033935636
GSM4138167,13,2,Mono_CD16,specific,0.909430464801309,116,29,0.25,0.9625303423920475,0.05309987759073853
GSM4138137,13,1,Monocyte_family,family,0.9148633748979136,115,49,0.4260869565217391,0.9721448777860793,0.05728150288816569
GSM4138144,13,2,Mono_CD16,specific,0.927765175482923,112,64,0.5714285714285714,0.9749122264211482,0.04714705093822513
GSM4138131,13,6,DC_pDC,specific,0.9051170331450963,111,106,0.954954954954955,0.9185940501920142,0.01347701704691795
GSM4138124,13,2,Mono_CD16,specific,0.9084742898658345,108,48,0.4444444444444444,0.969665210227224,0.06119092036138951
GSM4138114,13,2,Mono_CD16,specific,0.8940695725077482,107,60,0.5607476635514018,0.9638175783207804,0.0697480058130322
GSM4138161,13,6,DC_pDC,specific,0.8669479000470499,107,106,0.9906542056074766,0.8573154205164121,-0.009632479530637839
GSM4138148,13,1,Monocyte_family,family,0.9472388843963009,107,100,0.9345794392523364,0.982690512190985,0.03545162779468414
GSM4138161,13,3,DC_family,family,0.7486235949958235,106,91,0.8584905660377359,0.7604049538982101,0.011781358902386518
GSM4138143,13,3,DC_family,family,0.7629980808385337,105,84,0.8,0.815032523440651,0.052034442602117315
GSM4138131,13,4,Macrophage_family,family,0.826134433367845,103,84,0.8155339805825242,0.8278185330470681,0.0016840996792231167
GSM4138161,13,1,Monocyte_family,family,0.8933179358356652,100,87,0.87,0.8985041303742566,0.005186194538591371
GSM4138141,13,3,DC_family,family,0.8188426081377531,100,82,0.82,0.8619934556524887,0.043150847514735635
GSM4138164,13,1,Monocyte_family,family,0.9723886827775335,90,88,0.9777777777777777,0.9801412957445363,0.007752612967002803
GSM4138139,13,4,Macrophage_family,family,0.8251972689098394,88,88,1.0,0.8251972689098394,0.0
GSM4138126,13,2,Mono_CD16,specific,0.959853818083607,87,23,0.26436781609195403,1.0,0.040146181916392965
GSM4138139,13,8,Macrophage_family,family,0.7771115965647101,86,83,0.9651162790697675,0.7771042001756052,-7.396389104852297e-06
GSM4138125,13,1,Monocyte_family,family,0.9392396968895603,86,77,0.8953488372093024,0.9705920034819351,0.03135230659237476
GSM4138137,13,8,Macrophage_family,family,0.8205448945769171,84,84,1.0,0.8205448945769171,0.0
GSM4138115,13,3,DC_family,family,0.8219879025377599,83,73,0.8795180722891566,0.831069958907355,0.009082056369595137
GSM4138133,13,3,DC_family,family,0.8737755582034263,81,60,0.7407407407407407,0.8650869219838562,-0.008688636219570167
GSM4138143,13,1,Monocyte_family,family,0.87408426825541,78,55,0.7051282051282052,0.9268151834361955,0.05273091518078554
GSM4138111,13,3,DC_family,family,0.8052502457668066,77,56,0.7272727272727273,0.8328515197911698,0.027601274024363187
GSM4138120,13,2,Mono_CD16,specific,0.9172179113831989,76,24,0.3157894736842105,0.9596757142031672,0.04245780281996836
GSM4138129,13,1,Monocyte_family,family,0.9360462674376772,72,61,0.8472222222222222,0.9524591807766943,0.016412913339017177
GSM4138141,13,6,DC_pDC,specific,0.9165508686482305,72,72,1.0,0.9165508686482305,0.0
GSM4138131,13,3,DC_family,family,0.8638820798789619,71,51,0.7183098591549296,0.8655075755194304,0.0016254956404684329
GSM4138133,13,4,Macrophage_family,family,0.8187510221435998,70,66,0.9428571428571428,0.8208536210121572,0.0021025988685573482
GSM4138155,13,8,Macrophage_family,family,0.7461020515003864,70,70,1.0,0.7461020515003864,0.0
GSM4138163,13,2,Mono_CD16,specific,0.9425835669701786,67,23,0.34328358208955223,0.9838436758508947,0.04126010888071607
GSM4138131,13,1,Monocyte_family,family,0.938373115310089,67,60,0.8955223880597015,0.9385173174746007,0.00014420216451160872
GSM4138160,13,2,Mono_CD16,specific,0.9601998808485407,66,36,0.5454545454545454,0.9900033659049698,0.029803485056429158
GSM4138111,13,6,DC_pDC,specific,0.8970584604838131,64,64,1.0,0.8970584604838131,0.0
GSM4138150,13,2,Mono_CD16,specific,0.9242305572471121,64,35,0.546875,0.9785444665693842,0.05431390932227209
GSM4138131,13,10,DC_family,family,0.8698342079353883,63,62,0.9841269841269841,0.8697452076506282,-8.900028476011013e-05
GSM4138141,13,2,Mono_CD16,specific,0.9670839416862131,62,29,0.46774193548387094,0.9795622594124764,0.012478317726263288
GSM4138137,13,3,DC_family,family,0.8433253183338716,61,18,0.29508196721311475,0.9045291579820232,0.06120383964815157
GSM4138139,13,11,Mast,specific,0.966827109414383,59,59,1.0,0.966827109414383,0.0
GSM4138139,13,3,DC_family,family,0.8824738013289517,58,44,0.7586206896551724,0.91228871183261,0.029814910503658254
GSM4138117,13,4,Macrophage_family,family,0.8524544297806724,57,57,1.0,0.8524544297806724,0.0
GSM4138164,13,2,Mono_CD16,specific,0.9330072362559443,56,21,0.375,0.9829393430119403,0.04993210675599602
GSM4138113,13,1,Monocyte_family,family,0.9233613643979112,55,52,0.9454545454545454,0.9369746226440846,0.013613258246173432
GSM4138157,13,3,DC_family,family,0.7916267332641858,55,39,0.7090909090909091,0.8868953799477981,0.09526864668361235
GSM4138148,13,2,Mono_CD16,specific,0.9226793120388355,54,34,0.6296296296296297,0.9692635348384981,0.04658422279966268
GSM4138141,13,10,DC_family,family,0.8827440521678653,53,53,1.0,0.8827440521678653,0.0
GSM4138154,13,2,Mono_CD16,specific,0.9473208759634055,52,30,0.5769230769230769,0.951042806610867,0.0037219306474615133
GSM4138141,13,4,Macrophage_family,family,0.8932614228700199,51,47,0.9215686274509803,0.888701721531993,-0.004559701338026856
GSM4138155,13,6,DC_pDC,specific,0.9011069531084976,51,50,0.9803921568627451,0.9062361607604512,0.005129207651953571
GSM4138111,13,1,Monocyte_family,family,0.8835545445269479,50,38,0.76,0.8787653579481318,-0.004789186578816107
GSM4138123,13,6,DC_pDC,specific,0.9508575041839805,48,48,1.0,0.9508575041839805,0.0
GSM4138135,13,3,DC_family,family,0.8715458047716546,48,19,0.3958333333333333,0.9134610109205666,0.04191520614891209
GSM4138159,13,3,DC_family,family,0.8221683201176513,48,38,0.7916666666666666,0.8237717741498397,0.0016034540321884228
GSM4138111,13,2,Mono_CD16,specific,0.8863581359224489,47,28,0.5957446808510638,0.909342322893809,0.022984186971360065
GSM4138123,13,3,DC_family,family,0.7535894312770938,46,36,0.782608695652174,0.8063788391672674,0.05278940789017361
GSM4138143,13,6,DC_pDC,specific,0.9295762244202338,46,46,1.0,0.9295762244202338,0.0
GSM4138121,13,1,Monocyte_family,family,0.925261617228091,46,37,0.8043478260869565,0.9424111719802901,0.017149554752199148
GSM4138158,13,2,Mono_CD16,specific,0.9746002240330242,45,19,0.4222222222222222,0.9852479955603701,0.010647771527345973
GSM4138145,13,6,DC_pDC,specific,0.945258029964264,45,45,1.0,0.945258029964264,0.0
GSM4138143,13,2,Mono_CD16,specific,0.9549806369356806,44,13,0.29545454545454547,,
GSM4138119,13,1,Monocyte_family,family,0.8824380198829792,44,37,0.8409090909090909,0.9315536194769442,0.04911559959396494
GSM4138129,13,8,Macrophage_family,family,0.875590907808813,42,42,1.0,0.875590907808813,0.0
GSM4138143,13,10,DC_family,family,0.8539487688654224,42,42,1.0,0.8539487688654224,0.0
GSM4138145,13,2,Mono_CD16,specific,0.9802384907154091,41,12,0.2926829268292683,,
GSM4138131,13,2,Mono_CD16,specific,0.9485262396823262,39,5,0.1282051282051282,,
GSM4138159,13,1,Monocyte_family,family,0.9585261368230338,37,31,0.8378378378378378,0.9591096792814161,0.0005835424583823245
GSM4138135,13,8,Macrophage_family,family,0.8644888428593983,36,36,1.0,0.8644888428593983,0.0
GSM4138129,13,4,Macrophage_family,family,0.9046820636611801,35,35,1.0,0.9046820636611801,0.0
GSM4138125,13,4,Macrophage_family,family,0.9100997990594014,35,35,1.0,0.9100997990594014,0.0
GSM4138157,13,1,Monocyte_family,family,0.9450667062653103,33,21,0.6363636363636364,0.983457619209122,0.038390912943811695
GSM4138113,13,6,DC_pDC,specific,0.9360748270364975,33,33,1.0,0.9360748270364975,0.0
GSM4138139,13,2,Mono_CD16,specific,0.9731249033245186,32,10,0.3125,,
GSM4138143,13,11,Mast,specific,0.9748135904112316,31,31,1.0,0.9748135904112316,0.0
GSM4138133,13,1,Monocyte_family,family,0.959901103502346,31,12,0.3870967741935484,,
GSM4138147,13,6,DC_pDC,specific,0.935324749011505,31,31,1.0,0.935324749011505,0.0
GSM4138119,13,3,DC_family,family,0.7801946555881141,31,19,0.6129032258064516,0.9295676512830765,0.14937299569496243
GSM4138135,13,10,DC_family,family,0.9258735720252302,30,30,1.0,0.9258735720252302,0.0
GSM4138127,13,6,DC_pDC,specific,0.9419975452784044,29,27,0.9310344827586207,0.9538411986320278,0.011843653353623362
GSM4138113,13,3,DC_family,family,0.8761140116452608,28,28,1.0,0.8761140116452608,0.0
GSM4138111,13,11,Mast,specific,0.9050661191766445,28,28,1.0,0.9050661191766445,0.0
GSM4138155,13,4,Macrophage_family,family,0.9121517566245125,28,27,0.9642857142857143,0.9278292592384882,0.015677502613975713
GSM4138125,13,3,DC_family,family,0.9112837803921331,27,15,0.5555555555555556,0.9559473606852438,0.04466358029311068
GSM4138129,13,3,DC_family,family,0.9137371452011515,27,20,0.7407407407407407,0.9773750861544296,0.06363794095327813
GSM4138117,13,3,DC_family,family,0.9267430252279545,27,25,0.9259259259259259,0.9320020172135487,0.005258991985594208
GSM4138127,13,8,Macrophage_family,family,0.9559325492496658,26,25,0.9615384615384616,0.9554454749625706,-0.0004870742870951572
GSM4138123,13,1,Monocyte_family,family,0.9686837321028409,25,20,0.8,0.9659755258039705,-0.0027082062988703637
GSM4138144,13,3,DC_family,family,0.9686409766635881,25,25,1.0,0.9686409766635881,0.0
GSM4138129,13,6,DC_pDC,specific,0.9868286715955322,25,25,1.0,0.9868286715955322,0.0
GSM4138135,13,2,Mono_CD16,specific,0.9833249787811448,25,3,0.12,,
GSM4138112,13,6,DC_pDC,specific,0.9670409840078681,25,25,1.0,0.9670409840078681,0.0
GSM4138137,13,2,Mono_CD16,specific,0.9803397500347825,24,2,0.08333333333333333,,
GSM4138119,13,8,Macrophage_family,family,0.8753207951473829,24,24,1.0,0.8753207951473829,0.0
GSM4138153,13,3,DC_family,family,0.922645268527941,23,18,0.782608695652174,0.932579393213612,0.009934124685671009
GSM4138113,13,2,Mono_CD16,specific,0.9417161774850462,23,12,0.5217391304347826,,
GSM4138155,13,10,DC_family,family,0.9283079458378963,23,23,1.0,0.9283079458378963,0.0
GSM4138160,13,6,DC_pDC,specific,0.980833886723325,23,23,1.0,0.980833886723325,0.0
GSM4138162,13,3,DC_family,family,0.9884703085427223,22,22,1.0,0.9884703085427223,0.0
GSM4138139,13,6,DC_pDC,specific,0.9506174967437965,22,22,1.0,0.9506174967437965,0.0
GSM4138139,13,10,DC_family,family,0.9422756010989471,22,22,1.0,0.9422756010989471,0.0
GSM4138133,13,6,DC_pDC,specific,0.9780104357713506,21,21,1.0,0.9780104357713506,0.0
GSM4138120,13,3,DC_family,family,0.9675202675594767,21,21,1.0,0.9675202675594767,0.0
GSM4138116,13,2,Mono_CD16,specific,0.9842694746206083,21,15,0.7142857142857143,0.9836055443637416,-0.0006639302568667294
GSM4138121,13,3,DC_family,family,0.9265345689753285,21,15,0.7142857142857143,0.9479225766605021,0.02138800768517357
GSM4138123,13,10,DC_family,family,0.9565098966662946,21,20,0.9523809523809523,0.9560392840687579,-0.0004706125975366682
GSM4138135,13,11,Mast,specific,1.0,21,21,1.0,1.0,0.0
GSM4138128,13,6,DC_pDC,specific,0.9782659584116306,20,20,1.0,0.9782659584116306,0.0
GSM4138115,13,10,DC_family,family,0.9593305446031526,20,19,0.95,0.959043731436514,-0.0002868131666385887
GSM4138110,13,6,DC_pDC,specific,0.9697106021963595,20,20,1.0,0.9697106021963595,0.0
GSM4138122,13,6,DC_pDC,specific,0.9782659584116306,20,20,1.0,0.9782659584116306,0.0
GSM4138152,13,3,DC_family,family,0.9745412407235607,20,20,1.0,0.9745412407235607,0.0
GSM4138168,13,6,DC_pDC,specific,0.9457890908623999,20,20,1.0,0.9457890908623999,0.0
GSM4138135,13,6,DC_pDC,specific,0.9592348250153161,19,17,0.8947368421052632,0.9787886250594097,0.019553800044093572
GSM4138133,13,10,DC_family,family,0.880236894807487,19,19,1.0,0.880236894807487,0.0
GSM4138118,13,2,Mono_CD16,specific,0.989744282581234,19,6,0.3157894736842105,,
GSM4138115,13,6,DC_pDC,specific,0.9816087420119992,19,19,1.0,0.9816087420119992,0.0
GSM4138155,13,11,Mast,specific,0.9381206978557273,19,19,1.0,0.9381206978557273,0.0
GSM4138127,13,3,DC_family,family,0.9725300008517392,18,16,0.8888888888888888,1.0,0.02746999914826076
GSM4138131,13,11,Mast,specific,0.9764376533440459,18,18,1.0,0.9764376533440459,0.0
GSM4138145,13,10,DC_family,family,0.9782002683833607,18,18,1.0,0.9782002683833607,0.0
GSM4138171,13,3,DC_family,family,1.0,18,15,0.8333333333333334,1.0,0.0
GSM4138172,13,3,DC_family,family,0.9756177055008699,18,15,0.8333333333333334,0.9858294555488663,0.010211750047996349
GSM4138137,13,10,DC_family,family,0.9504246980059807,17,16,0.9411764705882353,0.948549955779736,-0.00187474222624473
GSM4138162,13,6,DC_pDC,specific,0.9897606953288196,17,17,1.0,0.9897606953288196,0.0
GSM4138154,13,3,DC_family,family,0.9579609715788284,17,17,1.0,0.9579609715788284,0.0
GSM4138130,13,6,DC_pDC,specific,0.9928521640048311,17,17,1.0,0.9928521640048311,0.0
GSM4138121,13,6,DC_pDC,specific,0.975345479450801,16,12,0.75,,
GSM4138157,13,6,DC_pDC,specific,0.978093154163344,16,16,1.0,0.978093154163344,0.0
GSM4138163,13,6,DC_pDC,specific,0.9941087355013785,16,16,1.0,0.9941087355013785,0.0
GSM4138133,13,2,Mono_CD16,specific,1.0,15,1,0.06666666666666667,,
GSM4138159,13,4,Macrophage_family,family,0.9724161174370887,15,15,1.0,0.9724161174370887,0.0
GSM4138129,13,2,Mono_CD16,specific,0.9857831999683292,15,3,0.2,,
GSM4138147,13,3,DC_family,family,0.9840307386621786,15,13,0.8666666666666667,,
GSM4138155,13,2,Mono_CD16,specific,1.0,15,6,0.4,,
GSM4138161,13,2,Mono_CD16,specific,0.9778744371708029,15,9,0.6,,
GSM4138148,13,3,DC_family,family,0.9935131467076675,15,15,1.0,0.9935131467076675,0.0
GSM4138117,13,11,Mast,specific,0.9848958966969695,15,15,1.0,0.9848958966969695,0.0
GSM4138117,13,2,Mono_CD16,specific,0.9877302514675109,15,5,0.3333333333333333,,
GSM4138151,13,6,DC_pDC,specific,0.9806392337550041,15,15,1.0,0.9806392337550041,0.0
GSM4138134,14,1,Monocyte_family,family,0.9816698710916228,807,801,0.9925650557620818,0.9868380555153741,0.005168184423751221
GSM4138116,14,1,Monocyte_family,family,0.9471869857456008,679,678,0.9985272459499264,0.951475086942957,0.004288101197356231
GSM4138126,14,1,Monocyte_family,family,0.9717670567844249,664,654,0.9849397590361446,0.9800386758175089,0.008271619033084043
GSM4138156,14,1,Monocyte_family,family,0.9534152590747456,654,626,0.9571865443425076,0.9657976779994351,0.012382418924689498
GSM4138120,14,1,Monocyte_family,family,0.898753974517315,511,490,0.958904109589041,0.9151799252438134,0.01642595072649844
GSM4138142,14,1,Monocyte_family,family,0.9540561807656042,479,465,0.9707724425887265,0.960454152374222,0.006397971608617881
GSM4138110,14,1,Monocyte_family,family,0.9638236131614044,460,457,0.9934782608695653,0.9665736922576369,0.002750079096232483
GSM4138140,14,1,Monocyte_family,family,0.9653630651693114,453,442,0.9757174392935982,0.9827579662990483,0.01739490112973696
GSM4138132,14,1,Monocyte_family,family,0.9730765167698968,417,412,0.988009592326139,0.9846347307364515,0.011558213966554653
GSM4138160,14,1,Monocyte_family,family,0.9392416750870133,412,398,0.9660194174757282,0.9661973521019568,0.026955677014943502
GSM4138134,14,2,Mono_CD16,specific,0.9556938005372968,404,132,0.32673267326732675,0.9695591587489021,0.013865358211605283
GSM4138123,14,4,Macrophage_family,family,0.7477604622447382,398,397,0.9974874371859297,0.7481478083846865,0.0003873461399482858
GSM4138136,14,1,Monocyte_family,family,0.9600140520647057,384,371,0.9661458333333334,0.974674985195853,0.014660933131147358
GSM4138138,14,1,Monocyte_family,family,0.9745039307016317,371,364,0.9811320754716981,0.9831921982012075,0.008688267499575852
GSM4138125,14,8,Macrophage_family,family,0.758037993846357,338,337,0.9970414201183432,0.7575777226342475,-0.0004602712121094532
GSM4138163,14,1,Monocyte_family,family,0.9571660852429915,337,330,0.9792284866468842,0.9624483116517839,0.00528222640879239
GSM4138128,14,2,Mono_CD16,specific,0.910869626641033,326,139,0.4263803680981595,0.9776116977859656,0.06674207114493258
GSM4138122,14,2,Mono_CD16,specific,0.910869626641033,326,139,0.4263803680981595,0.9776116977859656,0.06674207114493258
GSM4138135,14,4,Macrophage_family,family,0.7701670404649485,307,304,0.990228013029316,0.7760596536567769,0.005892613191828322
GSM4138162,14,1,Monocyte_family,family,0.9788356794841855,303,294,0.9702970297029703,0.9699807658435421,-0.008854913640643391
GSM4138130,14,1,Monocyte_family,family,0.9556193347590658,297,286,0.9629629629629629,0.9814636588137533,0.025844324054687506
GSM4138152,14,1,Monocyte_family,family,0.9419831871496142,294,281,0.95578231292517,0.9530237860769682,0.011040598927354095
GSM4138146,14,2,Mono_CD16,specific,0.9291080026310379,290,200,0.6896551724137931,0.9622686828921565,0.033160680261118625
GSM4138154,14,1,Monocyte_family,family,0.9049546515737832,289,269,0.9307958477508651,0.9463368326881778,0.04138218111439462
GSM4138130,14,2,Mono_CD16,specific,0.9376730035588059,283,116,0.4098939929328622,0.9812775037239836,0.043604500165177695
GSM4138165,14,1,Monocyte_family,family,0.9504422910963601,268,257,0.9589552238805971,0.9802228306394676,0.029780539543107443
GSM4138118,14,1,Monocyte_family,family,0.9234079626022533,259,251,0.9691119691119691,0.9315344487095446,0.008126486107291275
GSM4138156,14,2,Mono_CD16,specific,0.9312956430860473,250,150,0.6,0.9674540600296433,0.036158416943596006
GSM4138166,14,1,Monocyte_family,family,0.9612724454077195,247,236,0.9554655870445344,0.9808316484155827,0.01955920300786318
GSM4138136,14,2,Mono_CD16,specific,0.9248283996185833,245,110,0.4489795918367347,0.978914746972955,0.05408634735437168
GSM4138140,14,2,Mono_CD16,specific,0.9402902213470635,235,77,0.3276595744680851,0.9699730019986887,0.029682780651625218
GSM4138114,14,1,Monocyte_family,family,0.9497760389103287,232,218,0.9396551724137931,0.984044049078469,0.034268010168140295
GSM4138124,14,1,Monocyte_family,family,0.981814078347176,230,230,1.0,0.981814078347176,0.0
GSM4138137,14,4,Macrophage_family,family,0.8253570409872053,224,223,0.9955357142857143,0.8262861244711086,0.0009290834839033035
GSM4138158,14,1,Monocyte_family,family,0.9634719548477954,218,210,0.963302752293578,0.975597513475783,0.012125558627987698
GSM4138132,14,2,Mono_CD16,specific,0.9495921024757323,217,58,0.2672811059907834,0.9814133723188372,0.03182126984310485
GSM4138167,14,1,Monocyte_family,family,0.9708891768906727,210,205,0.9761904761904762,0.9851549756939636,0.01426579880329093
GSM4138166,14,2,Mono_CD16,specific,0.9189527776117754,206,117,0.5679611650485437,0.9621941145544404,0.043241336942664965
GSM4138128,14,1,Monocyte_family,family,0.9750620289840459,205,192,0.9365853658536586,0.9928395417734183,0.01777751278937234
GSM4138122,14,1,Monocyte_family,family,0.9750620289840459,205,192,0.9365853658536586,0.9928395417734183,0.01777751278937234
GSM4138142,14,2,Mono_CD16,specific,0.9389222093654435,204,108,0.5294117647058824,0.9665257719433304,0.027603562577886986
GSM4138141,14,1,Monocyte_family,family,0.9227590590572979,203,190,0.9359605911330049,0.9320227231726277,0.00926366411532975
GSM4138138,14,2,Mono_CD16,specific,0.9512848380796197,200,112,0.56,0.9668810029523296,0.015596164872709872
GSM4138112,14,1,Monocyte_family,family,0.9560656042919441,185,177,0.9567567567567568,0.9902895971005428,0.03422399280859867
GSM4138145,14,1,Monocyte_family,family,0.8524061454351264,181,137,0.7569060773480663,0.9214686648512053,0.06906251941607888
GSM4138145,14,3,DC_family,family,0.7635287790397172,167,162,0.9700598802395209,0.7726167677569639,0.009087988717246698
GSM4138112,14,2,Mono_CD16,specific,0.9199645630310206,163,95,0.5828220858895705,0.9618001923997429,0.041835629368722316
GSM4138155,14,3,DC_family,family,0.7209680474448036,162,144,0.8888888888888888,0.7329747726730743,0.012006725228270732
GSM4138110,14,2,Mono_CD16,specific,0.9222028464616959,161,78,0.484472049689441,0.97761328954427,0.055410443082574035
GSM4138162,14,2,Mono_CD16,specific,0.9080476821919715,161,63,0.391304347826087,0.9689990847188696,0.060951402526898124
GSM4138165,14,2,Mono_CD16,specific,0.929626038168877,160,93,0.58125,0.9446544771791544,0.015028439010277395
GSM4138144,14,1,Monocyte_family,family,0.9428714601487435,160,141,0.88125,0.9678115279550785,0.024940067806335064
GSM4138146,14,1,Monocyte_family,family,0.9472615859273164,160,151,0.94375,0.9682928184325297,0.021031232505213326
