sample,K,gep,label,label_kind,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,recommendation
GSM4138162,7,6,DC_pDC,specific,0.9897606953288196,17,0.9897606953288196,0.0,tie
GSM4138121,7,4,Ambiguous/Mixed,ambiguous,0.9284928531867128,17,,,ambiguous
GSM4138130,7,6,DC_pDC,specific,0.9652784490766921,17,0.9639490407838097,0.001329408292882417,tie
GSM4138157,7,6,DC_pDC,specific,0.978093154163344,16,0.9771060119735836,0.0009871421897603705,tie
GSM4138129,7,4,Ambiguous/Mixed,ambiguous,0.9701743087378052,16,,,ambiguous
GSM4138163,7,6,DC_pDC,specific,0.9941087355013785,16,0.9858316108356697,0.008277124665708735,tie
GSM4138145,7,3,Macrophage_family,family,1.0,16,0.8162928621790009,0.18370713782099912,purer
GSM4138121,7,3,Macrophage_family,family,0.9498235871955446,15,0.7061923152542848,0.24363127194125977,purer
GSM4138134,7,6,DC_pDC,specific,0.9856991785152992,15,0.9856991785152992,0.0,tie
GSM4138117,7,7,Mast,specific,0.9848958966969695,15,0.9848958966969695,0.0,tie
GSM4138151,7,6,DC_pDC,specific,0.9806392337550041,15,0.9806392337550041,0.0,tie
GSM4138152,7,2,DC_family,family,0.9905377356009475,15,0.9275689836639187,0.06296875193702878,purer
GSM4138147,7,2,DC_family,family,0.9840307386621786,15,,,no_baseline
GSM4138134,8,1,Mono_CD14_ID1,specific,0.9561562126178971,1213,,,no_baseline
GSM4138156,8,1,Mono_CD14_ID1,specific,0.9057935180236475,912,,,no_baseline
GSM4138126,8,1,Mono_CD14_ID1,specific,0.9549444876876225,757,,,no_baseline
GSM4138116,8,1,Mono_CD14_ID1,specific,0.9303430193458323,701,,,no_baseline
GSM4138140,8,1,Mono_CD14_ID1,specific,0.922601387293611,692,,,no_baseline
GSM4138142,8,1,Mono_CD14_ID1,specific,0.9099268124169119,686,0.9672045977511199,-0.05727778533420802,less_pure
GSM4138132,8,1,Mono_CD14_ID1,specific,0.936207788198537,641,,,no_baseline
GSM4138136,8,1,Mono_CD14_ID1,specific,0.911325329709356,634,,,no_baseline
GSM4138110,8,1,Mono_CD14_ID1,specific,0.9166625949074731,625,,,no_baseline
GSM4138120,8,1,Mono_CD14_ID1,specific,0.8739225499269356,591,0.9143636094168758,-0.040441059489940145,tie
GSM4138130,8,1,Mono_CD14_ID1,specific,0.923439792533927,584,,,no_baseline
GSM4138138,8,1,Mono_CD14_ID1,specific,0.90393497044711,573,,,no_baseline
GSM4138128,8,1,Mono_CD14_ID1,specific,0.8959558474415688,535,,,no_baseline
GSM4138122,8,1,Mono_CD14_ID1,specific,0.8959558474415688,535,,,no_baseline
GSM4138160,8,1,Mono_CD14_ID1,specific,0.9194571607494754,481,,,no_baseline
GSM4138162,8,1,Mono_CD14_ID1,specific,0.9205112601574489,467,,,no_baseline
GSM4138166,8,1,Mono_CD14_ID1,specific,0.9007023458285124,458,,,no_baseline
GSM4138146,8,1,Mono_CD14_ID1,specific,0.8998833118367539,455,,,no_baseline
GSM4138152,8,1,Mono_CD14_ID1,specific,0.9018983641004333,447,0.9520007247267991,-0.05010236062636575,less_pure
GSM4138165,8,1,Mono_CD14_ID1,specific,0.911111095348856,433,,,no_baseline
GSM4138123,8,3,Macrophage_family,family,0.7498631647539007,422,0.7056844211043604,0.04417874364954033,tie
GSM4138163,8,1,Mono_CD14_ID1,specific,0.918019092008881,415,,,no_baseline
GSM4138112,8,1,Mono_CD14_ID1,specific,0.9047463027850867,349,,,no_baseline
GSM4138154,8,1,Mono_CD14_ID1,specific,0.8796474224109901,346,0.943462555263132,-0.06381513285214191,less_pure
GSM4138114,8,1,Mono_CD14_ID1,specific,0.9085553567196336,344,,,no_baseline
GSM4138124,8,1,Mono_CD14_ID1,specific,0.9237456780946116,339,,,no_baseline
GSM4138167,8,1,Mono_CD14_ID1,specific,0.8982685146912551,336,,,no_baseline
GSM4138125,8,7,Macrophage_family,family,0.7584126640393274,332,0.7439021951733407,0.014510468865986725,tie
GSM4138135,8,3,Macrophage_family,family,0.7684374588995865,299,0.6821237468466982,0.08631371205288829,purer
GSM4138141,8,1,Mono_CD14_ID1,specific,0.8966669389235868,292,,,no_baseline
GSM4138118,8,1,Mono_CD14_ID1,specific,0.9022237135692892,288,0.9335570118094065,-0.031333298240117324,tie
GSM4138144,8,1,Mono_CD14_ID1,specific,0.8933690019173579,278,,,no_baseline
GSM4138158,8,1,Mono_CD14_ID1,specific,0.9295715463367556,268,,,no_baseline
GSM4138135,8,5,Ambiguous/Mixed,ambiguous,0.7609559043149504,237,,,ambiguous
GSM4138145,8,1,Mono_CD14_ID1,specific,0.836332172520328,232,,,no_baseline
GSM4138137,8,3,Macrophage_family,family,0.8159798070817842,228,0.747893468389154,0.06808633869263014,purer
GSM4138150,8,1,Mono_CD14_ID1,specific,0.9137768683727561,188,,,no_baseline
GSM4138155,8,1,Mono_CD14_ID1,specific,0.8098973338371273,184,,,no_baseline
GSM4138131,8,3,Macrophage_family,family,0.7808914072235942,179,0.7412359185254018,0.039655488698192354,tie
GSM4138145,8,2,DC_family,family,0.7629010906015434,179,0.7535493269325659,0.009351763668977497,tie
GSM4138148,8,1,Mono_CD14_ID1,specific,0.8734551110742803,169,,,no_baseline
GSM4138155,8,2,DC_family,family,0.7308629917052845,169,0.7010983122032448,0.029764679502039648,tie
GSM4138117,8,1,Mono_CD14_ID1,specific,0.8090615254089843,168,,,no_baseline
GSM4138135,8,1,Mono_CD14_ID1,specific,0.916279525531683,167,,,no_baseline
GSM4138137,8,5,Ambiguous/Mixed,ambiguous,0.7854653073045241,165,,,ambiguous
GSM4138139,8,1,Mono_CD14_ID1,specific,0.8571702856583883,160,,,no_baseline
GSM4138127,8,1,Mono_CD14_ID1,specific,0.8728541587824468,159,,,no_baseline
GSM4138164,8,1,Mono_CD14_ID1,specific,0.8614121220574006,149,,,no_baseline
GSM4138137,8,1,Mono_CD14_ID1,specific,0.8888542804772903,144,,,no_baseline
GSM4138131,8,4,Ambiguous/Mixed,ambiguous,0.7189926412081259,141,,,ambiguous
GSM4138131,8,1,Mono_CD14_ID1,specific,0.8941013311582678,139,,,no_baseline
GSM4138155,8,5,Ambiguous/Mixed,ambiguous,0.7403534637232381,139,,,ambiguous
GSM4138139,8,5,Ambiguous/Mixed,ambiguous,0.8271192183521303,139,,,ambiguous
GSM4138143,8,1,Mono_CD14_ID1,specific,0.8437084385825578,134,,,no_baseline
GSM4138161,8,1,Mono_CD14_ID1,specific,0.8709928800848282,128,,,no_baseline
GSM4138111,8,1,Mono_CD14_ID1,specific,0.7818085462619073,128,,,no_baseline
GSM4138127,8,5,Ambiguous/Mixed,ambiguous,0.806792592924926,111,,,ambiguous
GSM4138125,8,1,Mono_CD14_ID1,specific,0.8891268846893889,109,,,no_baseline
GSM4138131,8,6,DC_pDC,specific,0.9181206911501923,109,0.9179857890881354,0.00013490206205690747,tie
GSM4138127,8,4,Ambiguous/Mixed,ambiguous,0.8020703899499856,107,,,ambiguous
GSM4138161,8,6,DC_pDC,specific,0.8669479000470499,107,0.8488491714550629,0.018098728591987023,tie
GSM4138131,8,5,Ambiguous/Mixed,ambiguous,0.8148647672827187,104,,,ambiguous
GSM4138139,8,3,Macrophage_family,family,0.8248526623554622,96,0.6611390100606357,0.16371365229482648,purer
GSM4138143,8,2,DC_family,family,0.7752258115120115,96,0.7974127699611427,-0.02218695844913121,tie
GSM4138141,8,2,DC_family,family,0.8012862308380416,95,0.7646439714392582,0.036642259398783406,tie
GSM4138161,8,2,DC_family,family,0.7543310480738157,94,0.6918033483531927,0.062527699720623,purer
GSM4138129,8,1,Mono_CD14_ID1,specific,0.876666934415467,92,,,no_baseline
GSM4138121,8,5,Ambiguous/Mixed,ambiguous,0.7601871038288299,91,,,ambiguous
GSM4138113,8,1,Mono_CD14_ID1,specific,0.8562169603041029,88,,,no_baseline
GSM4138141,8,4,Ambiguous/Mixed,ambiguous,0.7876325428278055,76,,,ambiguous
GSM4138115,8,2,DC_family,family,0.8311619777949616,74,0.7727754744975728,0.058386503297388814,purer
GSM4138133,8,4,Ambiguous/Mixed,ambiguous,0.7695698790663918,73,,,ambiguous
GSM4138141,8,6,DC_pDC,specific,0.9165508686482305,72,0.9165508686482305,0.0,tie
GSM4138137,8,7,Macrophage_family,family,0.8333890800887809,71,0.747893468389154,0.08549561169962683,purer
GSM4138123,8,4,Ambiguous/Mixed,ambiguous,0.7057607136177961,71,,,ambiguous
GSM4138111,8,4,Ambiguous/Mixed,ambiguous,0.7048259016756835,71,,,ambiguous
GSM4138133,8,1,Mono_CD14_ID1,specific,0.9266356108125111,68,,,no_baseline
GSM4138139,8,7,Macrophage_family,family,0.7848802709882211,68,0.6611390100606357,0.12374126092758542,purer
GSM4138133,8,3,Macrophage_family,family,0.8346030965523711,68,0.7734595161579602,0.061143580394410924,purer
GSM4138155,8,7,Macrophage_family,family,0.7438834925554043,67,0.6299154299118346,0.11396806264356973,purer
GSM4138117,8,3,Macrophage_family,family,0.8300092981748416,67,0.7420397036679759,0.0879695945068657,purer
GSM4138137,8,4,Ambiguous/Mixed,ambiguous,0.842400265786033,66,,,ambiguous
GSM4138133,8,2,DC_family,family,0.8772113541772394,66,0.7773132578349409,0.09989809634229851,purer
GSM4138141,8,3,Macrophage_family,family,0.8632695625355349,64,0.8124580686420484,0.05081149389348649,purer
GSM4138111,8,6,DC_pDC,specific,0.8947421105721687,64,0.8980982837036952,-0.0033561731315264742,tie
GSM4138111,8,2,DC_family,family,0.8054061025372734,64,0.7139188135165719,0.09148728902070147,purer
GSM4138139,8,8,Mast,specific,0.966827109414383,59,0.9658315628046693,0.0009955466097136823,tie
GSM4138143,8,4,Ambiguous/Mixed,ambiguous,0.8032684253802751,58,,,ambiguous
GSM4138131,8,2,DC_family,family,0.8686739697717796,58,0.7536865945444218,0.1149873752273578,purer
GSM4138139,8,2,DC_family,family,0.8942650051111574,54,0.8604547296733422,0.03381027543781512,tie
GSM4138135,8,4,Ambiguous/Mixed,ambiguous,0.8589388486313215,54,,,ambiguous
GSM4138159,8,1,Mono_CD14_ID1,specific,0.9410856453243512,53,,,no_baseline
GSM4138161,8,5,Ambiguous/Mixed,ambiguous,0.8414714167931125,53,,,ambiguous
GSM4138139,8,4,Ambiguous/Mixed,ambiguous,0.8197566064866918,53,,,ambiguous
GSM4138157,8,1,Mono_CD14_ID1,specific,0.9620102155866254,52,,,no_baseline
GSM4138155,8,6,DC_pDC,specific,0.9011069531084976,51,0.9062361607604512,-0.005129207651953571,tie
GSM4138123,8,6,DC_pDC,specific,0.9508575041839805,48,0.9383997749472549,0.012457729236725612,tie
GSM4138119,8,1,Mono_CD14_ID1,specific,0.9401620775585753,47,,,no_baseline
GSM4138157,8,2,DC_family,family,0.8066575218846397,47,0.8709308666726747,-0.06427334478803504,less_pure
GSM4138117,8,4,Ambiguous/Mixed,ambiguous,0.8056814834217488,46,,,ambiguous
GSM4138121,8,1,Mono_CD14_ID1,specific,0.9002369222190056,46,,,no_baseline
GSM4138143,8,6,DC_pDC,specific,0.9295762244202338,46,0.9295762244202338,0.0,tie
GSM4138145,8,6,DC_pDC,specific,0.945258029964264,45,0.9472622152517468,-0.002004185287482807,tie
GSM4138159,8,2,DC_family,family,0.8089205054940727,45,0.774082064685566,0.03483844080850673,tie
GSM4138161,8,4,Ambiguous/Mixed,ambiguous,0.8066195142324782,41,,,ambiguous
GSM4138123,8,2,DC_family,family,0.8139693084802466,41,0.7694321137860433,0.044537194694203364,tie
GSM4138129,8,7,Macrophage_family,family,0.8778197334158395,40,0.7576685488530968,0.12015118456274276,purer
GSM4138123,8,5,Ambiguous/Mixed,ambiguous,0.8787053633047521,40,,,ambiguous
GSM4138155,8,4,Ambiguous/Mixed,ambiguous,0.8881655853528152,38,,,ambiguous
GSM4138125,8,3,Macrophage_family,family,0.9004499473209373,37,0.7439021951733407,0.15654775214759664,purer
GSM4138123,8,1,Mono_CD14_ID1,specific,0.9288980802311448,35,,,no_baseline
GSM4138129,8,3,Macrophage_family,family,0.9123337654390258,35,0.7576685488530968,0.15466521658592902,purer
GSM4138113,8,6,DC_pDC,specific,0.9193607203971467,34,0.9211167331049517,-0.0017560127078050103,tie
GSM4138137,8,2,DC_family,family,0.8645097549783994,33,0.839030314310623,0.02547944066777641,tie
GSM4138129,8,5,Ambiguous/Mixed,ambiguous,0.9027278617549278,33,,,ambiguous
GSM4138135,8,2,DC_family,family,0.8551474788246496,32,0.841697457205539,0.013450021619110575,tie
GSM4138145,8,5,Ambiguous/Mixed,ambiguous,0.9532232009804209,32,,,ambiguous
GSM4138143,8,8,Mast,specific,0.9748135904112316,31,0.9748135904112316,0.0,tie
GSM4138147,8,6,DC_pDC,specific,0.935324749011505,31,0.935324749011505,0.0,tie
GSM4138135,8,7,Macrophage_family,family,0.8532372807392307,30,0.6821237468466982,0.17111353389253248,purer
GSM4138115,8,1,Mono_CD14_ID1,specific,0.9562078674963608,30,,,no_baseline
GSM4138155,8,3,Macrophage_family,family,0.9129001310080413,30,0.6299154299118346,0.28298470109620677,purer
GSM4138111,8,8,Mast,specific,0.9050661191766445,28,0.9059125026497903,-0.0008463834731458064,tie
GSM4138127,8,6,DC_pDC,specific,0.9560784239578238,28,0.9441912994803779,0.011887124477445887,tie
GSM4138127,8,7,Macrophage_family,family,0.9716997553186849,27,0.7778561108377001,0.1938436444809848,purer
GSM4138145,8,4,Ambiguous/Mixed,ambiguous,0.8974993227115186,27,,,ambiguous
GSM4138113,8,2,DC_family,family,0.8629104195113271,26,0.7632287255055046,0.0996816940058225,purer
GSM4138112,8,6,DC_pDC,specific,0.9670409840078681,25,0.9672228106134714,-0.00018182660560328578,tie
GSM4138129,8,6,DC_pDC,specific,0.9868286715955322,25,0.9868286715955322,0.0,tie
GSM4138119,8,7,Macrophage_family,family,0.888582245209537,25,0.7571052713504478,0.13147697385908919,purer
GSM4138119,8,2,DC_family,family,0.8219998400889794,25,0.903900009773125,-0.0819001696841456,less_pure
GSM4138115,8,4,Ambiguous/Mixed,ambiguous,0.9567688038984894,23,,,ambiguous
GSM4138153,8,2,DC_family,family,0.922645268527941,23,0.9378503541294222,-0.01520508560148115,tie
GSM4138160,8,6,DC_pDC,specific,0.9826077730887751,22,0.980833886723325,0.0017738863654500614,tie
GSM4138139,8,6,DC_pDC,specific,0.9506174967437965,22,0.9506174967437965,0.0,tie
GSM4138125,8,2,DC_family,family,0.91892829451534,22,0.95113418699402,-0.03220589247868,tie
GSM4138133,8,6,DC_pDC,specific,0.9780104357713506,21,0.9780104357713506,0.0,tie
GSM4138110,8,6,DC_pDC,specific,0.9555193703185515,21,0.9555193703185515,0.0,tie
GSM4138135,8,8,Mast,specific,1.0,21,1.0,0.0,tie
GSM4138129,8,2,DC_family,family,0.9498496185578876,21,0.8738886990016175,0.07596091955627016,purer
GSM4138117,8,2,DC_family,family,0.9669669483132934,21,0.8983178908723612,0.06864905744093219,purer
GSM4138141,8,5,Ambiguous/Mixed,ambiguous,0.9491170180223923,21,,,ambiguous
GSM4138122,8,6,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138144,8,2,DC_family,family,0.9708045111142379,20,0.8857225642654714,0.08508194684876658,purer
GSM4138168,8,6,DC_pDC,specific,0.9457890908623999,20,0.9457890908623999,0.0,tie
GSM4138128,8,6,DC_pDC,specific,0.9782659584116306,20,0.9782659584116306,0.0,tie
GSM4138115,8,6,DC_pDC,specific,0.9816087420119992,19,0.9816087420119992,0.0,tie
GSM4138127,8,2,DC_family,family,0.974423076742236,19,0.891335201708411,0.08308787503382509,purer
GSM4138155,8,8,Mast,specific,0.9381206978557273,19,0.9381206978557273,0.0,tie
GSM4138153,8,1,Mono_CD14_ID1,specific,0.895311369775414,19,,,no_baseline
GSM4138157,8,5,Ambiguous/Mixed,ambiguous,0.9443334080919771,19,,,ambiguous
GSM4138131,8,8,Mast,specific,0.9564196483172959,19,0.9764376533440459,-0.020018005026749996,tie
GSM4138135,8,6,DC_pDC,specific,0.9592348250153161,19,0.9787886250594097,-0.019553800044093572,tie
GSM4138120,8,2,DC_family,family,0.9811159638729601,18,0.9218733376798663,0.05924262619309373,purer
GSM4138172,8,2,DC_family,family,0.9754958122373675,18,0.9751510210975685,0.00034479113979901665,tie
GSM4138171,8,2,DC_family,family,1.0,18,0.985688027513448,0.014311972486552027,tie
GSM4138121,8,2,DC_family,family,0.9276452427329016,18,0.85151969778944,0.07612554494346158,purer
GSM4138159,8,3,Macrophage_family,family,0.9708356744047855,18,0.8696457764255141,0.10118989797927136,purer
GSM4138162,8,2,DC_family,family,0.9902770529495832,18,0.9565826886013326,0.03369436434825068,tie
GSM4138130,8,6,DC_pDC,specific,0.9652784490766921,17,0.9639490407838097,0.001329408292882417,tie
GSM4138162,8,6,DC_pDC,specific,0.9897606953288196,17,0.9897606953288196,0.0,tie
GSM4138129,8,4,Ambiguous/Mixed,ambiguous,0.9734803446413771,17,,,ambiguous
GSM4138163,8,6,DC_pDC,specific,0.9941087355013785,16,0.9858316108356697,0.008277124665708735,tie
GSM4138111,8,3,Macrophage_family,family,0.9194219762328679,16,0.7348820353100064,0.18453994092286152,purer
GSM4138121,8,4,Ambiguous/Mixed,ambiguous,0.9496042034723613,16,,,ambiguous
GSM4138157,8,6,DC_pDC,specific,0.978093154163344,16,0.9771060119735836,0.0009871421897603705,tie
GSM4138151,8,6,DC_pDC,specific,0.9806392337550041,15,0.9806392337550041,0.0,tie
GSM4138117,8,8,Mast,specific,0.9848958966969695,15,0.9848958966969695,0.0,tie
GSM4138147,8,2,DC_family,family,0.9840307386621786,15,,,no_baseline
GSM4138121,8,6,DC_pDC,specific,0.9751570211532646,15,,,no_baseline
GSM4138152,8,2,DC_family,family,0.9905377356009475,15,0.9275689836639187,0.06296875193702878,purer
GSM4138134,8,6,DC_pDC,specific,0.9856991785152992,15,0.9856991785152992,0.0,tie
GSM4138134,9,1,Mono_CD14_ID1,specific,0.9561072244017473,1212,,,no_baseline
GSM4138156,9,1,Mono_CD14_ID1,specific,0.9059498017128599,911,,,no_baseline
GSM4138126,9,1,Mono_CD14_ID1,specific,0.9549444876876225,757,,,no_baseline
GSM4138116,9,1,Mono_CD14_ID1,specific,0.9303430193458323,701,,,no_baseline
GSM4138140,9,1,Mono_CD14_ID1,specific,0.922601387293611,692,,,no_baseline
GSM4138142,9,1,Mono_CD14_ID1,specific,0.909247432318442,682,0.9672045977511199,-0.057957165432677926,less_pure
GSM4138132,9,1,Mono_CD14_ID1,specific,0.9359187887504299,640,,,no_baseline
GSM4138136,9,1,Mono_CD14_ID1,specific,0.9157671192704845,632,,,no_baseline
GSM4138110,9,1,Mono_CD14_ID1,specific,0.916596574176536,621,,,no_baseline
GSM4138120,9,1,Mono_CD14_ID1,specific,0.8739225499269356,591,0.9143636094168758,-0.040441059489940145,tie
GSM4138130,9,1,Mono_CD14_ID1,specific,0.923439792533927,584,,,no_baseline
GSM4138138,9,1,Mono_CD14_ID1,specific,0.9029797350123661,572,,,no_baseline
GSM4138128,9,1,Mono_CD14_ID1,specific,0.8957742911300235,534,,,no_baseline
GSM4138122,9,1,Mono_CD14_ID1,specific,0.8957742911300235,534,,,no_baseline
GSM4138160,9,1,Mono_CD14_ID1,specific,0.9189586536240123,480,,,no_baseline
GSM4138162,9,1,Mono_CD14_ID1,specific,0.9249634124596796,466,,,no_baseline
GSM4138166,9,1,Mono_CD14_ID1,specific,0.9164362635171576,456,,,no_baseline
GSM4138146,9,1,Mono_CD14_ID1,specific,0.904075408127974,453,,,no_baseline
GSM4138152,9,1,Mono_CD14_ID1,specific,0.9057714060010406,445,0.9520007247267991,-0.04622931872575853,tie
GSM4138165,9,1,Mono_CD14_ID1,specific,0.9110716604730761,431,,,no_baseline
GSM4138163,9,1,Mono_CD14_ID1,specific,0.9199046183928997,414,,,no_baseline
GSM4138123,9,3,Macrophage_family,family,0.7534395424864815,388,0.7056844211043604,0.047755121382121124,tie
GSM4138112,9,1,Mono_CD14_ID1,specific,0.9047463027850867,349,,,no_baseline
GSM4138154,9,1,Mono_CD14_ID1,specific,0.8828113057778798,345,0.943462555263132,-0.060651249485252245,less_pure
GSM4138114,9,1,Mono_CD14_ID1,specific,0.905890416517625,341,,,no_baseline
GSM4138124,9,1,Mono_CD14_ID1,specific,0.9227267155758652,337,,,no_baseline
GSM4138167,9,1,Mono_CD14_ID1,specific,0.9004975272835627,333,,,no_baseline
GSM4138125,9,7,Macrophage_family,family,0.756176247671456,326,0.7439021951733407,0.012274052498115307,tie
GSM4138118,9,1,Mono_CD14_ID1,specific,0.9022237135692892,288,0.9335570118094065,-0.031333298240117324,tie
GSM4138141,9,1,Mono_CD14_ID1,specific,0.8947403222520465,286,,,no_baseline
GSM4138135,9,3,Macrophage_family,family,0.7744106247085092,285,0.6821237468466982,0.092286877861811,purer
GSM4138144,9,1,Mono_CD14_ID1,specific,0.9043740859975282,276,,,no_baseline
GSM4138158,9,1,Mono_CD14_ID1,specific,0.9410311607422925,266,,,no_baseline
GSM4138135,9,5,Ambiguous/Mixed,ambiguous,0.7645184694689076,243,,,ambiguous
GSM4138145,9,1,Mono_CD14_ID1,specific,0.8321884233162319,229,,,no_baseline
GSM4138137,9,3,Macrophage_family,family,0.8200666903474678,219,0.747893468389154,0.07217322195831377,purer
GSM4138150,9,1,Mono_CD14_ID1,specific,0.9137768683727561,188,,,no_baseline
GSM4138145,9,2,DC_family,family,0.7721260857373694,178,0.7535493269325659,0.018576758804803473,tie
GSM4138155,9,1,Mono_CD14_ID1,specific,0.8234124432991177,175,,,no_baseline
GSM4138155,9,2,DC_family,family,0.7216967425028984,172,0.7010983122032448,0.02059843029965358,tie
GSM4138148,9,1,Mono_CD14_ID1,specific,0.8766033380248794,167,,,no_baseline
GSM4138135,9,1,Mono_CD14_ID1,specific,0.918663003250709,167,,,no_baseline
GSM4138137,9,5,Ambiguous/Mixed,ambiguous,0.7915093628724433,167,,,ambiguous
GSM4138131,9,3,Macrophage_family,family,0.7757297853579208,165,0.7412359185254018,0.03449386683251898,tie
GSM4138139,9,1,Mono_CD14_ID1,specific,0.8556038639248287,163,,,no_baseline
GSM4138117,9,1,Mono_CD14_ID1,specific,0.8190730185217348,160,,,no_baseline
GSM4138164,9,1,Mono_CD14_ID1,specific,0.8722884946036187,148,,,no_baseline
GSM4138127,9,1,Mono_CD14_ID1,specific,0.8847549286612028,146,,,no_baseline
GSM4138137,9,1,Mono_CD14_ID1,specific,0.8853968352505012,143,,,no_baseline
GSM4138131,9,1,Mono_CD14_ID1,specific,0.889440707549986,141,,,no_baseline
GSM4138139,9,5,Ambiguous/Mixed,ambiguous,0.8280493334085111,140,,,ambiguous
GSM4138155,9,5,Ambiguous/Mixed,ambiguous,0.7401880464231294,137,,,ambiguous
GSM4138143,9,1,Mono_CD14_ID1,specific,0.8272382686759612,132,,,no_baseline
GSM4138161,9,1,Mono_CD14_ID1,specific,0.8733135200858709,117,,,no_baseline
GSM4138127,9,4,Ambiguous/Mixed,ambiguous,0.7608538186659418,115,,,ambiguous
GSM4138127,9,5,Ambiguous/Mixed,ambiguous,0.8051852482595049,112,,,ambiguous
GSM4138111,9,1,Mono_CD14_ID1,specific,0.8283303328153239,112,,,no_baseline
GSM4138131,9,6,DC_pDC,specific,0.9048448234257365,110,0.9179857890881354,-0.013140965662398973,tie
GSM4138125,9,1,Mono_CD14_ID1,specific,0.9290405428731575,108,,,no_baseline
GSM4138131,9,5,Ambiguous/Mixed,ambiguous,0.8096179978338229,107,,,ambiguous
GSM4138161,9,6,DC_pDC,specific,0.8669479000470499,107,0.8488491714550629,0.018098728591987023,tie
GSM4138143,9,2,DC_family,family,0.7736439553886619,100,0.7974127699611427,-0.023768814572480812,tie
GSM4138141,9,2,DC_family,family,0.8334045494392543,95,0.7646439714392582,0.06876057799999613,purer
GSM4138161,9,2,DC_family,family,0.7553037197008686,95,0.6918033483531927,0.06350037134767594,purer
GSM4138121,9,5,Ambiguous/Mixed,ambiguous,0.744474069933011,92,,,ambiguous
GSM4138129,9,1,Mono_CD14_ID1,specific,0.8860503072141288,91,,,no_baseline
GSM4138139,9,3,Macrophage_family,family,0.8223199363864976,90,0.6611390100606357,0.1611809263258619,purer
GSM4138123,9,4,Ambiguous/Mixed,ambiguous,0.6884863585475232,86,,,ambiguous
GSM4138131,9,4,Ambiguous/Mixed,ambiguous,0.7150931326487349,84,,,ambiguous
GSM4138113,9,1,Mono_CD14_ID1,specific,0.8605081610560863,82,,,no_baseline
GSM4138111,9,4,Ambiguous/Mixed,ambiguous,0.7228005835745206,78,,,ambiguous
GSM4138115,9,2,DC_family,family,0.820803083376346,77,0.7727754744975728,0.04802760887877322,tie
GSM4138141,9,6,DC_pDC,specific,0.9165508686482305,72,0.9165508686482305,0.0,tie
GSM4138137,9,7,Macrophage_family,family,0.8559493720474666,70,0.747893468389154,0.10805590365831252,purer
GSM4138155,9,7,Macrophage_family,family,0.7516000281830764,70,0.6299154299118346,0.12168459827124178,purer
GSM4138133,9,2,DC_family,family,0.8677810014245049,69,0.7773132578349409,0.090467743589564,purer
GSM4138139,9,7,Macrophage_family,family,0.7848802709882211,68,0.6611390100606357,0.12374126092758542,purer
GSM4138133,9,1,Mono_CD14_ID1,specific,0.9213052519615698,65,,,no_baseline
GSM4138133,9,3,Macrophage_family,family,0.8223090733456093,64,0.7734595161579602,0.04884955718764916,tie
GSM4138111,9,2,DC_family,family,0.7995402764022453,64,0.7139188135165719,0.0856214628856734,purer
GSM4138131,9,8,DC_family,family,0.863923045013493,63,0.7536865945444218,0.11023645046907127,purer
GSM4138111,9,6,DC_pDC,specific,0.8937358526096312,63,0.8980982837036952,-0.004362431094063979,tie
GSM4138131,9,2,DC_family,family,0.8567448972269429,60,0.7536865945444218,0.10305830268252114,purer
GSM4138117,9,3,Macrophage_family,family,0.8380295268636176,59,0.7420397036679759,0.09598982319564175,purer
GSM4138139,9,9,Mast,specific,0.966827109414383,59,0.9658315628046693,0.0009955466097136823,tie
GSM4138137,9,4,Ambiguous/Mixed,ambiguous,0.808668252999321,58,,,ambiguous
GSM4138117,9,4,Ambiguous/Mixed,ambiguous,0.7759617660472025,57,,,ambiguous
GSM4138133,9,4,Ambiguous/Mixed,ambiguous,0.7996112814465826,57,,,ambiguous
GSM4138141,9,3,Macrophage_family,family,0.8713083151131708,56,0.8124580686420484,0.05885024647112236,purer
GSM4138161,9,5,Ambiguous/Mixed,ambiguous,0.8330403254709634,55,,,ambiguous
GSM4138139,9,2,DC_family,family,0.8942650051111574,54,0.8604547296733422,0.03381027543781512,tie
GSM4138159,9,1,Mono_CD14_ID1,specific,0.9233524300960049,54,,,no_baseline
GSM4138141,9,8,DC_family,family,0.8827440521678653,53,0.7646439714392582,0.11810008072860712,purer
GSM4138155,9,6,DC_pDC,specific,0.9011069531084976,51,0.9062361607604512,-0.005129207651953571,tie
GSM4138157,9,1,Mono_CD14_ID1,specific,0.9178522576550265,50,,,no_baseline
GSM4138157,9,2,DC_family,family,0.8102586814352237,49,0.8709308666726747,-0.06067218523745099,less_pure
GSM4138123,9,6,DC_pDC,specific,0.9508575041839805,48,0.9383997749472549,0.012457729236725612,tie
GSM4138121,9,1,Mono_CD14_ID1,specific,0.9079435356569353,47,,,no_baseline
GSM4138119,9,1,Mono_CD14_ID1,specific,0.9222110917745823,46,,,no_baseline
GSM4138159,9,2,DC_family,family,0.8089205054940727,45,0.774082064685566,0.03483844080850673,tie
GSM4138143,9,6,DC_pDC,specific,0.9287322613330776,45,0.9295762244202338,-0.0008439630871561743,tie
GSM4138145,9,6,DC_pDC,specific,0.945258029964264,45,0.9472622152517468,-0.002004185287482807,tie
