sample,K,gep,label,label_kind,ROGUE,n_cells,size_bin,null_median,null_mean,null_std,n_draws,null_zscore,beats_null_median
GSM4138131,19,4,Ambiguous/Mixed,ambiguous,0.8269863135636824,96,100,0.7557043535409838,0.7611333360605689,0.015599965739677184,10.0,4.221353982568182,True
GSM4138145,19,1,Mac_SPP1,specific,0.8536951843824321,95,100,0.7660243229784107,0.7802515756223561,0.03715785618762129,10.0,1.9765297650444869,True
GSM4138112,19,1,Mac_SPP1,specific,0.9144675784376712,94,100,0.8994960405552708,0.9004598882871975,0.012166096731600897,10.0,1.151370933463763,True
GSM4138124,19,1,Mac_SPP1,specific,0.96294110344959,93,100,0.9221203523271243,0.9276155795157497,0.014902749723516195,10.0,2.3704030859551715,True
GSM4138145,19,2,DC_pDC,specific,0.857409039823668,92,100,0.7660243229784107,0.7802515756223561,0.03715785618762129,10.0,2.076477819703064,True
GSM4138166,19,4,Ambiguous/Mixed,ambiguous,0.885443156109645,92,100,0.9012552998421572,0.9050113205318511,0.017344980412554778,10.0,-1.1281744894933476,False
GSM4138131,19,3,Ambiguous/Mixed,ambiguous,0.7879555583974464,91,100,0.7557043535409838,0.7611333360605689,0.015599965739677184,10.0,1.7193770027749125,True
GSM4138150,19,3,Ambiguous/Mixed,ambiguous,0.9431059304893773,90,100,0.917311928039248,0.9168736534706659,0.0145752133515749,10.0,1.7997868289095722,True
GSM4138143,19,3,Ambiguous/Mixed,ambiguous,0.7930792146409225,89,100,0.7796478385240256,0.7774827916439634,0.03102493601364835,10.0,0.5027060487763121,True
GSM4138130,19,4,Ambiguous/Mixed,ambiguous,0.9500272571745529,89,100,0.9383223849047797,0.9385944128374237,0.010082264211819488,10.0,1.1339560337772572,True
GSM4138154,19,3,Ambiguous/Mixed,ambiguous,0.8412512746907681,89,100,0.8553110228609127,0.8543098635501952,0.01848609568508162,10.0,-0.7064005878734835,False
GSM4138165,19,1,Mac_SPP1,specific,0.9484244653268166,87,75,0.9250117962133848,0.924029466404338,0.022116389243737097,10.0,1.103028105249445,True
GSM4138114,19,1,Mac_SPP1,specific,0.9473865658198788,87,75,0.8917621515745844,0.8965529591485744,0.018605377487108495,10.0,2.732199693692138,True
GSM4138118,19,4,Ambiguous/Mixed,ambiguous,0.8921405511085614,82,75,0.9059057280444303,0.9069243132699155,0.01681566851083336,10.0,-0.879165889350745,False
GSM4138133,19,3,Ambiguous/Mixed,ambiguous,0.8355274729334986,80,75,0.8369736441972822,0.8420096141731772,0.012780163044304542,10.0,-0.5072033288782933,False
GSM4138165,19,4,Ambiguous/Mixed,ambiguous,0.9188328817877542,79,75,0.9250117962133848,0.924029466404338,0.022116389243737097,10.0,-0.23496532636109907,False
GSM4138111,19,4,Ambiguous/Mixed,ambiguous,0.7663808457465211,79,75,0.7806089576382846,0.789021593047926,0.0342033162138128,10.0,-0.6619459692116502,False
GSM4138122,19,4,Ambiguous/Mixed,ambiguous,0.9120584568901012,77,75,0.9357428375283717,0.9351128191050379,0.008933297785875568,10.0,-2.580722457431998,False
GSM4138128,19,4,Ambiguous/Mixed,ambiguous,0.9120584568901012,77,75,0.9328785350026437,0.9337344547134206,0.009147888761997774,10.0,-2.3695082425319822,False
GSM4138158,19,1,Mac_SPP1,specific,0.9710141240876334,77,75,0.9343581181691566,0.9360511321424108,0.014495294891887861,10.0,2.4120235018322633,True
GSM4138164,19,3,Ambiguous/Mixed,ambiguous,0.8724362201514824,76,75,0.8724038549769497,0.8717907666461471,0.014166269677970111,10.0,0.04556270069734963,True
GSM4138167,19,1,Mac_SPP1,specific,0.965398677329892,75,75,0.9020755756559382,0.9055373952632303,0.024424980767178882,10.0,2.4508220758601564,True
GSM4138144,19,3,Ambiguous/Mixed,ambiguous,0.8849908636291652,75,75,0.8645484716863134,0.8689676094551372,0.01770429545604433,10.0,0.9050489590964007,True
GSM4138155,19,2,DC_pDC,specific,0.8288724130441609,74,75,0.7331742729286999,0.7454933937386825,0.03308900406020785,10.0,2.5198407045967364,True
GSM4138118,19,3,Ambiguous/Mixed,ambiguous,0.95796359412858,74,75,0.9059057280444303,0.9069243132699155,0.01681566851083336,10.0,3.0352216342622858,True
GSM4138141,19,1,Mac_SPP1,specific,0.8959502778440134,74,75,0.831470497790985,0.8278099593248556,0.0276992532023982,10.0,2.4600056189694754,True
GSM4138135,19,3,Ambiguous/Mixed,ambiguous,0.8268376244970428,73,75,0.7817661420287677,0.7864832350939914,0.03444538389057365,10.0,1.1715470941258626,True
