sample,K,gep,label,label_kind,membership_label,baseline_group_type,members_str,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,baseline_ROGUE_mean,baseline_ROGUE_min,baseline_ROGUE_max,delta_ROGUE_vs_mean,delta_ROGUE_vs_max,recommendation
GSM4138126,15,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9612908250081247,55,0.9844564676016059,-0.023165642593481195,0.9940324438918282,0.9880648877836563,1.0,-0.03274161888370353,-0.03870917499187532,subgroup_GEP_tie
GSM4138127,15,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.9046679354432076,55,,,,,,,,ambiguous
GSM4138160,15,2,Mono_CD16,specific,Mono_CD16,specific,Mono_CD16,0.9398474611694868,54,0.9900033659049698,-0.05015590473548304,,,,,,specific_GEP_less_pure
GSM4138161,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.8564666525805499,52,,,,,,,,no_baseline
GSM4138120,15,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9156765116050406,52,0.9192551061328915,-0.00357859452785092,0.9556663986543286,0.95165708310549,0.9596757142031672,-0.039989887049287964,-0.04399920259812662,subgroup_GEP_tie
GSM4138139,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.902172092414629,51,,,,,,,,no_baseline
GSM4138148,15,2,Mono_CD16,specific,Mono_CD16,specific,Mono_CD16,0.9138822780712698,50,0.9692635348384981,-0.05538125676722838,,,,,,specific_GEP_less_pure
GSM4138125,15,2,Mono_CD16,specific,Mono_CD16,specific,Mac_SPP1,0.8648308160649941,50,,,,,,,,no_baseline
GSM4138123,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9393323689368633,50,0.9383997749472549,0.0009325939896084323,,,,,,specific_GEP_tie
GSM4138150,15,2,Mono_CD16,specific,Mono_CD16,specific,Mono_CD16,0.9331566869643679,50,0.9785444665693842,-0.045387779605016276,,,,,,specific_GEP_tie
GSM4138133,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.8840020023476856,50,,,,,,,,no_baseline
GSM4138155,15,9,DC_family,family,cDC2_CD1C+mregDC_LAMP3,subgroup,cDC2_CD1C+mregDC_LAMP3,0.8464434634915676,50,0.6854244853162987,0.1610189781752689,0.8279526517969833,0.7033769731287276,0.9525283304652391,0.01849081169458433,-0.10608486697367148,subgroup_GEP_less_pure
GSM4138164,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.9140073490065919,49,0.9829393430119403,-0.06893199400534844,,,,,,specific_GEP_less_pure
GSM4138154,15,2,Mono_CD16,specific,Mono_CD16,specific,Mono_CD16,0.8752982266392462,48,0.951042806610867,-0.07574457997162087,,,,,,specific_GEP_less_pure
GSM4138143,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9263186865944553,47,0.9295762244202338,-0.0032575378257785337,,,,,,specific_GEP_tie
GSM4138117,15,7,Macrophage_family,family,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.8474351617925726,47,0.7362195140250878,0.11121564776748483,0.8218876932834156,0.7402498418128077,0.9035255447540235,0.025547468509157012,-0.05609038296145086,subgroup_GEP_less_pure
GSM4138131,15,8,DC_family,family,DC_family,family,mregDC_LAMP3,0.8749992005773927,47,0.7536865945444218,0.1213126060329709,0.856272946615079,0.7803979426966247,0.9583836446300924,0.018726253962313644,-0.08338444405269974,family_GEP_less_pure
GSM4138145,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.957709996143703,47,0.9472622152517468,0.010447780891956193,,,,,,specific_GEP_tie
GSM4138163,15,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9542474164531164,46,0.9749705959351334,-0.020723179482016962,0.9849495144419917,0.9838436758508947,0.9860553530330887,-0.030702097988875354,-0.031807936579972274,subgroup_GEP_tie
GSM4138159,15,1,Mono_CD14_ID1,specific,Mono_CD14_ID1,specific,,0.8879528223352231,46,,,,,,,,no_baseline
GSM4138127,15,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_TIL,0.8975298978831167,46,,,,,,,,ambiguous
GSM4138137,15,2,Mono_CD16,specific,Mono_CD16,specific,Mac_IL1Bint,0.9489910162032221,45,,,,,,,,no_baseline
GSM4138155,15,11,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.8312288848240115,43,,,,,,,,ambiguous
GSM4138115,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.9249229518619903,42,,,,,,,,no_baseline
GSM4138155,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9244251360317419,41,0.9062361607604512,0.018188975271290708,,,,,,specific_GEP_tie
GSM4138139,15,11,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.9392675546078287,41,,,,,,,,ambiguous
GSM4138123,15,1,Mono_CD14_ID1,specific,Mono_CD14_ID1,specific,,0.940221603230192,41,,,,,,,,no_baseline
GSM4138125,15,7,Macrophage_family,family,Macrophage_family,family,Mac_SPP1,0.8540038301113753,40,0.7439021951733407,0.1101016349380346,0.8395637481240836,0.7610993234066383,0.8797488820421768,0.01444008198729163,-0.025745051930801566,family_GEP_tie
GSM4138157,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.8947877441486624,40,,,,,,,,no_baseline
GSM4138115,15,1,Mono_CD14_ID1,specific,Mono_CD14_ID1,specific,,0.9478152298604922,39,,,,,,,,no_baseline
GSM4138158,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.9499824410065133,37,0.9852479955603701,-0.035265554553856826,,,,,,specific_GEP_tie
GSM4138143,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8495890642159081,37,,,,,,,,ambiguous
GSM4138113,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.8491532748363937,37,,,,,,,,no_baseline
GSM4138141,15,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_TIL,0.9524770245996517,36,,,,,,,,ambiguous
GSM4138141,15,8,DC_family,family,DC_family,family,mregDC_LAMP3,0.9206820398386973,36,0.7646439714392582,0.15603806839943912,0.8907917973723892,0.8326177112761475,0.9545746132723032,0.029890242466308115,-0.033892573433605855,family_GEP_tie
GSM4138113,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.919006132441017,34,0.9211167331049517,-0.0021106006639346475,,,,,,specific_GEP_tie
GSM4138131,15,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.929157143058792,34,,,,,,,,ambiguous
GSM4138143,15,8,DC_family,family,DC_family,family,mregDC_LAMP3,0.8941034039054023,34,0.7974127699611427,0.09669063394425959,0.9055489797602105,0.8363803600910621,0.9728270070513856,-0.01144557585480821,-0.07872360314598326,family_GEP_less_pure
GSM4138131,15,9,DC_family,family,DC_family,family,mregDC_LAMP3,0.8619727126010626,34,0.7536865945444218,0.10828611805664079,0.856272946615079,0.7803979426966247,0.9583836446300924,0.00569976598598354,-0.09641093202902984,family_GEP_less_pure
GSM4138159,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.856082249160297,34,,,,,,,,no_baseline
GSM4138135,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.94218054985661,33,,,,,,,,no_baseline
GSM4138127,15,11,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.9192017404388318,32,,,,,,,,ambiguous
GSM4138147,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.925292417692126,32,0.935324749011505,-0.010032331319378973,,,,,,specific_GEP_tie
GSM4138117,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.944820643715046,32,,,,,,,,no_baseline
GSM4138117,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint,0.9116638258022217,32,,,,,,,,ambiguous
GSM4138143,15,10,Mast,specific,Mast,specific,Mast,0.9748135904112316,31,0.9748135904112316,0.0,,,,,,specific_GEP_tie
GSM4138145,15,9,DC_family,family,DC_family,family,cDC2_CD1C,0.8824145369766442,31,0.7535493269325659,0.12886521004407825,0.8774114885780038,0.7694312134807648,0.9775707485663541,0.005003048398640408,-0.09515621158970988,family_GEP_less_pure
GSM4138141,15,9,DC_family,family,DC_family,family,mregDC_LAMP3,0.8967552661645241,31,0.7646439714392582,0.13211129472526584,0.8907917973723892,0.8326177112761475,0.9545746132723032,0.0059634687921348295,-0.05781934710777914,family_GEP_less_pure
GSM4138161,15,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9148483833124144,31,,,,,,,,ambiguous
GSM4138111,15,10,Mast,specific,Mast,specific,Mast,0.8772200899755831,30,0.9059125026497903,-0.02869241267420719,,,,,,specific_GEP_tie
GSM4138159,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9330044428316822,27,,,,,,,,ambiguous
GSM4138161,15,9,DC_family,family,DC_family,family,cDC2_CD1C,0.8910170060380173,26,0.6918033483531927,0.19921365768482457,0.8282431993129981,0.7060349547309259,0.9504514438950702,0.0627738067250192,-0.059434437857052935,family_GEP_less_pure
GSM4138123,15,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.8995482116604081,26,,,,,,,,ambiguous
GSM4138153,15,1,Mono_CD14_ID1,specific,Mono_CD14_ID1,specific,,0.946125684923842,26,,,,,,,,no_baseline
GSM4138112,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9672228106134714,26,0.9672228106134714,0.0,,,,,,specific_GEP_tie
GSM4138127,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9585099281428091,25,0.9441912994803779,0.014318628662431165,,,,,,specific_GEP_tie
GSM4138129,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9868286715955322,25,0.9868286715955322,0.0,,,,,,specific_GEP_tie
GSM4138111,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9020788138197635,25,,,,,,,,ambiguous
GSM4138133,15,7,Macrophage_family,family,Macrophage_family,family,Mac_CXCL9,0.9096224202186473,24,0.7734595161579602,0.1361629040606871,0.821667724850456,0.8123767634861867,0.8309586862147252,0.08795469536819123,0.07866373400392201,family_GEP_purer
GSM4138115,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9634524055760888,24,,,,,,,,ambiguous
GSM4138145,15,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.9472399049012434,23,,,,,,,,ambiguous
GSM4138135,15,8,DC_family,family,DC_family,family,mregDC_LAMP3,0.9600980240770645,23,0.841697457205539,0.11840056687152545,0.9141908482833139,0.9014178844159572,0.9269638121506706,0.04590717579375059,0.033134211926393875,family_GEP_tie
GSM4138145,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.943672757917949,22,,,,,,,,ambiguous
GSM4138129,15,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9255197539270708,22,,,,,,,,ambiguous
GSM4138129,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.9364816917695301,22,,,,,,,,no_baseline
GSM4138160,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9799809267543613,22,0.980833886723325,-0.000852959968963729,,,,,,specific_GEP_tie
GSM4138133,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9840886463775538,22,0.9780104357713506,0.0060782106062031716,,,,,,specific_GEP_tie
GSM4138123,15,8,DC_family,family,DC_family,family,mregDC_LAMP3,0.9687224782754187,21,0.7694321137860433,0.19929036448937543,0.8850584496860453,0.8338243922454822,0.9362925071266084,0.08366402858937338,0.0324299711488103,family_GEP_tie
GSM4138116,15,2,Mono_CD16,specific,Mono_CD16,specific,Mono_CD16,0.9466202432328203,21,0.9836055443637416,-0.036985301130921244,,,,,,specific_GEP_tie
GSM4138110,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9555193703185515,21,0.9555193703185515,0.0,,,,,,specific_GEP_tie
GSM4138135,15,10,Mast,specific,Mast,specific,Mast,1.0,21,1.0,0.0,,,,,,specific_GEP_tie
GSM4138133,15,9,DC_family,family,DC_family,family,,0.9469809614187152,20,0.7773132578349409,0.16966770358377437,0.8960802081062401,0.8443201093512147,0.9666877738031457,0.05090075331247512,-0.019706812384430505,family_GEP_tie
GSM4138122,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9782659584116306,20,0.9782659584116306,0.0,,,,,,specific_GEP_tie
GSM4138131,15,11,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.9396424199283544,20,,,,,,,,ambiguous
GSM4138128,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9782659584116306,20,0.9782659584116306,0.0,,,,,,specific_GEP_tie
GSM4138155,15,10,Mast,specific,Mast,specific,Mast,0.9381206978557273,19,0.9381206978557273,0.0,,,,,,specific_GEP_tie
GSM4138139,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.966268563483648,19,0.9506174967437965,0.015651066739851505,,,,,,specific_GEP_tie
GSM4138115,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9804146303450614,18,0.9816087420119992,-0.001194111666937836,,,,,,specific_GEP_tie
GSM4138130,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9645785270275617,18,0.9639490407838097,0.000629486243752031,,,,,,specific_GEP_tie
GSM4138139,15,8,DC_family,family,DC_family,family,mregDC_LAMP3,0.9377640532613075,18,0.8604547296733422,0.07730932358796527,0.9500548630243539,0.9275794199454983,0.9764864772086252,-0.012290809763046417,-0.03872242394731773,family_GEP_tie
GSM4138131,15,10,Mast,specific,Mast,specific,Mast,0.9764376533440459,18,0.9764376533440459,0.0,,,,,,specific_GEP_tie
GSM4138172,15,1,Mono_CD14_ID1,specific,Mono_CD14_ID1,specific,,1.0,18,,,,,,,,no_baseline
GSM4138157,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9464407952859799,17,0.9771060119735836,-0.03066521668760369,,,,,,specific_GEP_tie
GSM4138161,15,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9738603422328003,17,,,,,,,,ambiguous
GSM4138145,15,8,DC_family,family,DC_family,family,,1.0,17,0.7535493269325659,0.24645067306743407,0.8774114885780038,0.7694312134807648,0.9775707485663541,0.12258851142199623,0.022429251433645936,family_GEP_tie
GSM4138161,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9708271648902997,17,,,,,,,,ambiguous
GSM4138139,15,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_TIL,0.9539480540213499,17,,,,,,,,ambiguous
GSM4138121,15,11,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.9497587627003915,17,,,,,,,,ambiguous
GSM4138137,15,11,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9708616371363009,17,,,,,,,,ambiguous
GSM4138135,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9779384786654621,17,0.9787886250594097,-0.0008501463939475373,,,,,,specific_GEP_tie
GSM4138111,15,8,DC_family,family,DC_family,family,mregDC_LAMP3,0.8612226703829133,17,0.7139188135165719,0.1473038568663414,0.8555478705253459,0.740074040475782,0.9545952115583107,0.00567479985756747,-0.0933725411753974,family_GEP_less_pure
GSM4138127,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9278350637213539,17,,,,,,,,ambiguous
GSM4138127,15,7,Macrophage_family,family,Macrophage_family,family,,0.9400536585581297,17,0.7778561108377001,0.1621975477204296,0.8857458167058204,0.8434018282825052,0.9101669348597422,0.0543078418523093,0.02988672369838752,family_GEP_tie
GSM4138121,15,4,DC_pDC,specific,DC_pDC,specific,,0.9571565953493264,16,,,,,,,,no_baseline
GSM4138123,15,2,Mono_CD16,specific,Mono_CD16,specific,,0.9723776559754015,16,,,,,,,,no_baseline
GSM4138115,15,9,DC_family,family,DC_family,family,,0.9854410247076782,16,0.7727754744975728,0.21266555021010547,0.9448213181217421,0.8833382610733246,0.9795744769176817,0.040619706585936166,0.005866547789996512,family_GEP_tie
GSM4138168,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9608080387668018,16,0.9457890908623999,0.015018947904401836,,,,,,specific_GEP_tie
GSM4138162,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9857264726261489,16,0.9897606953288196,-0.004034222702670731,,,,,,specific_GEP_tie
GSM4138163,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9941087355013785,16,0.9858316108356697,0.008277124665708735,,,,,,specific_GEP_tie
GSM4138121,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,1.0,15,,,,,,,,ambiguous
GSM4138117,15,10,Mast,specific,Mast,specific,Mast,0.9848958966969695,15,0.9848958966969695,0.0,,,,,,specific_GEP_tie
GSM4138131,15,12,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9493185956442531,15,,,,,,,,ambiguous
GSM4138151,15,4,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9806392337550041,15,0.9806392337550041,0.0,,,,,,specific_GEP_tie
GSM4138113,15,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9353668015720169,15,,,,,,,,ambiguous
GSM4138117,15,4,DC_pDC,specific,DC_pDC,specific,,0.9528621852287787,15,,,,,,,,no_baseline
GSM4138134,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9564748796025837,1210,,,,,,,,ambiguous
GSM4138156,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8966911853530332,917,0.9322540907900484,-0.035562905437015235,0.9697216211129801,0.9674540600296433,0.9719891821963169,-0.07303043575994694,-0.07529799684328375,subgroup_GEP_less_pure
GSM4138135,16,1,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.6748683641759585,818,0.6816557003952799,-0.0067873362193213715,0.7825491964380239,0.7690520922235567,0.8086840355033273,-0.10768083226206537,-0.13381567132736882,subgroup_GEP_less_pure
GSM4138126,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9539915052255966,755,,,,,,,,ambiguous
GSM4138137,16,1,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.743795362089585,706,0.761732242965101,-0.017936880875516037,0.8026532793873087,0.7673473856645985,0.8379591731100189,-0.058857917297723716,-0.09416381102043392,subgroup_GEP_less_pure
GSM4138116,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_THBS1,0.9218872648235008,704,,,,,,,,ambiguous
GSM4138140,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9082641761136105,701,,,,,,,,ambiguous
GSM4138142,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.9081704615567285,687,0.9271894213412561,-0.01901895978452761,0.9718944033882,0.9665257719433304,0.9772630348330694,-0.06372394183147145,-0.06909257327634089,subgroup_GEP_less_pure
GSM4138132,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_Int,subgroup,Mono_CD14+Mono_Int,0.9332011099885459,639,0.9605309142964024,-0.027329804307856476,0.9851452972778509,0.9787604738252575,0.9915301207304444,-0.051944187289305055,-0.05832901074189856,subgroup_GEP_less_pure
GSM4138136,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8990804703054577,638,0.9393889781999186,-0.04030850789446094,0.9756666255116541,0.9633769744555425,0.9847081551064648,-0.07658615520619638,-0.08562768480100713,subgroup_GEP_less_pure
GSM4138110,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9116126366769164,625,0.9660212560179537,-0.054408619341037356,0.9713485424285075,0.966937161709359,0.9757599231476562,-0.059735905751591156,-0.06414728647073986,subgroup_GEP_less_pure
GSM4138131,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6997330004114897,618,,,,,,,,ambiguous
GSM4138155,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mono_TIL+cDC2_CD1C,0.6007794980005285,615,,,,,,,,ambiguous
GSM4138120,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1,0.8473069186100034,608,,,,,,,,ambiguous
GSM4138123,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9,0.6928910748348291,604,,,,,,,,ambiguous
GSM4138130,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9197644832207912,580,0.9276561159403772,-0.00789163271958604,0.9732306530518309,0.9582255439190961,0.9812775037239836,-0.05346616983103969,-0.061513020503192406,subgroup_GEP_less_pure
GSM4138138,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8863060941322543,574,0.9107663246825695,-0.02446023055031521,0.9764594236641286,0.9668810029523296,0.9860378443759278,-0.09015332953187438,-0.09973175024367353,subgroup_GEP_less_pure
GSM4138139,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.638182733116281,564,,,,,,,,ambiguous
GSM4138128,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8831250478199913,544,0.9325835242245374,-0.04945847640454604,0.9795562039265402,0.9742090669369424,0.9868478470567125,-0.09643115610654884,-0.10372279923672112,subgroup_GEP_less_pure
GSM4138122,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8831250478199913,544,0.9325835242245374,-0.04945847640454604,0.9795562039265402,0.9742090669369424,0.9868478470567125,-0.09643115610654884,-0.10372279923672112,subgroup_GEP_less_pure
GSM4138141,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7175195547862171,535,,,,,,,,ambiguous
GSM4138125,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_SPP1,0.7086140739475858,510,,,,,,,,ambiguous
GSM4138162,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.8911671709487927,485,,,,,,,,ambiguous
GSM4138160,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.8973504704889755,485,0.9629738427447219,-0.06562337225574633,0.9749226655909777,0.968270160470863,0.9815751707110923,-0.0775721951020022,-0.08422470022211681,subgroup_GEP_less_pure
GSM4138145,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6984666882423356,475,,,,,,,,ambiguous
GSM4138166,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8932971678375266,465,0.9390333936946579,-0.04573622585713133,0.969096059823931,0.9621941145544404,0.9759980050934216,-0.07579889198640444,-0.08270083725589505,subgroup_GEP_less_pure
GSM4138152,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1+Mono_CD14_IL1B+Mono_CD16,subgroup,Mono_CD14_ID1+Mono_CD14_IL1B+Mono_CD16,0.8566229961551394,459,0.9202501241556037,-0.06362712800046433,0.9556687636428419,0.9413199538988823,0.9736856123028442,-0.09904576748770255,-0.11706261614770486,subgroup_GEP_less_pure
GSM4138146,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8883689139165786,458,0.9146879847108832,-0.026319070794304622,0.9664537016708575,0.9600393338795674,0.9770530882408491,-0.07808478775427896,-0.08868417432427056,subgroup_GEP_less_pure
GSM4138165,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8958809475913463,435,0.9349851744354144,-0.03910422684406811,0.9595011864588462,0.9446544771791544,0.974347895738538,-0.0636202388674999,-0.07846694814719168,subgroup_GEP_less_pure
GSM4138127,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.704727788889854,429,,,,,,,,ambiguous
GSM4138163,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.907456430436349,423,,,,,,,,ambiguous
GSM4138154,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_ID1,subgroup,Mono_CD14+Mono_CD14_ID1,0.828703408821198,358,0.9435923514360012,-0.1148889426148032,0.9588686754218684,0.943462555263132,0.9742747955806047,-0.1301652666006704,-0.14557138675940673,subgroup_GEP_less_pure
GSM4138112,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8911251844670601,353,0.9269019046195429,-0.03577672015248279,0.9704507992559994,0.9618001923997429,0.9791014061122558,-0.07932561478893929,-0.0879762216451957,subgroup_GEP_less_pure
GSM4138114,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8780308440668321,351,0.9435624615259739,-0.06553161745914182,0.9729768398404819,0.9638175783207804,0.9821361013601835,-0.09494599577364982,-0.1041052572933514,subgroup_GEP_less_pure
GSM4138167,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.8860657128214239,339,,,,,,,,ambiguous
GSM4138124,16,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9183120164846629,334,0.9767957010268139,-0.058483684542151027,0.983203062644421,0.9807043129705426,0.9857018123182995,-0.06489104615975816,-0.06738979583363658,subgroup_GEP_less_pure
GSM4138161,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6616904258259255,316,,,,,,,,ambiguous
GSM4138143,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7217958195171283,311,,,,,,,,ambiguous
GSM4138117,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mono_CD14_THBS1,0.7288872645835497,309,,,,,,,,ambiguous
GSM4138144,16,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+cDC2_CD33,0.8447301209011375,296,,,,,,,,ambiguous
