sample,K,gep,label,label_kind,membership_label,baseline_group_type,members_str,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,baseline_ROGUE_mean,baseline_ROGUE_min,baseline_ROGUE_max,delta_ROGUE_vs_mean,delta_ROGUE_vs_max,recommendation
GSM4138114,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8769103836005709,353,0.9435624615259739,-0.06665207792540295,0.9729768398404819,0.9638175783207804,0.9821361013601835,-0.09606645623991095,-0.10522571775961254,subgroup_GEP_less_pure
GSM4138124,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.915608488781229,341,0.9767957010268139,-0.06118721224558488,0.983203062644421,0.9807043129705426,0.9857018123182995,-0.06759457386319201,-0.07009332353707043,subgroup_GEP_less_pure
GSM4138167,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.8808930053659563,340,,,,,,,,ambiguous
GSM4138141,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9027039895511914,300,,,,,,,,ambiguous
GSM4138127,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_SPP1+Mono_TIL,0.7344006638040277,300,,,,,,,,ambiguous
GSM4138144,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+cDC2_CD33,0.8498831569088204,298,,,,,,,,ambiguous
GSM4138118,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1+Mono_CD14_IL1B,subgroup,Mono_CD14_ID1+Mono_CD14_IL1B,0.8770768667778066,292,0.9312070996557353,-0.05413023287792873,0.9514767114625879,0.9335570118094065,0.9693964111157692,-0.07439984468478134,-0.09231954433796263,subgroup_GEP_less_pure
GSM4138145,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8110523551377966,290,,,,,,,,ambiguous
GSM4138158,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.8953909489090076,277,,,,,,,,ambiguous
GSM4138141,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6935921468808754,257,,,,,,,,ambiguous
GSM4138133,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint+cDC2_CD1C,0.7496815383472926,234,,,,,,,,ambiguous
GSM4138161,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.677074239552154,200,,,,,,,,ambiguous
GSM4138145,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7109001270720096,197,,,,,,,,ambiguous
GSM4138150,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,subgroup,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,0.897909786957394,190,0.9457020308667065,-0.04779224390931247,0.9775839806941898,0.9731079339257575,0.9810995415874277,-0.07967419373679585,-0.08318975463003375,subgroup_GEP_less_pure
GSM4138117,3,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.729412107435792,182,0.7362195140250878,-0.006807406589295795,0.8218876932834156,0.7402498418128077,0.9035255447540235,-0.09247558584762361,-0.17411343731823148,subgroup_GEP_less_pure
GSM4138148,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,subgroup,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,0.848786243228475,178,0.933785684760638,-0.08499944153216299,0.9813712259418934,0.9692635348384981,0.9920104216346092,-0.13258498271341845,-0.14322417840613422,subgroup_GEP_less_pure
GSM4138143,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8301280506690583,176,,,,,,,,ambiguous
GSM4138143,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mast+cDC2_CD1C+mregDC_LAMP3,0.7018335990743826,170,,,,,,,,ambiguous
GSM4138155,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B+Mono_TIL,subgroup,Mono_CD14_IL1B+Mono_TIL,0.8075283621817204,169,0.820199630441298,-0.01267126825957754,0.8923357356873676,0.8045862775842206,0.9800851937905146,-0.08480737350564715,-0.1725568316087942,subgroup_GEP_less_pure
GSM4138111,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mast+cDC2_CD1C,0.6872974766967419,162,,,,,,,,ambiguous
GSM4138129,3,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.7363887491788605,161,0.7770789867223864,-0.04069023754352585,0.8920155481719109,0.8572131807072654,0.9117975234359513,-0.15562679899305032,-0.17540877425709078,subgroup_GEP_less_pure
GSM4138164,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.841996642698004,155,,,,,,,,ambiguous
GSM4138111,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7937313677904575,148,,,,,,,,ambiguous
GSM4138121,3,2,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_IL1Bint,subgroup,Mac_IL1B+Mac_IL1Bint,0.633270551820251,147,0.7225875147160605,-0.08931696289580948,0.8451289565031715,0.7786556058359714,0.9116023071703717,-0.2118584046829205,-0.27833175535012067,subgroup_GEP_less_pure
GSM4138117,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mono_CD14_THBS1,0.8229053590293018,143,,,,,,,,ambiguous
GSM4138161,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8341010413621635,129,,,,,,,,ambiguous
GSM4138127,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_TIL,subgroup,Mono_CD14+Mono_TIL,0.9033065599475143,129,0.8413446062155883,0.061961953731926034,0.9083417490515486,0.8376803951581875,0.9790031029449099,-0.005035189104034332,-0.07569654299739559,subgroup_GEP_less_pure
GSM4138139,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8481312875364307,125,,,,,,,,ambiguous
GSM4138125,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_SPP1+Mono_CD14,0.8822072737718402,124,,,,,,,,ambiguous
GSM4138161,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.8479373521728306,114,,,,,,,,ambiguous
GSM4138131,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9046789059634622,112,,,,,,,,ambiguous
GSM4138157,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.751350561572474,106,,,,,,,,ambiguous
GSM4138137,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mono_TIL,0.9336258890985425,103,,,,,,,,ambiguous
GSM4138115,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7777086306394998,103,,,,,,,,ambiguous
GSM4138131,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8997641555384178,102,,,,,,,,ambiguous
GSM4138113,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.8446778255034157,93,,,,,,,,ambiguous
GSM4138159,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint+cDC2_CD1C,0.7706742052670038,88,,,,,,,,ambiguous
GSM4138129,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8507924321502394,85,,,,,,,,ambiguous
GSM4138135,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9272672898546719,83,,,,,,,,ambiguous
GSM4138141,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9147605259729387,75,,,,,,,,ambiguous
GSM4138119,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mac_SPP1+cDC2_CD1C,0.6799220000090034,74,,,,,,,,ambiguous
GSM4138111,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.7401745210894772,72,,,,,,,,ambiguous
GSM4138133,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9085190362439026,63,,,,,,,,ambiguous
GSM4138155,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9049545656843127,56,,,,,,,,ambiguous
GSM4138157,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8918496428508003,53,,,,,,,,ambiguous
GSM4138123,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9495662265448335,50,,,,,,,,ambiguous
GSM4138143,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9316124284876989,47,,,,,,,,ambiguous
GSM4138145,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9349715777979001,47,,,,,,,,ambiguous
GSM4138115,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.933153186366665,46,,,,,,,,ambiguous
GSM4138113,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7992077243147964,46,,,,,,,,ambiguous
GSM4138159,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9012987074404555,46,,,,,,,,ambiguous
GSM4138119,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.9242055010078587,43,,,,,,,,ambiguous
GSM4138153,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8525394418287568,38,,,,,,,,ambiguous
GSM4138113,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.7785771275833526,38,,,,,,,,ambiguous
GSM4138121,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9311597608180691,37,,,,,,,,ambiguous
GSM4138127,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9217204179375714,33,,,,,,,,ambiguous
GSM4138147,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.925292417692126,32,,,,,,,,ambiguous
GSM4138129,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9584635107483441,28,,,,,,,,ambiguous
GSM4138149,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8921049657218465,28,,,,,,,,ambiguous
GSM4138112,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9670409840078681,25,,,,,,,,ambiguous
GSM4138123,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9696299694093679,24,,,,,,,,ambiguous
GSM4138153,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9607837655747116,24,,,,,,,,ambiguous
GSM4138139,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9526116599206917,24,,,,,,,,ambiguous
GSM4138160,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.980833886723325,23,,,,,,,,ambiguous
GSM4138133,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9840886463775538,22,,,,,,,,ambiguous
GSM4138110,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9555193703185515,21,,,,,,,,ambiguous
GSM4138115,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9659073582880786,21,,,,,,,,ambiguous
GSM4138122,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9782659584116306,20,,,,,,,,ambiguous
GSM4138128,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9782659584116306,20,,,,,,,,ambiguous
GSM4138168,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9457890908623999,20,,,,,,,,ambiguous
GSM4138170,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,1.0,19,,,,,,,,ambiguous
GSM4138135,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9592348250153161,19,,,,,,,,ambiguous
GSM4138162,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9897606953288196,17,,,,,,,,ambiguous
GSM4138130,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9652784490766921,17,,,,,,,,ambiguous
GSM4138157,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9480389776479722,17,,,,,,,,ambiguous
GSM4138172,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,1.0,17,,,,,,,,ambiguous
GSM4138163,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9941087355013785,16,,,,,,,,ambiguous
GSM4138147,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8620234746447977,16,,,,,,,,ambiguous
GSM4138151,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9891966018729946,16,,,,,,,,ambiguous
GSM4138172,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9608929789244194,16,,,,,,,,ambiguous
GSM4138121,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9563212481891016,16,,,,,,,,ambiguous
GSM4138134,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9856991785152992,15,,,,,,,,ambiguous
GSM4138117,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9528621852287787,15,,,,,,,,ambiguous
GSM4138134,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9561562126178971,1213,,,,,,,,ambiguous
GSM4138156,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8972217973513263,919,0.9322540907900484,-0.03503229343872205,0.9697216211129801,0.9674540600296433,0.9719891821963169,-0.07249982376165376,-0.07476738484499057,subgroup_GEP_less_pure
GSM4138126,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9529039457285877,758,,,,,,,,ambiguous
GSM4138116,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_THBS1,0.9242507542572167,703,,,,,,,,ambiguous
GSM4138140,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9104399036333599,700,,,,,,,,ambiguous
GSM4138142,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.908776416664459,689,0.9271894213412561,-0.018413004676797184,0.9718944033882,0.9665257719433304,0.9772630348330694,-0.06311798672374103,-0.06848661816861046,subgroup_GEP_less_pure
GSM4138132,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_Int,subgroup,Mono_CD14+Mono_Int,0.933026659763963,643,0.9605309142964024,-0.02750425453243932,0.9851452972778509,0.9787604738252575,0.9915301207304444,-0.0521186375138879,-0.0585034609664814,subgroup_GEP_less_pure
GSM4138136,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.897545671138613,641,0.9393889781999186,-0.04184330706130557,0.9756666255116541,0.9633769744555425,0.9847081551064648,-0.07812095437304101,-0.08716248396785176,subgroup_GEP_less_pure
GSM4138110,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9119283262748428,628,0.9660212560179537,-0.05409292974311097,0.9713485424285075,0.966937161709359,0.9757599231476562,-0.05942021615366477,-0.06383159687281348,subgroup_GEP_less_pure
GSM4138120,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1,0.8473820463215724,609,,,,,,,,ambiguous
GSM4138130,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9194673989705873,585,0.9276561159403772,-0.008188716969789955,0.9732306530518309,0.9582255439190961,0.9812775037239836,-0.053763254081243605,-0.06181010475339632,subgroup_GEP_less_pure
GSM4138138,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8903661621199703,576,0.9107663246825695,-0.020400162562599133,0.9764594236641286,0.9668810029523296,0.9860378443759278,-0.0860932615441583,-0.09567168225595746,subgroup_GEP_less_pure
GSM4138123,4,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9,0.6968886543302559,562,,,,,,,,ambiguous
GSM4138122,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8836217431693505,543,0.9325835242245374,-0.04896178105518689,0.9795562039265402,0.9742090669369424,0.9868478470567125,-0.0959344607571897,-0.10322610388736198,subgroup_GEP_less_pure
GSM4138128,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8836217431693505,543,0.9325835242245374,-0.04896178105518689,0.9795562039265402,0.9742090669369424,0.9868478470567125,-0.0959344607571897,-0.10322610388736198,subgroup_GEP_less_pure
GSM4138135,4,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.7258529413620705,521,0.7632316635813241,-0.037378722219253646,0.788868063863442,0.7690520922235567,0.8086840355033273,-0.06301512250137153,-0.08283109414125689,subgroup_GEP_less_pure
GSM4138160,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.8973504704889755,485,0.9629738427447219,-0.06562337225574633,0.9749226655909777,0.968270160470863,0.9815751707110923,-0.0775721951020022,-0.08422470022211681,subgroup_GEP_less_pure
GSM4138162,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.8911671709487927,485,,,,,,,,ambiguous
