parent_k,child_k,parent_id,child_id,similarity,rank,color,mode
19,20,K19_GEP4,K20_GEP6,0.9848432247564062,1,green,high
15,16,K15_GEP12,K16_GEP12,0.9585639167828047,1,green,high
15,16,K15_GEP12,K16_GEP13,0.5055317855653402,3,pink,low
15,16,K15_GEP12,K16_GEP14,0.8632188000403943,1,purple,low
28,29,K28_GEP11,K29_GEP4,0.6981506908073427,1,purple,low
18,19,K18_GEP18,K19_GEP17,0.6526583568834388,2,red,low
18,19,K18_GEP18,K19_GEP19,0.478093472275869,2,red,low
12,13,K12_GEP7,K13_GEP12,0.9619803389147774,1,green,high
26,27,K26_GEP23,K27_GEP17,0.5388443942905778,2,red,low
26,27,K26_GEP23,K27_GEP23,0.7305494589951693,1,purple,low
21,22,K21_GEP14,K22_GEP18,0.32554983564187606,2,red,low
27,28,K27_GEP9,K28_GEP10,0.6799213606442398,1,purple,low
6,7,K6_GEP6,K7_GEP7,0.9890373019325103,1,green,high
19,20,K19_GEP3,K20_GEP3,0.9874408283125782,1,green,high
27,28,K27_GEP27,K28_GEP28,0.8235847311844955,1,purple,low
25,26,K25_GEP1,K26_GEP15,0.8121984319294159,2,red,low
25,26,K25_GEP1,K26_GEP3,0.9584467787021387,1,green,high
25,26,K25_GEP1,K26_GEP7,0.2905648681038252,2,red,low
26,27,K26_GEP9,K27_GEP1,0.7484961668582895,2,red,low
26,27,K26_GEP9,K27_GEP16,0.686101987178072,3,pink,low
26,27,K26_GEP9,K27_GEP8,0.9708790027210523,1,green,high
18,19,K18_GEP11,K19_GEP10,0.8436733971814581,2,red,low
14,15,K14_GEP7,K15_GEP7,0.9971434863779496,1,green,high
23,24,K23_GEP20,K24_GEP22,0.9587283142124179,1,green,high
23,24,K23_GEP20,K24_GEP23,0.3648535920224716,3,pink,low
29,30,K29_GEP19,K30_GEP19,0.624589392898833,2,red,low
29,30,K29_GEP19,K30_GEP22,0.6924874067355804,1,purple,low
29,30,K29_GEP19,K30_GEP24,0.7127678924019977,1,purple,low
29,30,K29_GEP19,K30_GEP27,0.5003996329105701,1,purple,low
29,30,K29_GEP19,K30_GEP29,0.6876358230241169,1,purple,low
6,7,K6_GEP1,K7_GEP1,0.9984124587487724,1,green,high
19,20,K19_GEP19,K20_GEP15,0.4152224489054942,1,purple,low
19,20,K19_GEP19,K20_GEP17,0.7399785473592264,1,purple,low
19,20,K19_GEP19,K20_GEP18,0.8488257393591095,1,purple,low
19,20,K19_GEP19,K20_GEP19,0.5389657720987789,2,red,low
19,20,K19_GEP19,K20_GEP20,0.8158455008535922,1,purple,low
23,24,K23_GEP23,K24_GEP23,0.7628511044370984,2,red,low
23,24,K23_GEP23,K24_GEP24,0.43525403855124534,2,red,low
20,21,K20_GEP20,K21_GEP20,0.4797000608230011,3,pink,low
20,21,K20_GEP20,K21_GEP21,0.8618768607036624,2,red,low
7,8,K7_GEP6,K8_GEP4,0.0538281702176884,3,pink,low
7,8,K7_GEP6,K8_GEP7,0.9973734861124042,1,green,high
29,30,K29_GEP26,K30_GEP22,0.6092196938994647,2,red,low
29,30,K29_GEP26,K30_GEP24,0.5250132357746039,3,pink,low
20,21,K20_GEP3,K21_GEP2,0.9827445931970262,1,green,high
8,9,K8_GEP7,K9_GEP8,0.9981551575767589,1,green,high
3,4,K3_GEP3,K4_GEP4,-0.06374867446598804,2,red,low
3,5,K3_GEP3,K5_GEP5,0.06066780584222777,3,pink,low
3,6,K3_GEP3,K6_GEP6,0.46374006697482995,1,purple,low
3,7,K3_GEP3,K7_GEP6,0.15706113607049715,3,pink,low
3,11,K3_GEP3,K11_GEP10,0.7369231242522407,1,purple,low
3,12,K3_GEP3,K12_GEP8,0.9292396159080105,1,green,high
3,18,K3_GEP3,K18_GEP15,0.3880789686510853,2,red,low
3,13,K3_GEP3,K13_GEP13,0.3933266925642484,3,pink,low
3,16,K3_GEP3,K16_GEP16,0.37711575072082304,2,red,low
3,17,K3_GEP3,K17_GEP17,0.8033614033298898,1,purple,low
3,18,K3_GEP3,K18_GEP17,0.3641241753480603,2,red,low
3,20,K3_GEP3,K20_GEP15,0.391178838032355,3,pink,low
3,20,K3_GEP3,K20_GEP16,0.5311967596381214,1,purple,low
3,20,K3_GEP3,K20_GEP18,0.4974318172557194,3,pink,low
3,20,K3_GEP3,K20_GEP20,0.40215869525605774,3,pink,low
3,22,K3_GEP3,K22_GEP16,0.8655889025814295,1,purple,low
3,23,K3_GEP3,K23_GEP23,0.6327395973291794,2,red,low
3,25,K3_GEP3,K25_GEP19,0.7361918618792507,1,purple,low
3,26,K3_GEP3,K26_GEP25,0.41359182180117715,3,pink,low
3,30,K3_GEP3,K30_GEP20,0.5873274051751524,2,red,low
3,30,K3_GEP3,K30_GEP25,0.49133333791266287,2,red,low
3,30,K3_GEP3,K30_GEP28,0.5273085911659632,1,purple,low
3,22,K3_GEP3,K22_GEP21,0.33074578745957495,3,pink,low
3,23,K3_GEP3,K23_GEP10,0.5272552755497105,2,red,low
3,23,K3_GEP3,K23_GEP21,0.5002166942387191,3,pink,low
3,25,K3_GEP3,K25_GEP24,0.49405075565024936,1,purple,low
3,30,K3_GEP3,K30_GEP26,0.7153724044253157,1,purple,low
3,30,K3_GEP3,K30_GEP30,0.4565821967839801,2,red,low
3,25,K3_GEP3,K25_GEP18,0.7682718334014427,1,purple,low
3,26,K3_GEP3,K26_GEP14,0.6443523313330635,1,purple,low
3,28,K3_GEP3,K28_GEP20,0.32611563481593087,3,pink,low
3,28,K3_GEP3,K28_GEP28,0.3111353548698052,3,pink,low
3,29,K3_GEP3,K29_GEP23,0.35633054051229995,2,red,low
3,25,K3_GEP3,K25_GEP21,0.66140374744829,1,purple,low
3,26,K3_GEP3,K26_GEP24,0.8380859819246942,1,purple,low
3,27,K3_GEP3,K27_GEP11,0.4603855447628623,3,pink,low
3,27,K3_GEP3,K27_GEP18,0.6639534180963104,3,pink,low
3,29,K3_GEP3,K29_GEP20,0.8123702477248669,1,purple,low
3,27,K3_GEP3,K27_GEP17,0.42975996747534617,3,pink,low
3,27,K3_GEP3,K27_GEP22,0.5726380750933885,2,red,low
3,21,K3_GEP3,K21_GEP16,0.918002250212359,1,green,high
3,22,K3_GEP3,K22_GEP17,0.23124718048772694,3,pink,low
3,23,K3_GEP3,K23_GEP17,0.5926905387782306,2,red,low
3,24,K3_GEP3,K24_GEP19,0.38340029891814004,2,red,low
3,19,K3_GEP3,K19_GEP17,0.6528109314040724,1,purple,low
3,19,K3_GEP3,K19_GEP19,0.7113509862319229,1,purple,low
3,17,K3_GEP3,K17_GEP15,0.6911712836629945,1,purple,low
3,17,K3_GEP3,K17_GEP16,0.45580103879732226,2,red,low
3,9,K3_GEP3,K9_GEP7,0.6555661189845461,1,purple,low
3,12,K3_GEP3,K12_GEP7,0.40036185274675146,3,pink,low
21,22,K21_GEP2,K22_GEP18,0.2948550815864374,3,pink,low
21,22,K21_GEP2,K22_GEP2,0.9670027089384896,1,green,high
21,22,K21_GEP2,K22_GEP22,0.3013675467684069,3,pink,low
25,26,K25_GEP18,K26_GEP14,0.5119163905255291,3,pink,low
25,26,K25_GEP18,K26_GEP18,0.9576828989644799,1,green,high
26,27,K26_GEP20,K27_GEP18,0.7278830497972284,1,purple,low
26,27,K26_GEP20,K27_GEP27,0.4571050610102785,2,red,low
26,27,K26_GEP20,K27_GEP5,0.3062389892291857,3,pink,low
27,28,K27_GEP8,K28_GEP7,0.985638771573823,1,green,high
26,27,K26_GEP17,K27_GEP20,0.8427731074444154,1,purple,low
26,27,K26_GEP17,K27_GEP23,0.5924350723658125,2,red,low
26,27,K26_GEP17,K27_GEP5,0.5666902134997376,1,purple,low
24,25,K24_GEP15,K25_GEP5,0.957112469914813,1,green,high
22,23,K22_GEP8,K23_GEP6,0.7381492211254722,3,pink,low
22,23,K22_GEP8,K23_GEP8,0.9850349939917296,1,green,high
24,25,K24_GEP18,K25_GEP13,0.7232230223043226,1,purple,low
24,25,K24_GEP18,K25_GEP15,0.4111778650253578,3,pink,low
22,23,K22_GEP20,K23_GEP22,0.9052265443055095,1,green,high
18,19,K18_GEP4,K19_GEP12,0.93881588412671,1,green,high
18,19,K18_GEP4,K19_GEP5,0.9582136535173597,1,green,high
25,26,K25_GEP3,K26_GEP1,0.9250256942071686,1,green,high
7,8,K7_GEP1,K8_GEP2,0.9372528172139456,1,green,high
7,8,K7_GEP1,K8_GEP4,0.646169492307439,1,purple,low
11,12,K11_GEP4,K12_GEP3,0.9610828793542383,1,green,high
13,14,K13_GEP11,K14_GEP11,0.9958387292715556,1,green,high
23,24,K23_GEP17,K24_GEP19,0.7620098729482279,1,purple,low
25,26,K25_GEP11,K26_GEP11,0.637722116699668,1,purple,low
25,26,K25_GEP11,K26_GEP5,0.7038722768303427,2,red,low
21,22,K21_GEP8,K22_GEP9,0.9956902427021503,1,green,high
28,29,K28_GEP25,K29_GEP26,0.4508200088882194,3,pink,low
28,29,K28_GEP25,K29_GEP28,0.3598271398116416,1,purple,low
13,14,K13_GEP7,K14_GEP7,0.9975649865601395,1,green,high
24,25,K24_GEP4,K25_GEP11,0.7395770953545624,1,purple,low
24,25,K24_GEP4,K25_GEP20,0.6352990105667162,2,red,low
24,25,K24_GEP4,K25_GEP7,0.8410346727397215,1,purple,low
22,23,K22_GEP10,K23_GEP13,0.8973831470072982,1,purple,low
22,23,K22_GEP10,K23_GEP14,0.9784081501017948,1,green,high
25,26,K25_GEP22,K26_GEP17,0.6849246234621472,2,red,low
25,26,K25_GEP22,K26_GEP20,0.4159024636133162,3,pink,low
25,26,K25_GEP22,K26_GEP22,0.4496398852758775,2,red,low
13,14,K13_GEP5,K14_GEP5,0.9985153640612391,1,green,high
9,10,K9_GEP7,K10_GEP7,0.9910744545856434,1,green,high
20,21,K20_GEP17,K21_GEP20,0.8946222642771722,1,purple,low
29,30,K29_GEP22,K30_GEP19,0.7245183312076169,1,purple,low
29,30,K29_GEP22,K30_GEP20,0.6481442374774669,1,purple,low
29,30,K29_GEP22,K30_GEP22,0.5119806019597888,3,pink,low
29,30,K29_GEP22,K30_GEP8,0.5093915813265895,3,pink,low
25,26,K25_GEP13,K26_GEP13,0.9595012193814492,1,green,high
25,26,K25_GEP13,K26_GEP21,0.3273312750764712,3,pink,low
24,25,K24_GEP21,K25_GEP17,0.7175073948612916,2,red,low
24,25,K24_GEP21,K25_GEP22,0.5242539036811756,1,purple,low
29,30,K29_GEP9,K30_GEP14,0.5736133970677137,3,pink,low
29,30,K29_GEP9,K30_GEP4,0.9749847458391071,1,green,high
27,28,K27_GEP17,K28_GEP20,0.62472910565304,1,purple,low
27,28,K27_GEP17,K28_GEP24,0.8653828472914968,1,purple,low
27,28,K27_GEP17,K28_GEP26,0.3862067223020752,3,pink,low
23,24,K23_GEP4,K24_GEP24,0.3700237256867171,3,pink,low
23,24,K23_GEP4,K24_GEP4,0.9727411862701498,1,green,high
27,28,K27_GEP5,K28_GEP6,0.9704381835595103,1,green,high
25,26,K25_GEP9,K26_GEP15,0.7925141834725771,3,pink,low
25,26,K25_GEP9,K26_GEP9,0.9803342120754699,1,green,high
28,29,K28_GEP21,K29_GEP20,0.4634405030384929,3,pink,low
28,29,K28_GEP21,K29_GEP22,0.9648714441775612,1,green,high
28,29,K28_GEP21,K29_GEP26,0.4734262582993327,2,red,low
28,29,K28_GEP21,K29_GEP28,0.31219011924963097,3,pink,low
28,29,K28_GEP24,K29_GEP15,0.769869765162041,1,purple,low
28,29,K28_GEP24,K29_GEP18,0.7622249113543305,2,red,low
28,29,K28_GEP24,K29_GEP4,0.4095998732994538,3,pink,low
26,27,K26_GEP5,K27_GEP17,0.6697943228668433,1,purple,low
26,27,K26_GEP5,K27_GEP4,0.9441855063958762,1,green,high
20,21,K20_GEP6,K21_GEP15,0.44373602083042274,3,pink,low
20,21,K20_GEP6,K21_GEP3,0.9640970214130505,1,green,high
19,20,K19_GEP14,K20_GEP14,0.946147469418041,1,green,high
21,22,K21_GEP18,K22_GEP18,0.8152185718867114,1,purple,low
21,22,K21_GEP18,K22_GEP20,0.6579323856598773,1,purple,low
22,23,K22_GEP16,K23_GEP16,0.9113589709261383,1,green,high
16,17,K16_GEP13,K17_GEP11,0.7970636048514519,1,purple,low
23,24,K23_GEP13,K24_GEP15,0.8070423367321791,1,purple,low
23,24,K23_GEP13,K24_GEP18,0.8432089379360497,1,purple,low
10,11,K10_GEP9,K11_GEP9,0.9957233664406575,1,green,high
25,26,K25_GEP21,K26_GEP24,0.6375453953922996,2,red,low
20,21,K20_GEP8,K21_GEP10,0.8504491563283881,1,purple,low
20,21,K20_GEP8,K21_GEP8,0.926798690526485,1,green,high
20,21,K20_GEP2,K21_GEP15,0.7354953951520882,1,purple,low
20,21,K20_GEP2,K21_GEP17,0.7137412159493897,1,purple,low
20,21,K20_GEP2,K21_GEP7,0.9300882562098622,1,green,high
9,10,K9_GEP9,K10_GEP10,0.9960435008848826,1,green,high
25,26,K25_GEP20,K26_GEP11,0.5542588748596804,2,red,low
25,26,K25_GEP20,K26_GEP5,0.6916768653953153,3,pink,low
10,11,K10_GEP3,K11_GEP2,0.9923543736566393,1,green,high
27,28,K27_GEP7,K28_GEP10,0.5575477396186579,3,pink,low
27,28,K27_GEP7,K28_GEP12,0.9794092250308719,1,green,high
27,28,K27_GEP7,K28_GEP17,0.9110644172483123,1,green,high
27,28,K27_GEP7,K28_GEP22,0.6085566415213484,2,red,low
27,28,K27_GEP16,K28_GEP24,0.4131056525214195,3,pink,low
18,19,K18_GEP10,K19_GEP13,0.8379994585158743,1,purple,low
18,19,K18_GEP10,K19_GEP15,0.4905266328409733,2,red,low
18,19,K18_GEP10,K19_GEP7,0.6762893847726832,3,pink,low
26,27,K26_GEP26,K27_GEP27,0.8200678578885408,1,purple,low
14,15,K14_GEP2,K15_GEP14,0.46656285027090116,3,pink,low
14,15,K14_GEP2,K15_GEP2,0.9932769164210656,1,green,high
23,24,K23_GEP6,K24_GEP6,0.9878575356062835,1,green,high
25,26,K25_GEP6,K26_GEP10,0.971974408242807,1,green,high
25,26,K25_GEP6,K26_GEP19,0.913209529395816,1,green,high
28,29,K28_GEP19,K29_GEP21,0.8599167866688631,1,purple,low
8,9,K8_GEP6,K9_GEP6,0.9928876753025945,1,green,high
29,30,K29_GEP12,K30_GEP5,0.9242304964056911,1,green,high
17,18,K17_GEP10,K18_GEP13,0.8276508364628431,2,red,low
17,18,K17_GEP10,K18_GEP18,0.21173312674122566,3,pink,low
17,18,K17_GEP10,K18_GEP9,0.6002224225179205,2,red,low
15,16,K15_GEP5,K16_GEP5,0.9927599727499035,1,green,high
10,11,K10_GEP4,K11_GEP4,0.9911734484592603,1,green,high
28,29,K28_GEP8,K29_GEP8,0.9565101025203993,1,green,high
29,30,K29_GEP1,K30_GEP2,0.9572869805580035,1,green,high
29,30,K29_GEP1,K30_GEP9,0.5757625993068162,1,purple,low
28,29,K28_GEP10,K29_GEP12,0.9937117170426164,1,green,high
12,13,K12_GEP5,K13_GEP5,0.9178357846355107,1,green,high
18,19,K18_GEP1,K19_GEP3,0.9580173631467326,1,green,high
18,19,K18_GEP1,K19_GEP4,0.9639631056450556,1,green,high
18,19,K18_GEP12,K19_GEP11,0.3716581810135036,3,pink,low
29,30,K29_GEP2,K30_GEP3,0.986382644310406,1,green,high
29,30,K29_GEP2,K30_GEP9,0.4665994968124291,2,red,low
29,30,K29_GEP23,K30_GEP27,0.41317978581957004,2,red,low
23,24,K23_GEP22,K24_GEP20,0.6342015247031745,2,red,low
23,24,K23_GEP22,K24_GEP21,0.6651239288855261,2,red,low
22,23,K22_GEP22,K23_GEP12,0.36470833762342214,3,pink,low
22,23,K22_GEP22,K23_GEP21,0.6033061675655722,2,red,low
28,29,K28_GEP2,K29_GEP16,0.40220590802232076,3,pink,low
28,29,K28_GEP2,K29_GEP18,0.43630510053172833,3,pink,low
28,29,K28_GEP2,K29_GEP2,0.9885924556278951,1,green,high
28,29,K28_GEP2,K29_GEP27,0.3534158724579749,3,pink,low
26,27,K26_GEP3,K27_GEP1,0.8817064192605719,1,purple,low
26,27,K26_GEP3,K27_GEP16,0.8624577062497647,1,purple,low
26,27,K26_GEP3,K27_GEP20,0.5465776773967688,3,pink,low
10,11,K10_GEP8,K11_GEP8,0.996726916377854,1,green,high
29,30,K29_GEP24,K30_GEP23,0.510109280516901,3,pink,low
29,30,K29_GEP24,K30_GEP25,0.5604919288667672,1,purple,low
29,30,K29_GEP24,K30_GEP28,0.3545113676025304,2,red,low
28,29,K28_GEP12,K29_GEP9,0.9733825009615146,1,green,high
27,28,K27_GEP19,K28_GEP16,0.7438554240591257,1,purple,low
27,28,K27_GEP19,K28_GEP19,0.9330875032781261,1,green,high
27,28,K27_GEP19,K28_GEP27,0.6008619200973506,2,red,low
19,20,K19_GEP5,K20_GEP1,0.9832557937554228,1,green,high
19,20,K19_GEP5,K20_GEP17,0.17840307580755185,3,pink,low
17,18,K17_GEP13,K18_GEP13,0.831345860994264,1,purple,low
17,18,K17_GEP13,K18_GEP14,0.35157501604733743,2,red,low
17,18,K17_GEP13,K18_GEP18,0.2601989332053377,2,red,low
17,18,K17_GEP13,K18_GEP9,0.7321608975142566,1,purple,low
28,29,K28_GEP28,K29_GEP23,0.345102193140311,3,pink,low
28,29,K28_GEP28,K29_GEP27,0.4231192466501663,1,purple,low
28,29,K28_GEP28,K29_GEP28,0.33037024787090313,2,red,low
28,29,K28_GEP28,K29_GEP29,0.31439250030230037,1,purple,low
16,17,K16_GEP2,K17_GEP3,0.9387105097014414,1,green,high
16,17,K16_GEP2,K17_GEP5,0.8275273243706625,1,purple,low
16,17,K16_GEP2,K17_GEP9,0.6707797110829539,2,red,low
26,27,K26_GEP6,K27_GEP15,0.932302875760035,1,green,high
26,27,K26_GEP6,K27_GEP9,0.6681454000710032,1,purple,low
21,22,K21_GEP16,K22_GEP17,0.2514692195697538,2,red,low
23,24,K23_GEP18,K24_GEP20,0.8376186038367177,1,purple,low
23,24,K23_GEP18,K24_GEP21,0.7092041681872401,1,purple,low
25,26,K25_GEP12,K26_GEP15,0.8425643589135114,1,purple,low
18,19,K18_GEP13,K19_GEP11,0.7901575176043955,1,purple,low
18,19,K18_GEP13,K19_GEP9,0.645619623948689,2,red,low
24,25,K24_GEP12,K25_GEP25,0.6148378573869748,1,purple,low
28,29,K28_GEP7,K29_GEP10,0.981419861197977,1,green,high
28,29,K28_GEP7,K29_GEP27,0.37146093590595985,2,red,low
29,30,K29_GEP17,K30_GEP11,0.5360926205841644,2,red,low
29,30,K29_GEP17,K30_GEP14,0.757730856639594,2,red,low
17,18,K17_GEP12,K18_GEP11,0.912995039907202,1,green,high
17,18,K17_GEP12,K18_GEP14,0.2784877371409207,3,pink,low
17,18,K17_GEP12,K18_GEP7,0.773031855192253,2,red,low
11,12,K11_GEP9,K12_GEP6,0.9350997963333498,1,green,high
11,12,K11_GEP9,K12_GEP7,0.55493920631701,2,red,low
13,14,K13_GEP2,K14_GEP14,0.37113432893333465,3,pink,low
13,14,K13_GEP2,K14_GEP2,0.9866281165918679,1,green,high
29,30,K29_GEP27,K30_GEP27,0.37429339756145513,3,pink,low
14,15,K14_GEP13,K15_GEP13,0.9942134596133089,1,green,high
24,25,K24_GEP20,K25_GEP17,0.818532459532711,1,purple,low
24,25,K24_GEP20,K25_GEP22,0.45203722818102693,3,pink,low
24,25,K24_GEP20,K25_GEP24,0.4882075955126921,2,red,low
23,24,K23_GEP12,K24_GEP14,0.9142607452133155,1,green,high
17,18,K17_GEP16,K18_GEP18,0.4394666861155954,1,purple,low
28,29,K28_GEP1,K29_GEP1,0.9861022176355937,1,green,high
23,24,K23_GEP8,K24_GEP5,0.9855293061344916,1,green,high
25,26,K25_GEP10,K26_GEP6,0.9692097592034049,1,green,high
27,28,K27_GEP6,K28_GEP22,0.5466209568228497,3,pink,low
27,28,K27_GEP6,K28_GEP25,0.4761138381903959,1,purple,low
27,28,K27_GEP6,K28_GEP8,0.9805518837285003,1,green,high
11,12,K11_GEP8,K12_GEP11,0.6538221585610526,1,purple,low
11,12,K11_GEP8,K12_GEP12,0.9049403931919813,1,green,high
28,29,K28_GEP26,K29_GEP16,0.5562554324514443,2,red,low
28,29,K28_GEP26,K29_GEP24,0.3104483502384447,3,pink,low
28,29,K28_GEP26,K29_GEP25,0.9495479930236781,1,green,high
26,27,K26_GEP22,K27_GEP21,0.3039243601888115,2,red,low
26,27,K26_GEP22,K27_GEP24,0.4437483661837588,3,pink,low
26,27,K26_GEP22,K27_GEP25,0.8825128751523975,1,purple,low
