K,GEP,program_id,gep_col,top1_celltype,top_celltypes,celltype_gap
24,GEP24,K24_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (78%), Tumor/Epithelials (60%), Fibroblasts/Stromal (10%), Bcells_CD19 (8%)",0.5073147711184521
25,GEP1,K25_GEP1,1,Mixed: Tumor/Epithelials/CD4+Tcells/Tregs,"Mixed: Tumor/Epithelials/CD4+Tcells/Tregs (70%), Tumor/Epithelials (28%), CD4+Tcells (27%), Tregs (14%)",0.008966493629070316
25,GEP2,K25_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (1%)",0.9627182633317604
25,GEP3,K25_GEP3,3,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (87%), Bcells_CD19 (61%), Tumor/Epithelials (19%), Fibroblasts/Stromal (6%)",0.42189712128362433
25,GEP4,K25_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (88%), Fibroblasts/Stromal (4%), Bcells_CD19 (3%)",0.8386031146767343
25,GEP5,K25_GEP5,5,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (94%), Fibroblasts/Stromal (58%), Tumor/Epithelials (33%), Endothelials (3%)",0.24728645587541292
25,GEP6,K25_GEP6,6,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (56%), Tumor/Epithelials (35%), Endothelials (5%)",0.2109485606418121
25,GEP7,K25_GEP7,7,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (89%), Plasma_XBP1 (50%), Tumor/Epithelials (34%), Fibroblasts/Stromal (6%)",0.16281264747522417
25,GEP8,K25_GEP8,8,Tumor/Epithelials,"Tumor/Epithelials (89%), Fibroblasts/Stromal (5%), Endothelials (2%)",0.8348277489381783
25,GEP9,K25_GEP9,9,Mixed: Tumor/Epithelials/CD8+Tcells/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/CD8+Tcells/Fibroblasts/Stromal (59%), Tumor/Epithelials (28%), CD8+Tcells (23%), Fibroblasts/Stromal (8%)",0.05379896177442192
25,GEP10,K25_GEP10,10,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (93%), Tumor/Epithelials (56%), Fibroblasts/Stromal (20%), Endothelials (18%)",0.35299669655497873
25,GEP11,K25_GEP11,11,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (84%), Tumor/Epithelials (43%), Plasma_XBP1 (31%), Fibroblasts/Stromal (10%)",0.11892402076451158
25,GEP12,K25_GEP12,12,Mixed: Tumor/Epithelials/CD4+Tcells/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/CD4+Tcells/Fibroblasts/Stromal (60%), Tumor/Epithelials (37%), CD4+Tcells (13%), Fibroblasts/Stromal (9%)",0.24303916941953752
25,GEP13,K25_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (90%), Tumor/Epithelials (52%), Fibroblasts/Stromal (34%), Mac_C1Q_ZEB2 (4%)",0.17413874469089186
25,GEP14,K25_GEP14,14,Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal (70%), Tumor/Epithelials (41%), Bcells_CD19 (19%), Fibroblasts/Stromal (10%)",0.21991505427088248
25,GEP15,K25_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (83%), Tumor/Epithelials (55%), Fibroblasts/Stromal (19%), Endothelials (8%)",0.3548843794242567
25,GEP16,K25_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (8%), Bcells_CD19 (4%)",0.7385559226050024
25,GEP17,K25_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (82%), Tumor/Epithelials (58%), Fibroblasts/Stromal (19%), Endothelials (5%)",0.3945257196790939
25,GEP18,K25_GEP18,18,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (67%), Tumor/Epithelials (43%), Bcells_CD19 (12%), Plasma_XBP1 (12%)",0.30391694195375174
25,GEP19,K25_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (90%), Tumor/Epithelials (74%), Fibroblasts/Stromal (12%), Bcells_CD19 (4%)",0.6224634261444077
25,GEP20,K25_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (66%), Tumor/Epithelials (38%), Fibroblasts/Stromal (16%), Plasma_XBP1 (12%)",0.2142520056630486
25,GEP21,K25_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (91%), Tumor/Epithelials (75%), Fibroblasts/Stromal (11%), Bcells_CD19 (4%)",0.6319018404907976
25,GEP22,K25_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (66%), Tumor/Epithelials (43%), Fibroblasts/Stromal (14%), Bcells_CD19 (9%)",0.2949504483246814
25,GEP23,K25_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (60%), Fibroblasts/Stromal (15%), Bcells_CD19 (5%)",0.4563473336479471
25,GEP24,K25_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (87%), Tumor/Epithelials (70%), Fibroblasts/Stromal (11%), Bcells_CD19 (5%)",0.5894289759320435
25,GEP25,K25_GEP25,25,Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19,"Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19 (77%), Tumor/Epithelials (57%), Plasma_XBP1 (11%), Bcells_CD19 (8%)",0.4563473336479472
26,GEP1,K26_GEP1,1,Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2 (83%), Bcells_CD19 (62%), Tumor/Epithelials (13%), Mac_C1Q_ZEB2 (7%)",0.487022180273714
26,GEP2,K26_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (97%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.9476168003775366
26,GEP3,K26_GEP3,3,Mixed: CD4+Tcells/Tumor/Epithelials/CD8+Tcells,"Mixed: CD4+Tcells/Tumor/Epithelials/CD8+Tcells (61%), CD4+Tcells (27%), Tumor/Epithelials (20%), CD8+Tcells (14%)",0.07078810759792353
26,GEP4,K26_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (94%), Fibroblasts/Stromal (4%), Endothelials (1%)",0.9056158565361019
26,GEP5,K26_GEP5,5,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (83%), Plasma_XBP1 (56%), Tumor/Epithelials (21%), Fibroblasts/Stromal (6%)",0.3496932515337423
26,GEP6,K26_GEP6,6,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (89%), Tumor/Epithelials (46%), Fibroblasts/Stromal (24%), Endothelials (19%)",0.2180273714016045
26,GEP7,K26_GEP7,7,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/CD4+Tcells,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/CD4+Tcells (80%), Tumor/Epithelials (66%), Fibroblasts/Stromal (10%), CD4+Tcells (5%)",0.5578102878716376
26,GEP8,K26_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (94%), Fibroblasts/Stromal (57%), Tumor/Epithelials (34%), Endothelials (3%)",0.23548843794242563
26,GEP9,K26_GEP9,9,Mixed: Tumor/Epithelials/CD8+Tcells/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/CD8+Tcells/Fibroblasts/Stromal (59%), Tumor/Epithelials (28%), CD8+Tcells (23%), Fibroblasts/Stromal (9%)",0.053327041057102426
26,GEP10,K26_GEP10,10,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (50%), Tumor/Epithelials (43%), Endothelials (4%)",0.06984426616328454
26,GEP11,K26_GEP11,11,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (88%), Tumor/Epithelials (53%), Plasma_XBP1 (24%), Fibroblasts/Stromal (11%)",0.2869277961302501
26,GEP12,K26_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (84%), Fibroblasts/Stromal (8%), Endothelials (3%)",0.7569608305804625
26,GEP13,K26_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (90%), Tumor/Epithelials (52%), Fibroblasts/Stromal (34%), Mac_C1Q_ZEB2 (4%)",0.17272298253893348
26,GEP14,K26_GEP14,14,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (92%), Tumor/Epithelials (78%), Fibroblasts/Stromal (10%), Bcells_CD19 (3%)",0.6781500707881076
26,GEP15,K26_GEP15,15,Mixed: Tumor/Epithelials/CD4+Tcells/Bcells_CD19,"Mixed: Tumor/Epithelials/CD4+Tcells/Bcells_CD19 (56%), Tumor/Epithelials (30%), CD4+Tcells (15%), Bcells_CD19 (11%)",0.15620575743275134
26,GEP16,K26_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (85%), Fibroblasts/Stromal (7%), Bcells_CD19 (3%)",0.7786691835771591
26,GEP17,K26_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (71%), Tumor/Epithelials (52%), Fibroblasts/Stromal (11%), Mac_C1Q_ZEB2 (8%)",0.41104294478527603
26,GEP18,K26_GEP18,18,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (66%), Tumor/Epithelials (42%), Bcells_CD19 (12%), Plasma_XBP1 (12%)",0.2949504483246815
26,GEP19,K26_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (76%), Tumor/Epithelials (53%), Fibroblasts/Stromal (18%), Plasma_XBP1 (6%)",0.34969325153374237
26,GEP20,K26_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (90%), Tumor/Epithelials (73%), Fibroblasts/Stromal (14%), Bcells_CD19 (4%)",0.5870693723454459
26,GEP21,K26_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (86%), Tumor/Epithelials (65%), Fibroblasts/Stromal (17%), Bcells_CD19 (5%)",0.47994336951392164
26,GEP22,K26_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (83%), Tumor/Epithelials (64%), Fibroblasts/Stromal (14%), Bcells_CD19 (5%)",0.5035394053798963
26,GEP23,K26_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (74%), Tumor/Epithelials (45%), Fibroblasts/Stromal (19%), Plasma_XBP1 (9%)",0.25814063237376117
26,GEP24,K26_GEP24,24,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (66%), Tumor/Epithelials (44%), Bcells_CD19 (11%), Plasma_XBP1 (11%)",0.3251533742331288
26,GEP25,K26_GEP25,25,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (64%), Fibroblasts/Stromal (8%), Bcells_CD19 (8%)",0.561113732892874
26,GEP26,K26_GEP26,26,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (66%), Tumor/Epithelials (39%), Fibroblasts/Stromal (13%), Plasma_XBP1 (13%)",0.26238791882963663
27,GEP1,K27_GEP1,1,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (69%), CD4+Tcells (29%), Tumor/Epithelials (26%), Tregs (14%)",0.02878716375648893
27,GEP2,K27_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (1%)",0.9631901840490799
27,GEP3,K27_GEP3,3,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (84%), Bcells_CD19 (62%), Tumor/Epithelials (17%), Fibroblasts/Stromal (5%)",0.45823501651722515
27,GEP4,K27_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19,"Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19 (85%), Plasma_XBP1 (57%), Tumor/Epithelials (21%), Bcells_CD19 (7%)",0.3605474280320906
27,GEP5,K27_GEP5,5,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (76%), Tumor/Epithelials (43%), Fibroblasts/Stromal (23%), Mac_C1Q_ZEB2 (11%)",0.2048135913166588
27,GEP6,K27_GEP6,6,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (58%), Tumor/Epithelials (34%), Endothelials (3%)",0.24256724870221802
27,GEP7,K27_GEP7,7,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (55%), Tumor/Epithelials (37%), Endothelials (4%)",0.1741387446908919
27,GEP8,K27_GEP8,8,Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells,"Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells (61%), Tumor/Epithelials (29%), CD8+Tcells (23%), CD4+Tcells (9%)",0.06795658329400664
27,GEP9,K27_GEP9,9,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (96%), Tumor/Epithelials (60%), Fibroblasts/Stromal (25%), Endothelials (11%)",0.3529966965549788
27,GEP10,K27_GEP10,10,Tumor/Epithelials,"Tumor/Epithelials (90%), Fibroblasts/Stromal (6%), Endothelials (2%)",0.8376592732420953
27,GEP11,K27_GEP11,11,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (90%), Tumor/Epithelials (60%), Plasma_XBP1 (18%), Fibroblasts/Stromal (12%)",0.42142520056630484
27,GEP12,K27_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (81%), Fibroblasts/Stromal (10%), Endothelials (3%)",0.7130722038697499
27,GEP13,K27_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (94%), Tumor/Epithelials (56%), Fibroblasts/Stromal (35%), Endothelials (3%)",0.21283624351109015
27,GEP14,K27_GEP14,14,Tumor/Epithelials,"Tumor/Epithelials (83%), Fibroblasts/Stromal (8%), Bcells_CD19 (3%)",0.7541293062765456
27,GEP15,K27_GEP15,15,Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal (72%), Tumor/Epithelials (43%), Endothelials (17%), Fibroblasts/Stromal (12%)",0.2638036809815951
27,GEP16,K27_GEP16,16,Mixed: Tumor/Epithelials/CD4+Tcells/Bcells_CD19,"Mixed: Tumor/Epithelials/CD4+Tcells/Bcells_CD19 (66%), Tumor/Epithelials (46%), CD4+Tcells (11%), Bcells_CD19 (9%)",0.35818782444549313
27,GEP17,K27_GEP17,17,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (82%), Tumor/Epithelials (47%), Plasma_XBP1 (23%), Fibroblasts/Stromal (12%)",0.2340726757904672
27,GEP18,K27_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (92%), Tumor/Epithelials (77%), Fibroblasts/Stromal (12%), Bcells_CD19 (4%)",0.6484190655969797
27,GEP19,K27_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (89%), Tumor/Epithelials (72%), Fibroblasts/Stromal (14%), Bcells_CD19 (4%)",0.5795186408683342
27,GEP20,K27_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (64%), Tumor/Epithelials (42%), Fibroblasts/Stromal (12%), Bcells_CD19 (10%)",0.30297310051911275
27,GEP21,K27_GEP21,21,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (65%), Tumor/Epithelials (42%), Bcells_CD19 (12%), Plasma_XBP1 (10%)",0.3006134969325153
27,GEP22,K27_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (86%), Tumor/Epithelials (71%), Fibroblasts/Stromal (10%), Bcells_CD19 (5%)",0.6078338839075035
27,GEP23,K27_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (72%), Tumor/Epithelials (46%), Fibroblasts/Stromal (17%), Plasma_XBP1 (9%)",0.29070316186880607
27,GEP24,K27_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (74%), Tumor/Epithelials (52%), Fibroblasts/Stromal (13%), Bcells_CD19 (9%)",0.38744690891930156
27,GEP25,K27_GEP25,25,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (58%), Fibroblasts/Stromal (14%), Bcells_CD19 (7%)",0.44077394997640396
27,GEP26,K27_GEP26,26,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (62%), Fibroblasts/Stromal (9%), Bcells_CD19 (8%)",0.5285512033978291
27,GEP27,K27_GEP27,27,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (66%), Tumor/Epithelials (40%), Plasma_XBP1 (14%), Fibroblasts/Stromal (12%)",0.2633317602642756
28,GEP1,K28_GEP1,1,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (68%), CD4+Tcells (29%), Tumor/Epithelials (25%), Tregs (14%)",0.043888626710712614
28,GEP2,K28_GEP2,2,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (84%), Bcells_CD19 (62%), Tumor/Epithelials (16%), Fibroblasts/Stromal (5%)",0.46059462010382257
28,GEP3,K28_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (97%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.9485606418121756
28,GEP4,K28_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (94%), Fibroblasts/Stromal (3%), Endothelials (1%)",0.9098631429919773
28,GEP5,K28_GEP5,5,Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19,"Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19 (85%), Plasma_XBP1 (58%), Tumor/Epithelials (20%), Bcells_CD19 (8%)",0.37659273242095326
28,GEP6,K28_GEP6,6,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (77%), Tumor/Epithelials (44%), Fibroblasts/Stromal (23%), Mac_C1Q_ZEB2 (11%)",0.2109485606418122
28,GEP7,K28_GEP7,7,Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells,"Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells (61%), Tumor/Epithelials (29%), CD8+Tcells (23%), CD4+Tcells (9%)",0.06465313827277017
28,GEP8,K28_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (58%), Tumor/Epithelials (36%), Endothelials (2%)",0.22321849929211895
28,GEP9,K28_GEP9,9,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (93%), Tumor/Epithelials (52%), Fibroblasts/Stromal (24%), Endothelials (17%)",0.28079282680509676
28,GEP10,K28_GEP10,10,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (96%), Tumor/Epithelials (56%), Fibroblasts/Stromal (28%), Endothelials (12%)",0.27984898537045777
28,GEP11,K28_GEP11,11,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (90%), Tumor/Epithelials (54%), Plasma_XBP1 (25%), Fibroblasts/Stromal (11%)",0.2954223690420009
28,GEP12,K28_GEP12,12,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19 (96%), Fibroblasts/Stromal (49%), Tumor/Epithelials (45%), Bcells_CD19 (3%)",0.041057102406795665
28,GEP13,K28_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (83%), Fibroblasts/Stromal (9%), Bcells_CD19 (2%)",0.7413874469089192
28,GEP14,K28_GEP14,14,Tumor/Epithelials,"Tumor/Epithelials (87%), Fibroblasts/Stromal (8%), Bcells_CD19 (1%)",0.7947144879660216
28,GEP15,K28_GEP15,15,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (8%), Bcells_CD19 (4%)",0.7446908919301558
28,GEP16,K28_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (96%), Tumor/Epithelials (66%), Fibroblasts/Stromal (27%), Bcells_CD19 (3%)",0.3931099575271354
28,GEP17,K28_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (77%), Tumor/Epithelials (41%), Fibroblasts/Stromal (28%), Bcells_CD19 (8%)",0.13780084945729115
28,GEP18,K28_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (91%), Tumor/Epithelials (78%), Fibroblasts/Stromal (9%), Bcells_CD19 (4%)",0.6899480887210948
28,GEP19,K28_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (64%), Fibroblasts/Stromal (15%), Bcells_CD19 (6%)",0.49410099103350635
28,GEP20,K28_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (83%), Tumor/Epithelials (53%), Fibroblasts/Stromal (19%), Plasma_XBP1 (11%)",0.34403020292590847
28,GEP21,K28_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (89%), Tumor/Epithelials (68%), Fibroblasts/Stromal (16%), Bcells_CD19 (4%)",0.5186408683341198
28,GEP22,K28_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (72%), Tumor/Epithelials (42%), Fibroblasts/Stromal (22%), Plasma_XBP1 (8%)",0.20009438414346392
28,GEP23,K28_GEP23,23,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (72%), Tumor/Epithelials (55%), Plasma_XBP1 (9%), Fibroblasts/Stromal (9%)",0.4568192543652666
