K,GEP,program_id,gep_col,top1_celltype,top_celltypes,celltype_gap
20,GEP6,K20_GEP6,6,Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells,"Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells (65%), Tumor/Epithelials (29%), CD8+Tcells (23%), CD4+Tcells (13%)",0.058990089664936324
20,GEP7,K20_GEP7,7,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (98%), Tumor/Epithelials (82%), Fibroblasts/Stromal (13%), Bcells_CD19 (2%)",0.6880604058518169
20,GEP8,K20_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (66%), Tumor/Epithelials (27%), Endothelials (3%)",0.3921661160924964
20,GEP9,K20_GEP9,9,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (76%), Tumor/Epithelials (43%), Fibroblasts/Stromal (23%), Mac_C1Q_ZEB2 (11%)",0.20009438414346387
20,GEP10,K20_GEP10,10,Tumor/Epithelials,"Tumor/Epithelials (87%), Fibroblasts/Stromal (6%), Bcells_CD19 (3%)",0.8112317130722039
20,GEP11,K20_GEP11,11,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (97%), Tumor/Epithelials (43%), Fibroblasts/Stromal (39%), Endothelials (15%)",0.04719207173194906
20,GEP12,K20_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (12%), Endothelials (2%)",0.7041057102406796
20,GEP13,K20_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (78%), Tumor/Epithelials (51%), Fibroblasts/Stromal (15%), Endothelials (12%)",0.35677206229353475
20,GEP14,K20_GEP14,14,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (52%), Fibroblasts/Stromal (22%), Bcells_CD19 (5%)",0.2949504483246815
20,GEP15,K20_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (73%), Tumor/Epithelials (50%), Fibroblasts/Stromal (12%), Bcells_CD19 (10%)",0.37564889098631427
20,GEP16,K20_GEP16,16,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (71%), Tumor/Epithelials (51%), Bcells_CD19 (11%), Plasma_XBP1 (10%)",0.40207645115620577
20,GEP17,K20_GEP17,17,Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19,"Mixed: Tumor/Epithelials/Plasma_XBP1/Bcells_CD19 (69%), Tumor/Epithelials (46%), Plasma_XBP1 (12%), Bcells_CD19 (11%)",0.3430863614912695
20,GEP18,K20_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (75%), Tumor/Epithelials (52%), Fibroblasts/Stromal (13%), Bcells_CD19 (10%)",0.39263803680981596
20,GEP19,K20_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (66%), Tumor/Epithelials (37%), Fibroblasts/Stromal (17%), Plasma_XBP1 (12%)",0.20103822557810289
20,GEP20,K20_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (81%), Tumor/Epithelials (56%), Fibroblasts/Stromal (17%), Bcells_CD19 (8%)",0.3912222746578575
21,GEP1,K21_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (1%)",0.9622463426144409
21,GEP2,K21_GEP2,2,Mixed: Tumor/Epithelials/CD4+Tcells/Tregs,"Mixed: Tumor/Epithelials/CD4+Tcells/Tregs (74%), Tumor/Epithelials (33%), CD4+Tcells (26%), Tregs (14%)",0.06795658329400661
21,GEP3,K21_GEP3,3,Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells,"Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells (62%), Tumor/Epithelials (27%), CD8+Tcells (23%), CD4+Tcells (12%)",0.03586597451628126
21,GEP4,K21_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (92%), Fibroblasts/Stromal (5%), Bcells_CD19 (2%)",0.8692779613025011
21,GEP5,K21_GEP5,5,Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2 (82%), Bcells_CD19 (57%), Tumor/Epithelials (16%), Mac_C1Q_ZEB2 (8%)",0.40962718263331754
21,GEP6,K21_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (85%), Fibroblasts/Stromal (11%), Endothelials (1%)",0.7461066540821142
21,GEP7,K21_GEP7,7,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (90%), Plasma_XBP1 (49%), Tumor/Epithelials (34%), Fibroblasts/Stromal (7%)",0.15337423312883436
21,GEP8,K21_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (93%), Fibroblasts/Stromal (59%), Tumor/Epithelials (30%), Endothelials (3%)",0.28881547899952803
21,GEP9,K21_GEP9,9,Tumor/Epithelials,"Tumor/Epithelials (87%), Fibroblasts/Stromal (6%), Mac_C1Q_ZEB2 (2%)",0.8069844266163284
21,GEP10,K21_GEP10,10,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (58%), Tumor/Epithelials (34%), Endothelials (4%)",0.245398773006135
21,GEP11,K21_GEP11,11,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (88%), Tumor/Epithelials (44%), Fibroblasts/Stromal (29%), Endothelials (15%)",0.14440773949976404
21,GEP12,K21_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (84%), Fibroblasts/Stromal (6%), Bcells_CD19 (4%)",0.7824445493157149
21,GEP13,K21_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (85%), Fibroblasts/Stromal (9%), Bcells_CD19 (2%)",0.7560169891458235
21,GEP14,K21_GEP14,14,Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal (80%), Tumor/Epithelials (47%), Bcells_CD19 (25%), Fibroblasts/Stromal (7%)",0.21661160924964606
21,GEP15,K21_GEP15,15,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (70%), Tumor/Epithelials (30%), Plasma_XBP1 (27%), Fibroblasts/Stromal (12%)",0.029259084473808428
21,GEP16,K21_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (93%), Tumor/Epithelials (79%), Fibroblasts/Stromal (10%), Bcells_CD19 (4%)",0.6899480887210949
21,GEP17,K21_GEP17,17,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (79%), Tumor/Epithelials (42%), Plasma_XBP1 (25%), Fibroblasts/Stromal (12%)",0.17272298253893348
21,GEP18,K21_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (72%), Tumor/Epithelials (46%), Fibroblasts/Stromal (17%), Mac_C1Q_ZEB2 (9%)",0.2897593204341671
21,GEP19,K21_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (72%), Tumor/Epithelials (45%), Fibroblasts/Stromal (15%), Endothelials (12%)",0.2987258140632374
21,GEP20,K21_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (76%), Tumor/Epithelials (56%), Fibroblasts/Stromal (12%), Bcells_CD19 (9%)",0.44266163284568194
21,GEP21,K21_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (77%), Tumor/Epithelials (53%), Fibroblasts/Stromal (17%), Bcells_CD19 (7%)",0.35488437942425666
22,GEP1,K22_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (93%), Fibroblasts/Stromal (4%), Bcells_CD19 (2%)",0.8924020764511562
22,GEP2,K22_GEP2,2,Mixed: CD4+Tcells/CD8+Tcells/Tumor/Epithelials,"Mixed: CD4+Tcells/CD8+Tcells/Tumor/Epithelials (68%), CD4+Tcells (29%), CD8+Tcells (21%), Tumor/Epithelials (18%)",0.07975460122699388
22,GEP3,K22_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (98%), Fibroblasts/Stromal (1%), Endothelials (1%)",0.9622463426144409
22,GEP4,K22_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (90%), Plasma_XBP1 (58%), Tumor/Epithelials (27%), Fibroblasts/Stromal (6%)",0.3109957527135441
22,GEP5,K22_GEP5,5,Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2 (73%), Bcells_CD19 (47%), Tumor/Epithelials (17%), Mac_C1Q_ZEB2 (8%)",0.2977819726285984
22,GEP6,K22_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (85%), Fibroblasts/Stromal (10%), Bcells_CD19 (1%)",0.7517697026899481
22,GEP7,K22_GEP7,7,Tumor/Epithelials,"Tumor/Epithelials (86%), Fibroblasts/Stromal (7%), Bcells_CD19 (3%)",0.7970740915526191
22,GEP8,K22_GEP8,8,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (77%), Bcells_CD19 (35%), Tumor/Epithelials (34%), Fibroblasts/Stromal (9%)",0.009910335063709308
22,GEP9,K22_GEP9,9,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (92%), Fibroblasts/Stromal (60%), Tumor/Epithelials (28%), Endothelials (3%)",0.32326569136385086
22,GEP10,K22_GEP10,10,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (95%), Fibroblasts/Stromal (60%), Tumor/Epithelials (31%), Endothelials (4%)",0.2883435582822086
22,GEP11,K22_GEP11,11,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (85%), Tumor/Epithelials (39%), Fibroblasts/Stromal (31%), Endothelials (15%)",0.07361963190184045
22,GEP12,K22_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (81%), Fibroblasts/Stromal (10%), Mac_C1Q_ZEB2 (3%)",0.7111845210004719
22,GEP13,K22_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (84%), Fibroblasts/Stromal (6%), Bcells_CD19 (5%)",0.7739499764039641
22,GEP14,K22_GEP14,14,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (71%), Tumor/Epithelials (32%), Plasma_XBP1 (28%), Fibroblasts/Stromal (12%)",0.03916941953751768
22,GEP15,K22_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (77%), Tumor/Epithelials (49%), Fibroblasts/Stromal (16%), Endothelials (12%)",0.32373761208117036
22,GEP16,K22_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (61%), Fibroblasts/Stromal (10%), Bcells_CD19 (7%)",0.5068428504011326
22,GEP17,K22_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (68%), Fibroblasts/Stromal (13%), Bcells_CD19 (5%)",0.5497876356772062
22,GEP18,K22_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (53%), Fibroblasts/Stromal (19%), Bcells_CD19 (6%)",0.341670599339311
22,GEP19,K22_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (57%), Fibroblasts/Stromal (17%), Bcells_CD19 (6%)",0.39830108541764986
22,GEP20,K22_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (63%), Tumor/Epithelials (41%), Fibroblasts/Stromal (14%), Bcells_CD19 (7%)",0.26616328456819255
22,GEP21,K22_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (81%), Tumor/Epithelials (60%), Fibroblasts/Stromal (14%), Bcells_CD19 (7%)",0.4653138272770174
22,GEP22,K22_GEP22,22,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (73%), Tumor/Epithelials (52%), Bcells_CD19 (11%), Plasma_XBP1 (11%)",0.4053798961774422
23,GEP1,K23_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (93%), Fibroblasts/Stromal (4%), Bcells_CD19 (2%)",0.8890986314299199
23,GEP2,K23_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (96%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.9410099103350636
23,GEP3,K23_GEP3,3,Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells,"Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells (66%), Tumor/Epithelials (27%), CD4+Tcells (25%), CD8+Tcells (14%)",0.014629542236904214
23,GEP4,K23_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (87%), Plasma_XBP1 (55%), Tumor/Epithelials (26%), Fibroblasts/Stromal (7%)",0.2892873997168475
23,GEP5,K23_GEP5,5,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (73%), Bcells_CD19 (40%), Tumor/Epithelials (24%), Fibroblasts/Stromal (8%)",0.15903728173666823
23,GEP6,K23_GEP6,6,Mixed: Tumor/Epithelials/CD8+Tcells/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/CD8+Tcells/Fibroblasts/Stromal (59%), Tumor/Epithelials (28%), CD8+Tcells (23%), Fibroblasts/Stromal (8%)",0.05757432751297781
23,GEP7,K23_GEP7,7,Mixed: Tumor/Epithelials/CD4+Tcells/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/CD4+Tcells/Fibroblasts/Stromal (54%), Tumor/Epithelials (31%), CD4+Tcells (12%), Fibroblasts/Stromal (11%)",0.19159981123171305
23,GEP8,K23_GEP8,8,Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1,"Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1 (77%), Bcells_CD19 (36%), Tumor/Epithelials (32%), Plasma_XBP1 (10%)",0.039641340254837176
23,GEP9,K23_GEP9,9,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (89%), Fibroblasts/Stromal (39%), Tumor/Epithelials (33%), Endothelials (17%)",0.05521472392638038
23,GEP10,K23_GEP10,10,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (94%), Tumor/Epithelials (74%), Fibroblasts/Stromal (18%), Mac_C1Q_ZEB2 (2%)",0.5667767815007079
23,GEP11,K23_GEP11,11,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (9%), Bcells_CD19 (2%)",0.7277017461066541
23,GEP12,K23_GEP12,12,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (85%), Tumor/Epithelials (49%), Plasma_XBP1 (25%), Fibroblasts/Stromal (11%)",0.23737612081170364
23,GEP13,K23_GEP13,13,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (91%), Fibroblasts/Stromal (47%), Tumor/Epithelials (38%), Endothelials (7%)",0.08211420481359133
23,GEP14,K23_GEP14,14,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (90%), Tumor/Epithelials (54%), Fibroblasts/Stromal (33%), Mac_C1Q_ZEB2 (3%)",0.2076451156205757
23,GEP15,K23_GEP15,15,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (8%), Bcells_CD19 (4%)",0.7409155261915998
23,GEP16,K23_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (79%), Tumor/Epithelials (57%), Fibroblasts/Stromal (14%), Bcells_CD19 (8%)",0.436054742803209
23,GEP17,K23_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (83%), Tumor/Epithelials (65%), Fibroblasts/Stromal (12%), Bcells_CD19 (7%)",0.5332704105710241
23,GEP18,K23_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (80%), Tumor/Epithelials (53%), Fibroblasts/Stromal (21%), Endothelials (6%)",0.3227937706465314
23,GEP19,K23_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (72%), Tumor/Epithelials (48%), Fibroblasts/Stromal (15%), Bcells_CD19 (9%)",0.32609721566776784
23,GEP20,K23_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (85%), Tumor/Epithelials (66%), Fibroblasts/Stromal (15%), Endothelials (4%)",0.5063709296838131
23,GEP21,K23_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (87%), Tumor/Epithelials (71%), Fibroblasts/Stromal (9%), Bcells_CD19 (6%)",0.6248230297310052
23,GEP22,K23_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (70%), Tumor/Epithelials (49%), Fibroblasts/Stromal (12%), Bcells_CD19 (9%)",0.36385087305332703
23,GEP23,K23_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (88%), Tumor/Epithelials (72%), Fibroblasts/Stromal (12%), Bcells_CD19 (5%)",0.6040585181689476
24,GEP1,K24_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (93%), Fibroblasts/Stromal (4%), Bcells_CD19 (2%)",0.8919301557338367
24,GEP2,K24_GEP2,2,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (68%), CD4+Tcells (29%), Tumor/Epithelials (24%), Tregs (14%)",0.04907975460122699
24,GEP3,K24_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (97%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.9471448796602171
24,GEP4,K24_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (87%), Plasma_XBP1 (58%), Tumor/Epithelials (23%), Fibroblasts/Stromal (6%)",0.34450212364322796
24,GEP5,K24_GEP5,5,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (79%), Bcells_CD19 (48%), Tumor/Epithelials (24%), Fibroblasts/Stromal (8%)",0.23407267579046717
24,GEP6,K24_GEP6,6,Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells,"Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells (59%), Tumor/Epithelials (28%), CD8+Tcells (23%), CD4+Tcells (8%)",0.050495516753185504
24,GEP7,K24_GEP7,7,Tumor/Epithelials,"Tumor/Epithelials (92%), Fibroblasts/Stromal (5%), Endothelials (2%)",0.8763567720622936
24,GEP8,K24_GEP8,8,Tumor/Epithelials,"Tumor/Epithelials (86%), Fibroblasts/Stromal (7%), Bcells_CD19 (3%)",0.7932987258140631
24,GEP9,K24_GEP9,9,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (70%), Bcells_CD19 (31%), Tumor/Epithelials (30%), Fibroblasts/Stromal (8%)",0.006134969325153339
24,GEP10,K24_GEP10,10,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (83%), Tumor/Epithelials (33%), Fibroblasts/Stromal (31%), Endothelials (19%)",0.012269938650306789
24,GEP11,K24_GEP11,11,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (95%), Fibroblasts/Stromal (60%), Tumor/Epithelials (29%), Endothelials (5%)",0.3048607833883908
24,GEP12,K24_GEP12,12,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (94%), Tumor/Epithelials (80%), Fibroblasts/Stromal (11%), Bcells_CD19 (3%)",0.6918357715903728
24,GEP13,K24_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (83%), Fibroblasts/Stromal (7%), Endothelials (3%)",0.7569608305804625
24,GEP14,K24_GEP14,14,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (80%), Tumor/Epithelials (41%), Plasma_XBP1 (27%), Fibroblasts/Stromal (12%)",0.14346389806512505
24,GEP15,K24_GEP15,15,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2 (88%), Fibroblasts/Stromal (49%), Tumor/Epithelials (35%), Mac_C1Q_ZEB2 (4%)",0.1425200566304861
24,GEP16,K24_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (6%), Bcells_CD19 (5%)",0.7635677206229353
24,GEP17,K24_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (89%), Tumor/Epithelials (70%), Fibroblasts/Stromal (16%), Mac_C1Q_ZEB2 (3%)",0.5318546484190656
24,GEP18,K24_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (84%), Tumor/Epithelials (43%), Fibroblasts/Stromal (35%), Endothelials (6%)",0.08117036337895234
24,GEP19,K24_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (86%), Tumor/Epithelials (68%), Fibroblasts/Stromal (13%), Bcells_CD19 (6%)",0.5488437942425672
24,GEP20,K24_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (68%), Tumor/Epithelials (44%), Fibroblasts/Stromal (14%), Bcells_CD19 (9%)",0.3062765455403492
24,GEP21,K24_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (76%), Tumor/Epithelials (48%), Fibroblasts/Stromal (22%), Mac_C1Q_ZEB2 (6%)",0.26521944313355356
24,GEP22,K24_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (57%), Fibroblasts/Stromal (17%), Bcells_CD19 (6%)",0.4020764511562057
24,GEP23,K24_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (76%), Tumor/Epithelials (54%), Fibroblasts/Stromal (13%), Bcells_CD19 (10%)",0.40679565832940057
